Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"West C., Baron G., Minet J.-J.",8676198500;57213843199;36927723100;,Detection of gunpowder stabilizers with ion mobility spectrometry,2007,Forensic Science International,166,02-Mar,,91,101,,34,10.1016/j.forsciint.2006.04.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847022976&doi=10.1016%2fj.forsciint.2006.04.004&partnerID=40&md5=ec8e37ac835897629a4f3f7daf991a81,"Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France","West, C., Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France; Baron, G., Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France; Minet, J.-J., Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France",Diphenylamine; Ethylcentralite; Ion mobility spectrometry (IMS); Smokeless gunpowder,2 nitrodiphenylamine; 4 nitrodiphenylamine; diphenylamine; diphenylnitrosamine; ethyl centralite; gunpowder; nitroso derivative; stabilizing agent; unclassified drug; accuracy; article; diagnostic accuracy; firearm; human; ion mobility spectrometry; powder; priority journal; sensitivity analysis,,Article,Final,,Scopus,2-s2.0-33847022976,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"MacCrehan W.A., Bedner M.",7003651944;7801530217;,Development of a smokeless powder reference material for propellant and explosives analysis,2006,Forensic Science International,163,01-Feb,,119,124,,27,10.1016/j.forsciint.2005.11.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748980739&doi=10.1016%2fj.forsciint.2005.11.027&partnerID=40&md5=6cfe194d0245366127254eb969d6b3f0,"Analytical Chemistry Division, National Institute of Standards and Technology, Stop 8392, Gaithersburg, MD 20899-8392, United States","MacCrehan, W.A., Analytical Chemistry Division, National Institute of Standards and Technology, Stop 8392, Gaithersburg, MD 20899-8392, United States; Bedner, M., Analytical Chemistry Division, National Institute of Standards and Technology, Stop 8392, Gaithersburg, MD 20899-8392, United States",Diphenylamine; Ethyl centralite; N-Nitrosodiphenylamine; Nitroglycerin; Reference material; Smokeless powder,diphenylamine; diphenylnitrosamine; explosive; glyceryl trinitrate; gunpowder; propellant; article; evaluation; explosion; extraction; liquid chromatography; micellar electrokinetic chromatography; priority journal; standardization; ultrasound,,Article,Final,,Scopus,2-s2.0-33748980739,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Hopper K.G., McCord B.R.",8653975000;7004001442;,A comparison of smokeless powders and mixtures by capillary zone electrophoresis,2005,Journal of Forensic Sciences,50,2,,307,315,,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844318035&partnerID=40&md5=8fb56848f1eb6138af6cb76fb1f1f690,"Dept. of Chemistry and Biochemistry, Ohio University, Athens, OH 45701, United States; Florida International University, International Forensics Institute, Miami, FL 33199, United States; Intl. Forensic Research Institute, Florida International University, University Park, Miami, FL 33199, United States","Hopper, K.G., Dept. of Chemistry and Biochemistry, Ohio University, Athens, OH 45701, United States; McCord, B.R., Florida International University, International Forensics Institute, Miami, FL 33199, United States, Intl. Forensic Research Institute, Florida International University, University Park, Miami, FL 33199, United States",Capillary electrophoresis; Explosives; Forensic science; Ions; PyrodexÂ®; Smokeless powders,analytic method; burn; capillary zone electrophoresis; chemical analysis; concentration (parameters); conference paper; forensic medicine; forensic science; intermethod comparison; ion pair chromatography; powder; priority journal; smokeless powder,,Conference Paper,Final,,Scopus,2-s2.0-14844318035,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Muller D., Levy A., Vinokurov A., Ravreby M., Shelef R., Wolf E., Eldar B., Glattstein B.",57199771924;55683108200;7006603191;6507211476;6603143403;7402940663;6507052211;6603520952;,A novel method for the analysis of discharged smokeless powder residues,2007,Journal of Forensic Sciences,52,1,,75,78,,25,10.1111/j.1556-4029.2006.00309.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845865537&doi=10.1111%2fj.1556-4029.2006.00309.x&partnerID=40&md5=016deef4ce932bc3632daeff07163c3b,"Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Division of Identification and Forensic Science, Israel Police, National Headquarters, Sheikh Jarrah, Jerusalem 91906, Israel","Muller, D., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel, Division of Identification and Forensic Science, Israel Police, National Headquarters, Sheikh Jarrah, Jerusalem 91906, Israel; Levy, A., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Vinokurov, A., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Ravreby, M., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Shelef, R., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Wolf, E., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Eldar, B., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Glattstein, B., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel",Firing distance; Forensic science; Gas chromatography-mass spectrometry; Gas chromatography-thermal energy analyzer; Gunpowder residues; Smokeless powder,2;4 dinitrotoluene; glyceryl trinitrate; gunpowder; stabilizing agent; article; chemical analysis; filter; gas chromatography; hydrolysis; microscope; modified griess test; priority journal; technique; thermal energy analysis,,Article,Final,,Scopus,2-s2.0-33845865537,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Laza D., Nys B., Kinder J.D., Kirsch-De Mesmaeker A., Moucheron C.",16506608200;35080922200;35080522800;55946188900;6603770123;,Development of a quantitative LC-MS/MS method for the analysis of common propellant powder stabilizers in gunshot residue,2007,Journal of Forensic Sciences,52,4,,842,850,,68,10.1111/j.1556-4029.2007.00490.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250325448&doi=10.1111%2fj.1556-4029.2007.00490.x&partnerID=40&md5=3068362e1964809a33319094f9aa3a0f,"National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Faculty of Sciences, Section Organic Chemistry and Photochemistry, Universita© Libre de Bruxelles, CP 160/08, Brussels, Belgium; INCC/NICC, Chaussa©e de Vilvorde 100, B-1120 Brussels, Belgium","Laza, D., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium, INCC/NICC, Chaussa©e de Vilvorde 100, B-1120 Brussels, Belgium; Nys, B., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Kinder, J.D., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Kirsch-De Mesmaeker, A., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Moucheron, C., Faculty of Sciences, Section Organic Chemistry and Photochemistry, Universita© Libre de Bruxelles, CP 160/08, Brussels, Belgium",Forensic science; LC-MS/MS; Organic gunshot residue; Primer ingredients; Propellant powder stabilizers; SEM/EDX; Solid phase extraction,2 nitrodiphenylamine; 4 nitrodiphenylamine; akardite; aniline derivative; chemical compound; diphenylamine; diphenylnitrosamine; ethylcentralite; methylcentralite; propellant; unclassified drug; article; gunshot injury; liquid chromatography; mass spectrometry; priority journal; quantitative analysis; scanning electron microscopy; solid phase extraction,,Article,Final,,Scopus,2-s2.0-34250325448,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Zeichner A., Eldar B., Glattstein B., Koffman A., Tamiri T., Muller D.",7005860122;6507052211;6603520952;6602995234;6506848844;57199771924;,"Vacuum collection of gunpowder residues from clothing worn by shooting suspects, and their analysis by GC/TEA, IMS, and GC/MS",2003,Journal of Forensic Sciences,48,5,,961,972,,25,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042821481&partnerID=40&md5=0f3eef834b0721975d8a851fb6d777ff,"Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Zeichner, A., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Eldar, B., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Glattstein, B., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Koffman, A., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Tamiri, T., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Muller, D., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel",Forensic science; GC/TEA; Gunpowder residue; IMS; Propellant residue; Vacuum collection,glass fiber; gunpowder; politef; propellant; solvent; article; centrifugation; clothing; evaporation; filter; forensic science; gas chromatography; Israel; mass spectrometry; police; priority journal; spectrometry; vacuum; weapon,,Article,Final,,Scopus,2-s2.0-0042821481,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Zeichner A., Eldar B.",7005860122;6507052211;,A novel method for extraction and analysis of gunpowder residues on double-side adhesive coated stubs,2004,Journal of Forensic Sciences,49,6,,1194,1206,,24,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7544230801&partnerID=40&md5=a7a06e8a936b3af1bb9e01db19ca9690,"Div. Identification Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Zeichner, A., Div. Identification Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Eldar, B., Div. Identification Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel",Forensic science; GC/TEA; GSR; Gunpowder residue; IMS; Propellant residue; SEM/EDX,2;4 dinitrotoluene; 2;6 dinitrotoluene; adhesive agent; alcohol; dichloromethane; glyceryl trinitrate; gunpowder; sodium azide; article; controlled study; evaporation; gas chromatography; human; human tissue; ion mobility spectrometry; priority journal; roentgen spectroscopy; scanning electron microscopy; ultrasound,,Article,Final,,Scopus,2-s2.0-7544230801,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Bird D.K., Agg K.M., Barnett N.W., Smith T.A.",7201990402;6504018741;7102019403;7405501313;,Time-resolved fluorescence microscopy of gunshot residue: An application to forensic science,2007,Journal of Microscopy,226,1,,18,25,,10,10.1111/j.1365-2818.2007.01752.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947416078&doi=10.1111%2fj.1365-2818.2007.01752.x&partnerID=40&md5=967100cf1a4c14b6e8c6d421679f148b,"Ultrafast and Microspectroscopy Laboratories, School of Chemistry, University of Melbourne, Parkville, Vic. 3010, Australia; School of Life and Environmental Sciences, Deakin University, Geelong, Vic. 3217, Australia","Bird, D.K., Ultrafast and Microspectroscopy Laboratories, School of Chemistry, University of Melbourne, Parkville, Vic. 3010, Australia; Agg, K.M., School of Life and Environmental Sciences, Deakin University, Geelong, Vic. 3217, Australia; Barnett, N.W., School of Life and Environmental Sciences, Deakin University, Geelong, Vic. 3217, Australia; Smith, T.A., Ultrafast and Microspectroscopy Laboratories, School of Chemistry, University of Melbourne, Parkville, Vic. 3010, Australia",Confocal microscopy; Fluorescence microscopy; Forensic science; Time resolved imaging,gunpowder; analytic method; article; crime; firearm; fluorescence microscopy; forensic science; human; human tissue; imaging; information; priority journal,,Article,Final,,Scopus,2-s2.0-33947416078,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Mahoney C.M., Gillen G., Fahey A.J.",7102147153;7005794346;7004179421;,Characterization of gunpowder samples using time-of-flight secondary ion mass spectrometry (TOF-SIMS),2006,Forensic Science International,158,1,,39,51,,48,10.1016/j.forsciint.2005.02.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644615109&doi=10.1016%2fj.forsciint.2005.02.036&partnerID=40&md5=226aaa5a7a6ff53aa6e89c5c85228cfb,"National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States","Mahoney, C.M., National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States; Gillen, G., National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States; Fahey, A.J., National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States",Black powder substitutes; Black powders; Explosives; Forensic science; Gunpowder; Mass spectrometry; Propellant; SIMS; Smokeless powders; TOF-SIMS,benzoic acid; cellulose; diamide; dicyanodiamide; dimeticone; docusate sodium; glyceryl trinitrate; gunpowder; hydrocarbon; inorganic compound; organic compound; phthalic acid dibutyl ester; potassium nitrate; potassium perchlorate; pyroxylin; sulfur; unclassified drug; article; chemical structure; feasibility study; molecular imaging; multivariate analysis; principal component analysis; priority journal; time of flight mass spectrometry,,Article,Final,,Scopus,2-s2.0-33644615109,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Hanson A., Springer F.",,An evaluation of Instant Shooter Identification (IsidTM) gunshot residue kits,2005,AFTE Journal,37,3,,172,178,,,,,,"Angela M. Hanson & Faye A. Springer, Sacramento County District Attorney Laboratory of Forensic Services, Sacramento, CA",dermal nitrate test; GSR; gunshot residue; gunshot residue kits; Instant Shooter ID kitTM; ISidTM; SEM/EDS,,,Article,,,,,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Hall D., Fairley M.",57198540229;57214347256;,A single approach to the recovery of DNA and firearm discharge residue evidence,2004,Science and Justice - Journal of the Forensic Science Society,44,1,,15,19,,31,10.1016/S1355-0306(04)71680-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842285320&doi=10.1016%2fS1355-0306%2804%2971680-9&partnerID=40&md5=25cc4a34970dd9f0b685d7651ad4e96c,"Forensic Support Department, Strathclyde Police FHQ, 173 Pitt St, Glasgow G2 4JS, United Kingdom","Hall, D., Forensic Support Department, Strathclyde Police FHQ, 173 Pitt St, Glasgow G2 4JS, United Kingdom; Fairley, M., Forensic Support Department, Strathclyde Police FHQ, 173 Pitt St, Glasgow G2 4JS, United Kingdom",Criminalistics; DNA; Evidence recovery; FDR; Forensic science,acetic acid; adhesive agent; DNA; gunpowder; plastic; article; clothing; criminology; device; DNA determination; DNA isolation; firearm; forensic identification; human; human cell; laboratory; methodology; standard; United Kingdom,,Article,Final,,Scopus,2-s2.0-0842285320,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Avissar Y.Y., Sagiv A.E., Mandler D., Almog J.",6602619767;6701460314;7005855039;7004280181;,Identification of firearms holders by the [Fe(PDT)3] +2 complex. Quantitative determination of iron transfer to the hand and its dependence on palmar moisture levels,2004,Journal of Forensic Sciences,49,6,,1215,1219,,13,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7544243409&partnerID=40&md5=e548e094ff3e436e080bff249b152f6d,"Dept. of Inorg. and Analyt. Chem., Hebrew University of Jerusalem, Jerusalem, Israel; Cell Pharmacology Unit, School of Pharmacy, Hebrew University of Jerusalem, Jerusalem, Israel; Casali Inst. of Applied Chemistry, Hebrew University of Jerusalem, Jerusalem, Israel; Casali Inst. of Applied Chemistry, Hebrew University of Jerusalem, Jerusalem 91904, Israel","Avissar, Y.Y., Dept. of Inorg. and Analyt. Chem., Hebrew University of Jerusalem, Jerusalem, Israel; Sagiv, A.E., Cell Pharmacology Unit, School of Pharmacy, Hebrew University of Jerusalem, Jerusalem, Israel; Mandler, D., Dept. of Inorg. and Analyt. Chem., Hebrew University of Jerusalem, Jerusalem, Israel; Almog, J., Casali Inst. of Applied Chemistry, Hebrew University of Jerusalem, Jerusalem, Israel, Casali Inst. of Applied Chemistry, Hebrew University of Jerusalem, Jerusalem 91904, Israel",3-(2-pyridyl)-5;6-diphenyl-1;2;4-triazine (PDT); Firearms; Forensic science; Iron determination; Palmar sweat,5;6 diphenyl 3 (2 pyridyl) 1;2;4 triazine; fuchsine; iron; triazine derivative; unclassified drug; article; controlled study; dissolution; firearm; hand palm; human; human experiment; normal human; priority journal; quantitative analysis; spectrophotometry; sweating; Female; Ferrous Compounds; Firearms; Forensic Ballistics; Hand; Humans; Indicators and Reagents; Male; Molecular Structure; Skin; Spectrophotometry; Sweat; Triazines,,Article,Final,,Scopus,2-s2.0-7544243409,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Avissar Y.Y., Sagiv A.E., Mandler D., Almog J.",6602619767;6701460314;7005855039;7004280181;,Identification of firearms handling by the [Fe(PDT)3] 2+ complex: Chemical and time-dependent factors,2005,Talanta,67,2,,328,333,,9,10.1016/j.talanta.2005.01.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23344432001&doi=10.1016%2fj.talanta.2005.01.032&partnerID=40&md5=ecf9a6de207b1b272959ec41487a6ae3,"Department of Inorganic and Analytical Chemistry, Hebrew University of Jerusalem, 91904 Jerusalem, Israel; Cell Pharmacology Unit, School of Pharmacy, Hebrew University of Jerusalem, Jerusalem, Israel; Casali Institute of Applied Chemistry, Hebrew University of Jerusalem, Jerusalem, Israel","Avissar, Y.Y., Department of Inorganic and Analytical Chemistry, Hebrew University of Jerusalem, 91904 Jerusalem, Israel; Sagiv, A.E., Cell Pharmacology Unit, School of Pharmacy, Hebrew University of Jerusalem, Jerusalem, Israel; Mandler, D., Department of Inorganic and Analytical Chemistry, Hebrew University of Jerusalem, 91904 Jerusalem, Israel; Almog, J., Casali Institute of Applied Chemistry, Hebrew University of Jerusalem, Jerusalem, Israel",3-(2-Pyridyl)-5;6-diphenyl-1;2;4-triazine (PDT); Dissolution rate; Firearms handling; Forensic science; Iron determination; Palmar sweat; Serine; Urea,Amino acids; Chloride minerals; Concentration (process); Corrosion; Explosives; Hydrogen bonds; Trace elements; Urea; 3-(2-pyridyl)-5;6-diphenyl-1;2;3-triazine (PDT); Dissolution rate; Firearms handling; Forensic science; Iron determination; Palmar sweat; Serine; Iron compounds,,Article,Final,,Scopus,2-s2.0-23344432001,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Zeichner A., Ehrlich S., Shoshani E., Halicz L.",7005860122;7101930871;56615653900;7003803889;,Application of lead isotope analysis in shooting incident investigations,2006,Forensic Science International,158,1,,52,64,,21,10.1016/j.forsciint.2005.01.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644614697&doi=10.1016%2fj.forsciint.2005.01.020&partnerID=40&md5=ee471d1b348d1804a2876b86fd5b2889,"Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, Jerusalem 91906, Israel; Geological Survey of Israel, 30 Malkhey Israel st., Jerusalem 95501, Israel","Zeichner, A., Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, Jerusalem 91906, Israel; Ehrlich, S., Geological Survey of Israel, 30 Malkhey Israel st., Jerusalem 95501, Israel; Shoshani, E., Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, Jerusalem 91906, Israel; Halicz, L., Geological Survey of Israel, 30 Malkhey Israel st., Jerusalem 95501, Israel",FDR; Forensic science; GSR; Gunshot entry; Lead isotope; MC-ICP/MS; Shooting distance,isotope; lead; article; bullet; firearm; gunshot injury; isotope analysis; mass spectrometry; priority journal,,Article,Final,,Scopus,2-s2.0-33644614697,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Haag L.C., Niewoehner L.",,The source and persistence of lead in gun barrels,2007,AFTE Journal,39,1,,8,23,,,,,,"Lucien C. Haag, Criminalist, Forensic Science Services--Carefree, AZ , USA; Dr. Ludwig Niewoehner, AFTE Technical Advisor on GSR--Bundeskriminalamt Wiesbaden, Germany",Bullet wipe; BSE imaging; gunshot residue; GSR; heavy metal free primers; HMF primers; SEM/EDX; EDX mapping; WinClean,,,Article,,,,,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Randich E., Duerfeldt W., McLendon W., Tobin W.",6602550652;6506698847;7004152253;55343778200;,A metallurgical review of the interpretation of bullet lead compositional analysis,2002,Forensic Science International,127,3,,174,191,,28,10.1016/S0379-0738(02)00118-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037125163&doi=10.1016%2fS0379-0738%2802%2900118-4&partnerID=40&md5=8837c6aa8d2450f80d8cc0deee3bcd15,"FMI, 927 Creekside Place, Manteca, CA 95336, United States; Gopher Resource Corporation, 3385 South Hwy. 149, Eagan, MN 55121, United States; Sanders Lead Co. Inc., P.O. Drawer 707, Troy, AL 36081, United States; 6009 Noranda Drive, Mineral, VA 23117-9647, United States","Randich, E., FMI, 927 Creekside Place, Manteca, CA 95336, United States; Duerfeldt, W., Gopher Resource Corporation, 3385 South Hwy. 149, Eagan, MN 55121, United States; McLendon, W., Sanders Lead Co. Inc., P.O. Drawer 707, Troy, AL 36081, United States; Tobin, W., 6009 Noranda Drive, Mineral, VA 23117-9647, United States",Bullet; Elemental analysis; Forensic science; Lead; Metallurgy,alloy; lead; article; bullet; chemical composition; forensic identification; metallurgy; priority journal; quantitative analysis; validation process,,Article,Final,,Scopus,2-s2.0-0037125163,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Koons R.D., Buscaglia J.",7003379635;7801470125;,Forensic significance of bullet lead compositions,2005,Journal of Forensic Sciences,50,2,,341,351,,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844334555&partnerID=40&md5=3d5845a6a197a68dd603af9043f420d0,"Counterterrorism/Forensic Sci. R. U., FBI Laboratory, Quantico, VA, United States; FSRTC, FBI Academy, Quantico, VA 22135, United States","Koons, R.D., Counterterrorism/Forensic Sci. R. U., FBI Laboratory, Quantico, VA, United States, FSRTC, FBI Academy, Quantico, VA 22135, United States; Buscaglia, J., Counterterrorism/Forensic Sci. R. U., FBI Laboratory, Quantico, VA, United States",Bullet; Criminalistics; Elemental analysis; Forensic science; ICP-AES; Lead analysis; Trace evidence,antimony; arsenic; bismuth; cadmium; copper; lead; silver; tin; accuracy; analytic method; atomic emission spectrometry; bullet; chemical composition; conference paper; crime; criminology; forensic science; measurement; priority journal; reliability,,Conference Paper,Final,,Scopus,2-s2.0-14844334555,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Deinet W, Katterwe H.",,Comments on the application of theoretical probability models including Bayes theorem in forensic science relating firearm and tool marks,2007,AFTE Journal,39,1,,4,7,,,,,,"Werner Deinet*, Dr. rer. nat. and Horst Katterwe, Dr. rer. nat., Bundeskriminalamt, D-65173 Wiesbaden / Germany * now retired",Bayes' rule; binomial fit model; combinatorial model; consecutive matching striae; likelihood ratio; mathematical model; principle of maximum entropy; prior probability; posterior probability; renewal theory model,,,Article,,,,,,IFSMS 2007,Gunshot Residue,Gunshot Residue
Rowe W.F.,24455160900;,The distribution of shotgun pellets after ricochet from an intermediate target surface,2005,Forensic Science International,155,02-Mar,,188,192,,1,10.1016/j.forsciint.2004.12.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844546242&doi=10.1016%2fj.forsciint.2004.12.006&partnerID=40&md5=6d76b9e6090dbe379c64d7993103f8b1,"Department of Forensic Sciences, George Washington University, Washington, DC 20052, United States","Rowe, W.F., Department of Forensic Sciences, George Washington University, Washington, DC 20052, United States",Crime scene reconstruction; Forensic science; Ricochet; Shotgun,article; crime; forensic medicine; geometry; gunshot injury; mathematical computing; priority journal; statistical model,,Article,Final,,Scopus,2-s2.0-26844546242,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Martiny A., Campos A.P.C., Sader M.S., Pinto M.A.L.",36964991000;56251863400;12143919900;7402306549;,SEM/EDS analysis and characterization of gunshot residues from Brazilian lead-free ammunition,2008,Forensic Science International,177,1,,e9,e17,,62,10.1016/j.forsciint.2007.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149152181&doi=10.1016%2fj.forsciint.2007.07.005&partnerID=40&md5=cd07c4e6bc02383bec3555f82f1f69f9,"Instituto Militar de Engenharia, Sea§a£o de Engenharia Meca¢nica e de Materiais - SE/4, Praca General Tibaºrcio 80, Praia Vermelha, Rio de Janeiro RJ 22270-290, Brazil; Instituto de Criminalistica Carlos Eboli, Rua Pedro I, 28, Centro, Rio de Janeiro RJ 20.060-050, Brazil; Programa de Engenharia Metalaºrgica e de Materiais, Universidade Federal do Rio de Janeiro, Centro de Tecnologia, Bloco F, sala 210, Ilha do Fundao, Rio de Janeiro, RJ 21945-970, Brazil","Martiny, A., Instituto Militar de Engenharia, Sea§a£o de Engenharia Meca¢nica e de Materiais - SE/4, Praca General Tibaºrcio 80, Praia Vermelha, Rio de Janeiro RJ 22270-290, Brazil; Campos, A.P.C., Instituto de Criminalistica Carlos Eboli, Rua Pedro I, 28, Centro, Rio de Janeiro RJ 20.060-050, Brazil; Sader, M.S., Programa de Engenharia Metalaºrgica e de Materiais, Universidade Federal do Rio de Janeiro, Centro de Tecnologia, Bloco F, sala 210, Ilha do Fundao, Rio de Janeiro, RJ 21945-970, Brazil; Pinto, M.A.L., Instituto Militar de Engenharia, Sea§a£o de Engenharia Meca¢nica e de Materiais - SE/4, Praca General Tibaºrcio 80, Praia Vermelha, Rio de Janeiro RJ 22270-290, Brazil",Forensic science; Gunshot residues; Lead-free ammunition; SEM/EDS,aluminum; calcium; lead; potassium; silicon; strontium; airborne particle; article; Brazil; firearm; human; particle size; priority journal; scanning electron microscopy; spectroscopy,,Article,Final,,Scopus,2-s2.0-41149152181,,IFSMS 2010,Gunshot Residue,Gunshot Residue
"Molina D.K., Martinez M., Garcia J., DiMaio V.J.M.",7004244044;25948598800;53363497100;7003310754;,Gunshot residue testing in suicides: Part II: Analysis by inductive coupled plasmag-atomic emission spectrometry,2007,American Journal of Forensic Medicine and Pathology,28,3,,191,194,,11,10.1097/PAF.0b013e31813e62cf,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548278056&doi=10.1097%2fPAF.0b013e31813e62cf&partnerID=40&md5=c4f00c7971b03491ff84be24308d0114,"Bexar County Medical Examiner's Office, San Antonio, TX, United States; Bexar County Medical Examiner's Office, 7337 Louis Pasteur, San Antonio, TX 78229, United States","Molina, D.K., Bexar County Medical Examiner's Office, San Antonio, TX, United States, Bexar County Medical Examiner's Office, 7337 Louis Pasteur, San Antonio, TX 78229, United States; Martinez, M., Bexar County Medical Examiner's Office, San Antonio, TX, United States; Garcia, J., Bexar County Medical Examiner's Office, San Antonio, TX, United States; DiMaio, V.J.M., Bexar County Medical Examiner's Office, San Antonio, TX, United States",GSR; Gunshot residue testing; ICP-AES; Manner of death; Suicide,gunpowder; article; atomic emission spectrometry; automutilation; firearm; gunshot injury; human; intermethod comparison; scanning electron microscopy; suicide; Antimony; Barium; Firearms; Forensic Ballistics; Humans; Lead; Skin; Spectrophotometry; Atomic; Suicide; Wounds; Gunshot,,Article,Final,,Scopus,2-s2.0-34548278056,,IFSMS 2010,Gunshot Residue,Gunshot Residue
