Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Tsach T., Finkelstein N., Volkov N.",6508141599;56160627200;8907676500;,Analysis of a vehicle serial number alteration technique,2016,Journal of Forensic Identification,66,6,,536,546,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010705002&partnerID=40&md5=dcbb0953afed0412aadd3f45b3988fbe,"Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Haim Bar Lev Road, Jerusalem, 91906, Israel","Tsach, T., Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Haim Bar Lev Road, Jerusalem, 91906, Israel; Finkelstein, N., Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Haim Bar Lev Road, Jerusalem, 91906, Israel; Volkov, N., Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Haim Bar Lev Road, Jerusalem, 91906, Israel",,human; melting point; memory,,Article,Final,,Scopus,2-s2.0-85010705002,,IFSMS 2019,Toolmarks,Toolmarks
"Sharma M., Jha S.",,Analysis of Obliterated Vehicle Identification Numbers: Five Case Studies,2015,,,,,6,11,,1,,,,"Sharma, M.; Jha, S.",,,,,Final,,Scopus,2-s2.0-85082796999,,IFSMS 2019,Toolmarks,Toolmarks
Schultheis C.L.,57194590452;,Serial number restoration on titanium firearms,2016,AFTE Journal,48,4,,237,247,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021127147&partnerID=40&md5=898005ed9647813fc34d3d7c97b34242,"Johnson County Sheriff’s Office Criminalistics Laboratory, Olathe, KS, United States","Schultheis, C.L., Johnson County Sheriff’s Office Criminalistics Laboratory, Olathe, KS, United States",Etchants; Firearms; Hydrochloric acid; Reagents; Serial number restoration; Titanium; Titanium alloy,,"Schultheis, C.L.; Johnson County Sheriff’s Office Criminalistics LaboratoryUnited States",Article,Final,,Scopus,2-s2.0-85021127147,,IFSMS 2019,Toolmarks,Toolmarks
"Parisien C., Kolhatkar G., Crispino F., Lajeunesse A., Ruediger A.",57206201401;36025507900;6602290061;16199507900;6601982880;,Reconstruction of Obliterated Characters in Polycarbonate through Spectral Imaging,2017,Analytical Chemistry,89,21,,11648,11652,,3,10.1021/acs.analchem.7b03069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061572843&doi=10.1021%2facs.analchem.7b03069&partnerID=40&md5=8ca6a3e0de2da2e2964b3ec2946a4f2b,"Nanophotonics and Nanoelectronics Group, Énergie-Matériaux-Télécommunication Research Center, Institut National de la Recherche Scientifique, 1650 Boulevard Lionel-Boulet, Varennes, QC  J3X1S2, Canada; Laboratoire de Recherche en Criminalistique, Université du Québec À Trois-Rivières, 3351 Boulevard des Forges, Trois-Rivières, QC  G9A5H7, Canada","Parisien, C., Nanophotonics and Nanoelectronics Group, Énergie-Matériaux-Télécommunication Research Center, Institut National de la Recherche Scientifique, 1650 Boulevard Lionel-Boulet, Varennes, QC  J3X1S2, Canada; Kolhatkar, G., Nanophotonics and Nanoelectronics Group, Énergie-Matériaux-Télécommunication Research Center, Institut National de la Recherche Scientifique, 1650 Boulevard Lionel-Boulet, Varennes, QC  J3X1S2, Canada; Crispino, F., Laboratoire de Recherche en Criminalistique, Université du Québec À Trois-Rivières, 3351 Boulevard des Forges, Trois-Rivières, QC  G9A5H7, Canada; Lajeunesse, A., Laboratoire de Recherche en Criminalistique, Université du Québec À Trois-Rivières, 3351 Boulevard des Forges, Trois-Rivières, QC  G9A5H7, Canada; Ruediger, A., Nanophotonics and Nanoelectronics Group, Énergie-Matériaux-Télécommunication Research Center, Institut National de la Recherche Scientifique, 1650 Boulevard Lionel-Boulet, Varennes, QC  J3X1S2, Canada",,Spectroscopy; Detection threshold; Local variations; Non destructive; Reliable methods; Residual strains; Serial number; Spectral imaging; Structural arrangement; Polycarbonates,"Ruediger, A.; Nanophotonics and Nanoelectronics Group, Énergie-Matériaux-Télécommunication Research Center, Institut National de la Recherche Scientifique, 1650 Boulevard Lionel-Boulet, Canada; email: Ruediger@emt.inrs.ca",Article,Final,,Scopus,2-s2.0-85061572843,,IFSMS 2019,Toolmarks,Toolmarks
"Finkelstein N., Volkov N., Tsach T.",56160627200;8907676500;6508141599;,Improve Toolmarks' Impressions in Soft Wax,2017,Journal of Forensic Sciences,62,3,,773,775,,1,10.1111/1556-4029.13379,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018290009&doi=10.1111%2f1556-4029.13379&partnerID=40&md5=6a26fee40b5083c1672cef3a6308919e,"Scientific Officers Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, 1st Haim Bar-lev Street, Jerusalem, 9190600, Israel","Finkelstein, N., Scientific Officers Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, 1st Haim Bar-lev Street, Jerusalem, 9190600, Israel; Volkov, N., Scientific Officers Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, 1st Haim Bar-lev Street, Jerusalem, 9190600, Israel; Tsach, T., Scientific Officers Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, 1st Haim Bar-lev Street, Jerusalem, 9190600, Israel",criminalistics; forensic science; toolmarks; toolmarks' impressions; wax,article; crime; forensic science,"Finkelstein, N.; Scientific Officers Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, 1st Haim Bar-lev Street, Israel; email: nirf7@walla.com",Article,Final,,Scopus,2-s2.0-85018290009,,IFSMS 2019,Toolmarks,Toolmarks
"Baiker M., Pieterman R., Zoon P.",57110281600;47962652500;8555095300;,"Toolmark variability and quality depending on the fundamental parameters: Angle of attack, toolmark depth and substrate material",2015,Forensic Science International,251,,,40,49,,10,10.1016/j.forsciint.2015.03.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961291269&doi=10.1016%2fj.forsciint.2015.03.003&partnerID=40&md5=1a877df161c5c395859ffa1467890c11,"Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497 GB, Netherlands","Baiker, M., Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497 GB, Netherlands; Pieterman, R., Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497 GB, Netherlands; Zoon, P., Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497 GB, Netherlands",Objective comparison of striated toolmarks; Pushing vs. pulling a toolmark; Same and different toolmark variability and quality; Screwdrivers; Substrate materials wax and lead; Toolmark angle of attack and depth,lead; wax; analytic method; analytical parameters; angle of attack; Article; automation; comparative study; experimental study; forensic science; general device; geometry; microscopy; preservation; priority journal; qualitative analysis; screwdriver; substrate material; toolmark depth; toolmark quality; toolmark variability,"Baiker, M.; Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Netherlands",Article,Final,,Scopus,2-s2.0-84961291269,,IFSMS 2019,Toolmarks,Toolmarks
"Ferrucci M., Doiron T.D., Thompson R.M., Jones J.P., Freeman A.J., Neiman J.A.",55972390400;6603956993;7406369364;57188719518;57196756603;57188731062;,Dimensional Review of Scales for Forensic Photography,2016,Journal of Forensic Sciences,61,2,,509,519,,5,10.1111/1556-4029.12976,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962607898&doi=10.1111%2f1556-4029.12976&partnerID=40&md5=4afca53936614a2449e5708eab7e1dbb,"Dimensional Metrology Group, National Institute of Standards and Technology (NIST), 100 Bureau Drive, Mail Stop 8102, Gaithersburg, MD, United States; Special Programs Office, National Institute of Standards and Technology, 100 Bureau Drive, Mail Stop 8102, Gaithersburg, MD, United States; Westport Dental Associates, 22 Imperial Avenue, Westport, CT, United States; Massachusetts Office of the Commissioner of Probation, Massachusetts Trial Court, 1 Ashburton Place, #405, Boston, MA, United States","Ferrucci, M., Dimensional Metrology Group, National Institute of Standards and Technology (NIST), 100 Bureau Drive, Mail Stop 8102, Gaithersburg, MD, United States; Doiron, T.D., Dimensional Metrology Group, National Institute of Standards and Technology (NIST), 100 Bureau Drive, Mail Stop 8102, Gaithersburg, MD, United States; Thompson, R.M., Special Programs Office, National Institute of Standards and Technology, 100 Bureau Drive, Mail Stop 8102, Gaithersburg, MD, United States; Jones, J.P., Special Programs Office, National Institute of Standards and Technology, 100 Bureau Drive, Mail Stop 8102, Gaithersburg, MD, United States; Freeman, A.J., Westport Dental Associates, 22 Imperial Avenue, Westport, CT, United States; Neiman, J.A., Massachusetts Office of the Commissioner of Probation, Massachusetts Trial Court, 1 Ashburton Place, #405, Boston, MA, United States",Bitemark; Forensic science; Odontology; Photography; Quality; Scales,,"Thompson, R.M.; National Institute of Standards and Technology Special Programs Office, 100 Bureau Drive, Mail Stop 8102, United States; email: robert.m.thompson@nist.gov",Article,Final,,Scopus,2-s2.0-84962607898,,IFSMS 2019,Toolmarks,Toolmarks
Klees G.S.,6507134387;,The categorization of toolmarks and tool types,2017,AFTE Journal,49,2,,91,93,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019120930&partnerID=40&md5=f56e535bf19c4afe6560b20fbe043bf4,"Bureau of Alcohol, Tobacco, Firearms and Explosives, National Laboratory Center, AmmendaleMD, United States","Klees, G.S., Bureau of Alcohol, Tobacco, Firearms and Explosives, National Laboratory Center, AmmendaleMD, United States",Characterization; Class characteristics; Classification; Individual characteristics; Taxonomy; Tool actions; Tool types; Toolmarks; Tools,,"Klees, G.S.; Bureau of Alcohol, Tobacco, Firearms and Explosives, National Laboratory Center, Ammendale, United States",Article,Final,,Scopus,2-s2.0-85019120930,,IFSMS 2019,Toolmarks,Toolmarks
"Macziewski C., Spotts R., Chumbley S.",57192373926;56538220300;6507661977;,Validation of Toolmark Comparisons Made At Different Vertical and Horizontal Angles,2017,Journal of Forensic Sciences,62,3,,612,618,,3,10.1111/1556-4029.13342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006963862&doi=10.1111%2f1556-4029.13342&partnerID=40&md5=83ecd93d5cea75e2dba6612557531cc4,"Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA  50011, United States; Now at Emerson Process Management, 301 S. 1st Ave, Marshalltown, IA  50158, United States","Macziewski, C., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA  50011, United States; Spotts, R., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA  50011, United States, Now at Emerson Process Management, 301 S. 1st Ave, Marshalltown, IA  50158, United States; Chumbley, S., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA  50011, United States",comparison microscope; correlation function; focus variation microscopy; forensic science; statistical algorithm; striae; toolmark comparison,,"Chumbley, S.; Ames Laboratory, Iowa State University, 2220 Hoover, United States; email: chumbley@iastate.edu",Article,Final,,Scopus,2-s2.0-85006963862,,IFSMS 2019,Toolmarks,Toolmarks
"Garcia D.L., Pieterman R., Baiker M.",57195599416;47962652500;57110281600;,Influence of the axial rotation angle on tool mark striations,2017,Forensic Science International,279,,,203,218,,3,10.1016/j.forsciint.2017.08.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029128143&doi=10.1016%2fj.forsciint.2017.08.021&partnerID=40&md5=5fe3994044326bce3cc38ce9ca68ea9c,"Team Weapons and Tools, Division of Chemical and Physical Traces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands","Garcia, D.L., Team Weapons and Tools, Division of Chemical and Physical Traces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands; Pieterman, R., Team Weapons and Tools, Division of Chemical and Physical Traces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands; Baiker, M., Team Weapons and Tools, Division of Chemical and Physical Traces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands",3D-microscopy; Axial rotation; Cross-correlation; MATLAB image analysis; Quantitative analysis; Tool mark comparison,Article; axial rotation angle; chisel; compression; geometry; information; laboratory device; mathematical parameters; measurement accuracy; measurement repeatability; priority journal; quality control; reliability; rotation; surface property; three dimensional imaging; virtual reality; article; cross correlation; data analysis software; filtration; image analysis; microscopy; quantitative analysis; rotation,"Baiker, M.; Team Weapons and Tools, Division of Chemical and Physical Traces, Netherlands Forensic Institute, Laan van Ypenburg 6, Netherlands; email: m.baiker@nfi.minvenj.nl",Article,Final,,Scopus,2-s2.0-85029128143,,IFSMS 2019,Toolmarks,Toolmarks
"Chumbley L.S., Morris M.D., Kreiser M.J., Fisher C., Craft J., Genalo L.J., Davis S., Faden D., Kidd J.",7006629450;7402877175;6503893871;57200797968;34978177600;6603709308;36160192000;57211905234;36160113000;,"Validation of tool mark comparisons obtained using a quantitative, comparative, statistical algorithm",2010,Journal of Forensic Sciences,55,4,,953,961,,38,10.1111/j.1556-4029.2010.01424.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954319244&doi=10.1111%2fj.1556-4029.2010.01424.x&partnerID=40&md5=287b3767135f048fc983d3ccff1c1b2a,"Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Illinois State Police, 3112 Sequoia Dr., Springfield, IL 62712, United States","Chumbley, L.S., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Morris, M.D., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Kreiser, M.J., Illinois State Police, 3112 Sequoia Dr., Springfield, IL 62712, United States; Fisher, C., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Craft, J., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Genalo, L.J., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Davis, S., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Faden, D., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; Kidd, J., Ames Laboratory, Iowa State University, 2220 Hoover, Ames, IA 50011, United States",comparison microscope; forensic science; screwdriver; statistics; striae; tool mark comparison,,"Chumbley, L. S.; Materials Science and Engineering Department, Iowa State University, 2220 Hoover, Ames, IA 50011, United States; email: chumbley@iastate.edu",Article,Final,,Scopus,2-s2.0-77954319244,,IFSMS 2019,Toolmarks,Toolmarks
Alicona,,,2019,,,,,,,,,,https://www.alicona.com/ ,,,,,,,,,,,,IFSMS 2019,Toolmarks,Toolmarks
"Chumbley S., Zhang S.",,MANTIS: portable prototype system for objective characterization of toolmarks,2016,"Presented at the 47th Annual Training Seminar of the AFTE, New Orleans, LA, USA",,,,,,,1,,,,"Chumbley, S.; Zhang, S.",,,,,Final,,Scopus,2-s2.0-85082795784,,IFSMS 2019,Toolmarks,Toolmarks
"Baiker M., Pieterman R.",,Towards more objective acquisition & comparison of tool and bullet marks in casework,2016,"47th Annual Training Seminar of the AFTE, New Orleans, LA, USA",,,,,,,1,,,,"Baiker, M.; Pieterman, R.",,,,,Final,,Scopus,2-s2.0-85082810890,,IFSMS 2019,Toolmarks,Toolmarks
"Baiker M., Keereweer I., Pieterman R., Vermeij E., van der Weerd J., Zoon P.",57110281600;6505930070;47962652500;26041107100;6603650278;8555095300;,Quantitative comparison of striated toolmarks,2014,Forensic Science International,242,,,186,199,,20,10.1016/j.forsciint.2014.06.038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904891702&doi=10.1016%2fj.forsciint.2014.06.038&partnerID=40&md5=c7b675467d3a6299189c2bf29258e60b,"Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands","Baiker, M., Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Keereweer, I., Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Pieterman, R., Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Vermeij, E., Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; van der Weerd, J., Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; Zoon, P., Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands",2D/3D data; Likelihood ratio; Objective screwdriver toolmark comparison; Sub-class identification; Toolmark registration/alignment; Toolmark variability and repeatability,"article; automation; comparative study; compression; forensic science; general device; physical parameters; priority journal; probability; quantitative analysis; screwdriver; striated toolmark; topography; biological model; forensic pathology; human; image processing; injury; pathology; statistical model; three dimensional imaging; Forensic Pathology; Humans; Image Processing, Computer-Assisted; Imaging, Three-Dimensional; Likelihood Functions; Models, Biological; Wounds and Injuries","Baiker, M.; Netherlands Forensic Institute, Laan van Ypenburg 6, 2497GB Den Haag, Netherlands; email: m.baiker@nfi.minvenj.nl",Article,Final,,Scopus,2-s2.0-84904891702,,IFSMS 2019,Toolmarks,Toolmarks
"Baiker M., Petraco N.D.K., Gambino C., Pieterman R., Shenkin P., Zoon P.",57110281600;6603720911;36514619600;47962652500;6603934869;8555095300;,Virtual and simulated striated toolmarks for forensic applications,2016,Forensic Science International,261,,,43,52,,7,10.1016/j.forsciint.2016.01.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957824912&doi=10.1016%2fj.forsciint.2016.01.035&partnerID=40&md5=374b02c7968a2b737f1cfda1656b4750,"Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands; Department of Mathematics and Computer Science, John Jay College of Criminal Justice, City University of New York, 524 West 59th Street, New York, NY  10019, United States; Department of Sciences, Borough of Manhattan Community College, City University of New York, 199 Chambers Street, New York, NY  10007, United States; Department of Sciences, John Jay College of Criminal Justice, City University of New York, 524 West 59th Street, New York, NY  10019, United States","Baiker, M., Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands; Petraco, N.D.K., Department of Sciences, John Jay College of Criminal Justice, City University of New York, 524 West 59th Street, New York, NY  10019, United States; Gambino, C., Department of Sciences, Borough of Manhattan Community College, City University of New York, 199 Chambers Street, New York, NY  10007, United States; Pieterman, R., Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands; Shenkin, P., Department of Mathematics and Computer Science, John Jay College of Criminal Justice, City University of New York, 524 West 59th Street, New York, NY  10019, United States; Zoon, P., Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Den Haag, 2497GB, Netherlands",3D tool models; Objective comparison; Striated toolmarks; Toolmark variability; Virtual and simulated toolmarks; Wavelet based multiscale analysis,"wax; Article; controlled study; crime; forensic science; prediction; priority journal; qualitative analysis; quantitative analysis; simulation; striated toolmark; virtual reality; wavelet analysis; forensic science; human; image processing; information processing; pathology; penetrating trauma; procedures; software; three dimensional imaging; weapon; Datasets as Topic; Forensic Sciences; Humans; Image Processing, Computer-Assisted; Imaging, Three-Dimensional; Software; Wavelet Analysis; Weapons; Wounds, Penetrating","Baiker, M.; Department of Microtraces, Netherlands Forensic Institute, Laan van Ypenburg 6, Netherlands; email: m.baiker@nfi.minvenj.nl",Article,Final,,Scopus,2-s2.0-84957824912,,IFSMS 2019,Toolmarks,Toolmarks
"Finkelstein N., Aronson A., Tsach T.",56160627200;55627433800;6508141599;,Toolmarks made by lathe chuck jaws,2017,Forensic Science International,275,,,124,127,,2,10.1016/j.forsciint.2017.03.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016256682&doi=10.1016%2fj.forsciint.2017.03.004&partnerID=40&md5=5d12232461919e030154717e82cfdf0f,"Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Jerusalem, Israel","Finkelstein, N., Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Jerusalem, Israel; Aronson, A., Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Jerusalem, Israel; Tsach, T., Toolmarks and Materials Laboratory, Division of Identification and Forensic Science, Israel Police Headquarters, Jerusalem, Israel",Chuck; Forensic science; Improvised firearm; Machining; Manufacturing toolmarks,Article; crime; devices; firearm; forensic science; lathe chuck jaw; law enforcement; material state; toolmark method; ballistics; building industry; human; industry; microscopy; procedures; weapon; metal; Construction Industry; Crime; Forensic Ballistics; Humans; Manufacturing and Industrial Facilities; Metals; Microscopy; Weapons,"Aronson, A.email: ayal.aro@gmail.com",Article,Final,,Scopus,2-s2.0-85016256682,,IFSMS 2019,Toolmarks,Toolmarks
"Hadler J.R., Morris M.D.",57195596702;57203613563;,An Improved Version of a Tool Mark Comparison Algorithm,2018,Journal of Forensic Sciences,63,3,,849,855,,2,10.1111/1556-4029.13640,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029106935&doi=10.1111%2f1556-4029.13640&partnerID=40&md5=30e64e7121fcba7e92b67c4a61345307,"Department of Statistics, Iowa State University, Ames, IA  50010, United States","Hadler, J.R., Department of Statistics, Iowa State University, Ames, IA  50010, United States; Morris, M.D., Department of Statistics, Iowa State University, Ames, IA  50010, United States",correlated data; forensic science; profilometry; screwdriver; striae; U-statistic,algorithm; article; controlled study; forensic science; profilometry; randomized controlled trial,"Hadler, J.R.; Department of Statistics, Iowa State UniversityUnited States; email: jrhadler@iastate.edu",Note,Final,,Scopus,2-s2.0-85029106935,,IFSMS 2019,Toolmarks,Toolmarks
"Bachrach B., Jain A., Jung S., Koons R.D.",57197190976;55471007200;35726666900;7003379635;,A statistical validation of the individuality and repeatability of striated tool marks: Screwdrivers and tongue and groove pliers,2010,Journal of Forensic Sciences,55,2,,348,357,,36,10.1111/j.1556-4029.2009.01221.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649262736&doi=10.1111%2fj.1556-4029.2009.01221.x&partnerID=40&md5=e565413b1af2ab7d348b2589ed4c4763,"Electro-mechanical Systems, Intelligent Automation, Inc., 15400 Calhoun Drive, Rockville, MD 20855, United States; Counterterrorism and Forensic Science Research Unit, FBI Laboratory, FBI Academy, Quantico, VA 22135, United States","Bachrach, B., Electro-mechanical Systems, Intelligent Automation, Inc., 15400 Calhoun Drive, Rockville, MD 20855, United States; Jain, A., Electro-mechanical Systems, Intelligent Automation, Inc., 15400 Calhoun Drive, Rockville, MD 20855, United States; Jung, S., Electro-mechanical Systems, Intelligent Automation, Inc., 15400 Calhoun Drive, Rockville, MD 20855, United States; Koons, R.D., Counterterrorism and Forensic Science Research Unit, FBI Laboratory, FBI Academy, Quantico, VA 22135, United States",3D imaging; Automated comparison of microscopic tool mark evidence; Forensic science; Screwdrivers; Statistical methodology; Striations; Tongue and groove pliers; Tool mark identification,,"Bachrach, B.; Electro-mechanical Systems, Intelligent Automation, Inc., 15400 Calhoun Drive, Rockville, MD 20855, United States; email: bach@i-a-i.com",Article,Final,,Scopus,2-s2.0-77649262736,,IFSMS 2019,Toolmarks,Toolmarks
"Hamby J.E., Brundage D.J., Thorpe J.W.",,The Identification of Bullets Fired from 10 Consecutively Rifled 9mm Ruger Pistol Barrels: A Research Project Involving 507 Participants from 20 Countries,2009,AFTE Journal,41,2,,99,110,,22,,,,"Hamby, J.E.; Brundage, D.J.; Thorpe, J.W.",,,,,Final,,Scopus,2-s2.0-84878859100,,IFSMS 2019,Toolmarks,Toolmarks
"Keglevic M., Sablatnig R.",,Semi-Automatic retrieval of toolmark images,2018,"presented at the Oesterreichische Arbeitsgemeinschaft für Mustererkennung Workshop, Hall, Austria",,,,,,,1,,,,"Keglevic, M.; Sablatnig, R.",,,,,Final,,Scopus,2-s2.0-85082831170,,IFSMS 2019,Toolmarks,Toolmarks
NIST,,,2019,NIST Ballistics Toolmark Database ,,,,,,,,,https://www.nist.gov/programs-projects/nist-ballistics-toolmark-database,,,,,,,,,,,,IFSMS 2019,Toolmarks,Toolmarks
Keglevic M.,,,2019,FORMS-Locks,,,,,,,,,https://cvl.tuwien.ac.at/forms-locks/ ,,,,,,,,,,,,IFSMS 2019,Toolmarks,Toolmarks
Dutton G.,57196466792;,Considerations for adoption of an evaluative reporting framework for the interpretation of firearms and toolmarks evidence,2017,AFTE Journal,49,4,,239,251,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033455096&partnerID=40&md5=2f0608d5c61a194449277e76feea8288,"Ballistics Section – Forensic Services, Tasmania Police, PO Box 308, Hobart, TAS  7000, Australia","Dutton, G., Ballistics Section – Forensic Services, Tasmania Police, PO Box 308, Hobart, TAS  7000, Australia",Bayesian; Evaluative reporting; Likelihood ratio; Probability; Statistics,,"Dutton, G.; Ballistics Section – Forensic Services, Tasmania Police, PO Box 308, Australia; email: gerard.dutton@police.tas.gov.au",Article,Final,,Scopus,2-s2.0-85033455096,,IFSMS 2019,Toolmarks,Toolmarks
"Murdock J.J., Cavallo J., Kreiser J., Meyers C., Morris B., Sibert B.",,"Theory of identification, range of striae comparison reports and modified glossary definitions-an AFTE criteria for identification committee report",1990,AFTE J,22,3,,275,279,,12,,,,"Murdock, J.J.; Cavallo, J.; Kreiser, J.; Meyers, C.; Morris, B.; Sibert, B.",,,,,Final,,Scopus,2-s2.0-0002608802,,IFSMS 2019,Toolmarks,Toolmarks
"Murdock J.E., Petraco N.D.K., Thornton J.I., Neel M.T., Weller T.J., Thompson R.M., Hamby J.E., Collins E.R.",57194006782;6603720911;57196607395;57192198186;55956309400;7406369364;7004638703;57192196734;,The Development and Application of Random Match Probabilities to Firearm and Toolmark Identification,2017,Journal of Forensic Sciences,62,3,,619,625,,5,10.1111/1556-4029.13386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018281140&doi=10.1111%2f1556-4029.13386&partnerID=40&md5=eb3bb3d3da7cee11a5a196c523576e0e,"Contra Costa County Office of the Sheriff, Forensic Services Division, Martinez, CA, United States; John Jay College of Criminal Justice, CUNY, Manhattan, NY, United States; Independent Forensic Scientist (Retired), Napa, CA, United States; Bureau of Alcohol Tobacco, Firearms and Explosives Forensic Laboratory, Atlanta, Gabon; Oakland Police Department Crime Laboratory, Oakland, CA, United States; National Institute of Standards and Technology (NIST), Gaithersburg, MD, United States; International Forensic Science Laboratory & Training Centre, Indianapolis, IN, United States","Murdock, J.E., Contra Costa County Office of the Sheriff, Forensic Services Division, Martinez, CA, United States; Petraco, N.D.K., John Jay College of Criminal Justice, CUNY, Manhattan, NY, United States; Thornton, J.I., Independent Forensic Scientist (Retired), Napa, CA, United States; Neel, M.T., Bureau of Alcohol Tobacco, Firearms and Explosives Forensic Laboratory, Atlanta, Gabon; Weller, T.J., Oakland Police Department Crime Laboratory, Oakland, CA, United States; Thompson, R.M., National Institute of Standards and Technology (NIST), Gaithersburg, MD, United States; Hamby, J.E., International Forensic Science Laboratory & Training Centre, Indianapolis, IN, United States; Collins, E.R., Contra Costa County Office of the Sheriff, Forensic Services Division, Martinez, CA, United States",coincidental match probability; correspondence probabilities; Daubert; empirical error rate; error rate; false match error; firearm and toolmark identification; forensic science; likelihood ratio; likelihood ratio; probability; random match probabilities; random match probability; research; statistics; uncertainty,article; criminal justice; DNA fingerprinting; firearm; forensic science; human; probability; sound; uncertainty; writing,"Murdock, J.E.; Contra Costa County Office of the Sheriff, Forensic Services DivisionUnited States; email: jmurdock@so.cccounty.us",Article,Final,,Scopus,2-s2.0-85018281140,,IFSMS 2019,Toolmarks,Toolmarks
