Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Sanderson J.L.,,Excavating debris: look beyond the floor; careful digging can yield important clues to fire’s cause,2001,Fire Findings,9,4,,1,3,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Rochon V.,,Criminal investigations,2003,Canadian Association of Fire Investigators,,,,5,,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Ogle R.A.,,The need for scientific fire investigations,2002,Canadian Association of Fire Investigators,,,,7,10,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
"Charney T, Goldstein E.",,Using digital video images in fire investigations,2002,Canadian Association of Fire Investigators,,,,12,,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Certuse J.,,Residential steam boilers,2001,Fire Findings,9,4,,7,11,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Babrauskas V.,,Fire Science Applications to Fire Investigations – A compendium of research papers,2003,Interscience Communications,,,,,,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Babrauskas V.,,Ignition Handbook,2003,Fire Science Publishers,,,,,,,,,,,,,,,Book,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
"Icove D.J., DeHaan J.D.",,Forensic Fire Scene Reconstruction,2004,Pearson Prentice Hall,,,,,,,,,,,,,,,Book,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Nic Daeid N.,23066390300,Fire Investigation,2004,CRC Press,,,,,,,,,,,,,,,Book,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
"Kocsis R.N., Cooksey R.W.",6701380995;7005920296;,Criminal psychological profiling of serial arson crimes,2002,International Journal of Offender Therapy and Comparative Criminology,46,6,,631,656,,23,10.1177/0306624X02238159,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036896237&doi=10.1177%2f0306624X02238159&partnerID=40&md5=fddc4960c07ba60368c709e1011c5f91,"16 Lynden Ave., Sydney, NSW 2118, Australia; School of Marketing and Management, University of New England, Armidale, NSW 2351, Australia","Kocsis, R.N., 16 Lynden Ave., Sydney, NSW 2118, Australia; Cooksey, R.W., School of Marketing and Management, University of New England, Armidale, NSW 2351, Australia",,arson; article; behavior; behavioral science; clinical feature; criminal behavior; criminology; disease association; futurology; human; major clinical study; medical research; offender; population model; psychologic test; Adult; Crime; Firesetting Behavior; Humans; Male; Mental Disorders; Personality,"Kocsis, R.N.16 Lynden Ave., Sydney, NSW 2118, Australia; email: richard_kocsis@hotmail.com",Article,Final,,Scopus,2-s2.0-0036896237,,IFSMS 2004,Fire Investigation,Fire Investigation
Doley R.,6506552908;,Pyromania: Fact or Fiction?,2003,British Journal of Criminology,43,4,,797,807,,27,10.1093/bjc/43.4.797,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242276126&doi=10.1093%2fbjc%2f43.4.797&partnerID=40&md5=d0938bc736dd5d30d47ae4a30291aab4,,"Doley, R.",,,,Review,Final,,Scopus,2-s2.0-0242276126,,IFSMS 2004,Fire Investigation,Fire Investigation
"Okulitch J.,Baumann C.",,Juveniles with Fire in Oregon during 2002,2003,Oregon Office of State Fire Marshall,,,,,,,,,http://www.sfm.state.or.us/JFSI/2002%20Annual%20Report.pdf,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
"Soothill K., Ackerley E., Francis B.",7005681562;6602431506;7102276160;,The criminal careers of arsonists,2004,"Medicine, Science and the Law",44,1,,27,40,,32,10.1258/rsmmsl.44.1.27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542506239&doi=10.1258%2frsmmsl.44.1.27&partnerID=40&md5=8fbda94be8e090d06ce6b6e24e44b0f8,"Department of Applied Social Science, Lancaster University, United Kingdom; Centre for Applied Statistics, Lancaster University, United Kingdom; Department of Applied Social Science, Cartmel College, Lancaster University, Lancaster LA1 4YL, United Kingdom","Soothill, K., Department of Applied Social Science, Lancaster University, United Kingdom, Department of Applied Social Science, Cartmel College, Lancaster University, Lancaster LA1 4YL, United Kingdom; Ackerley, E., Centre for Applied Statistics, Lancaster University, United Kingdom; Francis, B., Centre for Applied Statistics, Lancaster University, United Kingdom",,adolescent; adult; age; aged; arson; article; career; controlled study; court; crime; criminal behavior; female; follow up; human; male; school child; sex ratio; United Kingdom; violence; comparative study; crime; criminology; legal aspect; psychological aspect; statistics; Crime; Criminal Psychology; England; Female; Firesetting Behavior; Humans; Male; Wales,"Soothill, K.; Department of Applied Social Science, Cartmel College, Lancaster University, Lancaster LA1 4YL, United Kingdom; email: K.Soothill@Lancaster.ac.uk",Article,Final,,Scopus,2-s2.0-1542506239,,IFSMS 2004,Fire Investigation,Fire Investigation
Itagaki H.,57213288635;,The dependence of initial pressure for the autoignition temperature about flammable liquid,2002,Journal De Physique. IV : JP,12,7,,Pr7/423,Pr7/428,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036669762&partnerID=40&md5=6d71cc796037b5314b22a8fe9ad1f941,"Natl. Inst. of Industrial Safety, Umezono 1-4-6, Kiyose, Tokyo, Japan","Itagaki, H., Natl. Inst. of Industrial Safety, Umezono 1-4-6, Kiyose, Tokyo, Japan",,Chemical equipment; Fires; Flammable materials; Ignition; Liquids; Pressure effects; Temperature measurement; Autoignition temperature; Flask; Initial pressure; Thermal explosion theory; Paraffins,"Itagaki, H.; Natl. Inst. of Industrial Safety, Umezono 1-4-6, Kiyose, Tokyo, Japan",Conference Paper,Final,,Scopus,2-s2.0-0036669762,,IFSMS 2004,Fire Investigation,Fire Investigation
Britton L.G.,35580894000;,Two hundred years of flammable limits,2002,Process Safety Progress,21,1,,1,11,,48,10.1002/prs.680210104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036496450&doi=10.1002%2fprs.680210104&partnerID=40&md5=b8ba0bb3f69ca3dafb4a62094d386101,"Dow Chemical Company, P.O. Box 8361, South Charleston, WV 25303, United States","Britton, L.G., Dow Chemical Company, P.O. Box 8361, South Charleston, WV 25303, United States",,Flame propagation; Flammable limits; Pressure rise; Product distribution; Combustion; Database systems; Fuels; Pressure effects; Standardization; Flammability; safety,"Britton, L.G.; Dow Chemical Company, P.O. Box 8361, South Charleston, WV 25303, United States",Article,Final,,Scopus,2-s2.0-0036496450,,IFSMS 2004,Fire Investigation,Fire Investigation
"Montemayor R.G., Collier M.A., Lazarczyk G.G.",36811479900;55259201400;6504817217;,Precision and equivalence of automatic and manual flash point apparatus,2002,Journal of Testing and Evaluation,30,1,,74,84,,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036214581&partnerID=40&md5=931f0e5ae8f51e6639e779b26ed91d50,"Imperia Oil Ltd., Products and Chemicals Division, P.O. Box 3022, Sarnia, Ont. N7T 8C8, Canada","Montemayor, R.G., Imperia Oil Ltd., Products and Chemicals Division, P.O. Box 3022, Sarnia, Ont. N7T 8C8, Canada; Collier, M.A., Imperia Oil Ltd., Products and Chemicals Division, P.O. Box 3022, Sarnia, Ont. N7T 8C8, Canada; Lazarczyk, G.G., Imperia Oil Ltd., Products and Chemicals Division, P.O. Box 3022, Sarnia, Ont. N7T 8C8, Canada",Automatic flash point; Cleveland open cup; Flammability; Flash point; Manual flash point; Pensky-martens closed cup; Tag closed cup,Flammability; Flammability testing; Ignition; Liquids; Low temperature effects; Pressure effects; Vapors; Automatic flash point; Cleveland open cup; Manual flash point; Pensky-Martens closed cup; Tag closed cup; Statistical tests,"Montemayor, R.G.; Imperia Oil Ltd., Products and Chemicals Division, P.O. Box 3022, Sarnia, Ont. N7T 8C8, Canada",Article,Final,,Scopus,2-s2.0-0036214581,,IFSMS 2004,Fire Investigation,Fire Investigation
National Institute of Standards and Technology (NIST),,NIST Fire Dyanmics Simulator (FDS) and Smokeview,2003,National Institute of Standards and Technology (NIST),,,,,,,,,www.fire.nist.gov,,,,,,Website,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
"Bilbao R., Mastral J.F., Lana J.A., Ceamanos J., Aldea M.E., Betran M.",56781173300;6506754040;36963388200;6603295425;7006288907;23032979500;,A model for the prediction of the thermal degradation and ignition of wood under constant and variable heat flux,2002,Journal of Analytical and Applied Pyrolysis,62,1,,63,82,,56,10.1016/S0165-2370(00)00214-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036027816&doi=10.1016%2fS0165-2370%2800%2900214-X&partnerID=40&md5=682a3d042d57173107e7992649fb10f9,"Department of Chemical and Environmental Engineering, Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain; Direction of Technology and Environment, Enagas-Gas Natural, Crta. Madrid, km 306, 4. 50080 Zaragoza, Spain","Bilbao, R., Department of Chemical and Environmental Engineering, Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain; Mastral, J.F., Department of Chemical and Environmental Engineering, Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain; Lana, J.A., Direction of Technology and Environment, Enagas-Gas Natural, Crta. Madrid, km 306, 4. 50080 Zaragoza, Spain; Ceamanos, J., Department of Chemical and Environmental Engineering, Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain; Aldea, M.E., Department of Chemical and Environmental Engineering, Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain; Bet?n, M., Department of Chemical and Environmental Engineering, Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain",Constant heat flux; Modelling; Variable heat flux; Wood ignition,Flammability; Heat flux; Ignition; Mathematical models; Pyrolysis; Combustible materials; Wood; Wood Particles,"Bilbao, R.; Dept. of Chem. and Environ. Eng., Faculty of Sciences, University of Zaragoza, Pedro Cerbuna 12, 50009 Zaragoza, Spain; email: ceamanos@posta.unizar.es",Article,Final,,Scopus,2-s2.0-0036027816,,IFSMS 2004,Fire Investigation,Fire Investigation
"Chen X., Yang L., Ji J., Deng Z.",57192467773;7406279723;25624744600;55449468400;,Mathematical model for prediction of pyrolysis and ignition of wood under external heat flux,2002,Progress in Natural Science,12,11,,874,880,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39349097654&partnerID=40&md5=84d075da36a673f0f5356c726b4bc168,"State Key Lab. of Fire Sci., Univ. of Sci. and Technol. of China, Hefei 230026, China","Chen, X., State Key Lab. of Fire Sci., Univ. of Sci. and Technol. of China, Hefei 230026, China; Yang, L., State Key Lab. of Fire Sci., Univ. of Sci. and Technol. of China, Hefei 230026, China; Ji, J., State Key Lab. of Fire Sci., Univ. of Sci. and Technol. of China, Hefei 230026, China; Deng, Z., State Key Lab. of Fire Sci., Univ. of Sci. and Technol. of China, Hefei 230026, China",Model; Pyrolysis; Time to ignition; Wood,,"Chen, X.; State Key Lab. of Fire Sci., Univ. of Sci. and Technol. of China, Hefei 230026, China; email: xjchen@ustc.edu.cn",Article,Final,,Scopus,2-s2.0-39349097654,,IFSMS 2004,Fire Investigation,Fire Investigation
"Kuang-Chung T., Drysdale D.",23669845200;23126410700;,Using cone calorimeter data for the prediction of fire hazard,2002,Fire Safety Journal,37,7,,697,706,,29,10.1016/S0379-7112(02)00024-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036806369&doi=10.1016%2fS0379-7112%2802%2900024-3&partnerID=40&md5=1e152a23f278873cf8878732c68a10f7,"Fire Safety Engineering Group, School of Civil and Environmental Engineering, University of Edinburgh, Edinburgh EH9 3JL, United Kingdom","Kuang-Chung, T., Fire Safety Engineering Group, School of Civil and Environmental Engineering, University of Edinburgh, Edinburgh EH9 3JL, United Kingdom; Drysdale, D., Fire Safety Engineering Group, School of Civil and Environmental Engineering, University of Edinburgh, Edinburgh EH9 3JL, United Kingdom",Cone calorimeter; Upward flame spread modelling,Calorimeters; Combustion; Computer simulation; Data reduction; Cone calorimeters; Fire hazards,"Drysdale, D.; Fire Safety Engineering Group, Sch. of Civil and Environmental Eng., University of Edinburgh, Edinburgh EH9 3JL, United Kingdom; email: d.drysdale@ed.ac.uk",Article,Final,,Scopus,2-s2.0-0036806369,,IFSMS 2004,Fire Investigation,Fire Investigation
"Weng W.G., Fan W.C., Wang Q.A., Yang L.Z.",,A model of backdraft phenomenon in building fires,2002,Progress in Natural Science,12,2,,131,135,,,,,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
"Weng W.G., Fan W.C.",21733887300;7401635666;,Critical condition of backdraft in compartment fires: A reduced-scale experimental study,2003,Journal of Loss Prevention in the Process Industries,16,1,,19,26,,25,10.1016/S0950-4230(02)00088-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037208181&doi=10.1016%2fS0950-4230%2802%2900088-8&partnerID=40&md5=8085225653345d1b6fe2c3362784f3db,"State Key Laboratory of Fire Science, Univ. of Sci. and Tech. of China, Anhui 230026, China","Weng, W.G., State Key Laboratory of Fire Science, Univ. of Sci. and Tech. of China, Anhui 230026, China; Fan, W.C., State Key Laboratory of Fire Science, Univ. of Sci. and Tech. of China, Anhui 230026, China",Backdraft; Critical condition,Buildings; Combustion; Fuels; Oxygen; Ventilation; Compartment fires; Fires; Combustion; experimental study; fire,"Weng, W.G.; State Key Laboratory of Fire Science, Univ. of Sci. and Tech. of China, Anhui 230026, China; email: wgweng@ustc.edu.cn",Article,Final,,Scopus,2-s2.0-0037208181,,IFSMS 2004,Fire Investigation,Fire Investigation
"Carvel R.O., Beard A.N., Jowitt P.W.",6601917750;7004525005;7004576098;,The influence of longitudinal ventilation systems on fires in tunnels,2001,Tunnelling and Underground Space Technology,16,1,,3,21,,93,10.1016/S0886-7798(01)00025-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034972025&doi=10.1016%2fS0886-7798%2801%2900025-6&partnerID=40&md5=5c30f4eba29a385aa5cdf857c06c6f2c,"Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom","Carvel, R.O., Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Beard, A.N., Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Jowitt, P.W., Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom",Fires; Longitudinal ventilation systems; Tunnels,Fire control systems; Smoke abatement; Ventilation; Bayesian probabilistic approach; Fire spread; Vehicular tunnels; fire; tunnel; tunnel design; tunneling; ventilation,"Carvel, R.O.; Dept. of Civil/Offshore Eng., Heriot-Watt University, Edinburgh EH14 4AS, United Kingdom; email: r.o.carvel@hw.ac.uk",Article,Final,,Scopus,2-s2.0-0034972025,,IFSMS 2004,Fire Investigation,Fire Investigation
"Carvel R.O., Beard A.N., Jowitt P.W., Drysdale D.D.",6601917750;7004525005;7004576098;23126410700;,Variation of heat release rate with forced longitudinal ventilation for vehicle fires in tunnels,2001,Fire Safety Journal,36,6,,569,596,,71,10.1016/S0379-7112(01)00010-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035452650&doi=10.1016%2fS0379-7112%2801%2900010-8&partnerID=40&md5=909b48d5ecad8371c8ccb1efa6c1be87,"Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Department of Civil and Environmental Engineering, University of Edinburgh, Edinburgh, EH9 3JN, United Kingdom","Carvel, R.O., Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Beard, A.N., Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Jowitt, P.W., Department of Civil and Offshore Engineering, Heriot-Watt University, Edinburgh, EH14 4AS, United Kingdom; Drysdale, D.D., Department of Civil and Environmental Engineering, University of Edinburgh, Edinburgh, EH9 3JN, United Kingdom",Bayesian methods; Fire growth; Fire size; Heat release rates; Tunnel fires; Ventilation,Smoke; Tunnels; Ventilation; Bayesian method; Heat release rates; Tunnel fires; Fires,"Carvel, R.O.; Department of Civil Engineering, Heriot-Watt University, Edinburgh EH14 4AS, United Kingdom; email: r.o.carvel@hw.ac.uk",Article,Final,,Scopus,2-s2.0-0035452650,,IFSMS 2004,Fire Investigation,Fire Investigation
Putorti A.D.,,Flammable and Combustible liquid spill/burn patterns,2001,National Institute of Standards and Technology (NIST),,,,,,,,,http://fire.nist.gov/bfrlpubs/fire01/art023.html,,,,,,Article,,,,,,IFSMS 2004,Fire Investigation,Fire Investigation
Daéid N.N.,23066390300;,The ENFSI fire and explosion investigation working group and the European live burn tests at Cardington,2003,Science and Justice - Journal of the Forensic Science Society,43,1,,49,54,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041358520&partnerID=40&md5=5aaa4a82d9bb8e9a7767d16e9012ecbd,"Forensic Science Unit, University of Strathclyde, Glasgow, United Kingdom","Daéid, N.N., Forensic Science Unit, University of Strathclyde, Glasgow, United Kingdom",Arson; Cardington; ENFSI; Fire investigation; Forensic science; Live burn,arson; combustion; conference paper; Europe; explosion; fire; forensic science; practice guideline; pyrolysis; quality control; smoke; training,"Daéid, N.N.; Forensic Science Unit, University of Strathclyde, Glasgow, United Kingdom",Conference Paper,Final,,Scopus,2-s2.0-0041358520,,IFSMS 2004,Fire Investigation,Fire Investigation
