Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Neufeld P.J.,8635565100;,The (near) irrelevance of Daubert to criminal justice and some suggestions for reform,2005,American Journal of Public Health,95,SUPPL. 1,NA,S107,S113,NA,31,10.2105/AJPH.2004.056333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22744457338&doi=10.2105%2fAJPH.2004.056333&partnerID=40&md5=b8ff33915bb714a088e63403bdbec695,"Innocence Project, Benjamin N. Cardozo School of Law, New York, NY, United States; Innocence Project, 100 Fifth Avenue, New York, NY 10011, United States","Neufeld, P.J., Innocence Project, Benjamin N. Cardozo School of Law, New York, NY, United States, Innocence Project, 100 Fifth Avenue, New York, NY 10011, United States",,"court; criminal justice; expert witness; forensic science; law suit; review; science; violence; Criminal Law; DNA Fingerprinting; Drug Industry; Forensic Sciences; Humans; Judicial Role; Liability, Legal; Montana; Public Policy; Rape; Reproducibility of Results; Science; Supreme Court Decisions; United States","Neufeld, P.J.; Innocence Project, 100 Fifth Avenue, New York, NY 10011, United States; email: info@innocenceproject.org",Review,Final,NA,Scopus,2-s2.0-22744457338,,IFSMS 2010,Digital Evidence,Digital Evidence
Harvard Law Review,[No author id available],Developments in the law: Confronting the new challenges of scientific evidence,1995,Harv. L.R.,108,,NA,1557,,NA,1,,,,,,,,Report,,NA,Scopus,2-s2.0-3042536797,,IFSMS 2010,Digital Evidence,Digital Evidence
Harvard Law Review,[No author id available],Developments in the law: Confronting the new challenges of scientific evidence,1995,Harv. L.R.,108,,NA,1557,,NA,1,,,,,,,,Report,,NA,Scopus,2-s2.0-3042536797,,IFSMS 2010,Digital Evidence,Digital Evidence
Casey E.,9843819800;,Digital forensics: Coming of age,2009,Digital Investigation,6,02-Jan,NA,1,2,NA,6,10.1016/j.diin.2009.08.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70149106778&doi=10.1016%2fj.diin.2009.08.001&partnerID=40&md5=8b809ffd1a8fc4f0449dd16bf8209082,"cmdLabs, 1101 E. 33rd Street, Suite C301, Baltimore, MD 21218, United States","Casey, E., cmdLabs, 1101 E. 33rd Street, Suite C301, Baltimore, MD 21218, United States",,,"Casey, E.; cmdLabs, 1101 E. 33rd Street, Suite C301, Baltimore, MD 21218, United States; email: ecasey@cmdlabs.com",Editorial,Final,NA,Scopus,2-s2.0-70149106778,,IFSMS 2010,Digital Evidence,Digital Evidence
Edmond G.,6507432217;,Suspect sciences? Evidentiary Problems with emerging technologies,2010,International Journal of Digital Crime and Forensics,2,1,NA,40,72,NA,NA,10.4018/jdcf.2010010104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954572575&doi=10.4018%2fjdcf.2010010104&partnerID=40&md5=f28ce3fd32ce29108a241ecfc45cb187,"University of New South Wales, Australia","Edmond, G., University of New South Wales, Australia",CCTV; Evidence; Expert; Forensic; Identification; Image; Law; Voice,CCTV; Evidence; Expert; Forensic; Identification; Image; Law; Voice; Image processing,"Edmond, G.; University of New South WalesAustralia; email: g.edmond@unsw.edu.au",Article,Final,NA,Scopus,2-s2.0-79954572575,,IFSMS 2010,Digital Evidence,Digital Evidence
Edmond G.,6507432217;,Suspect sciences? Evidentiary Problems with emerging technologies,2010,International Journal of Digital Crime and Forensics,2,1,NA,40,72,NA,NA,10.4018/jdcf.2010010104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954572575&doi=10.4018%2fjdcf.2010010104&partnerID=40&md5=f28ce3fd32ce29108a241ecfc45cb187,"University of New South Wales, Australia","Edmond, G., University of New South Wales, Australia",CCTV; Evidence; Expert; Forensic; Identification; Image; Law; Voice,CCTV; Evidence; Expert; Forensic; Identification; Image; Law; Voice; Image processing,"Edmond, G.; University of New South WalesAustralia; email: g.edmond@unsw.edu.au",Article,Final,NA,Scopus,2-s2.0-79954572575,,IFSMS 2010,Digital Evidence,Digital Evidence
Edmond G.,6507432217;,Suspect sciences? Evidentiary Problems with emerging technologies,2010,International Journal of Digital Crime and Forensics,2,1,NA,40,72,NA,NA,10.4018/jdcf.2010010104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954572575&doi=10.4018%2fjdcf.2010010104&partnerID=40&md5=f28ce3fd32ce29108a241ecfc45cb187,"University of New South Wales, Australia","Edmond, G., University of New South Wales, Australia",CCTV; Evidence; Expert; Forensic; Identification; Image; Law; Voice,CCTV; Evidence; Expert; Forensic; Identification; Image; Law; Voice; Image processing,"Edmond, G.; University of New South WalesAustralia; email: g.edmond@unsw.edu.au",Article,Final,NA,Scopus,2-s2.0-79954572575,,IFSMS 2010,Digital Evidence,Digital Evidence
Diane Barrett,,Trends in Virtualized User Environments,2008,"The Journal of Digital Forensics, Security and LAW",3,2,NA,5,,NA,NA,10.15394/jdfsl.2008.1038,https://commons.erau.edu/cgi/viewcontent.cgi?article=1038&context=jdfsl,University of Advancing Technology,"Diane Barrett, University of Advancing Technology",Hardware-assisted; Hypervisor; Paravirtualization; Virtual Machine; virtualization; VMware; Moka5; MojoPac; Portable Virtual Privacy Machine; VirtualBox,,"Diane Barrett, University of Advancing Technology, Dbarrett@uat.edu¬†",Article,,NA,,,,IFSMS 2010,Digital Evidence,Digital Evidence
Diane Barrett,,Trends in Virtualized User Environments,2008,"The Journal of Digital Forensics, Security and LAW",3,2,NA,5,,NA,NA,10.15394/jdfsl.2008.1038,https://commons.erau.edu/cgi/viewcontent.cgi?article=1038&context=jdfsl,University of Advancing Technology,"Diane Barrett, University of Advancing Technology",Hardware-assisted; Hypervisor; Paravirtualization; Virtual Machine; virtualization; VMware; Moka5; MojoPac; Portable Virtual Privacy Machine; VirtualBox,,"Diane Barrett, University of Advancing Technology, Dbarrett@uat.edu¬†",Article,,NA,,,,IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],[No author id available],"Information Technology-Security Techniques-Guidelines for Identification, Collection, Acquisition and Preservation of Digital Evidence",2010,"Information Technology-Security Techniques-Guidelines for Identification, Collection, Acquisition and Preservation of Digital Evidence",,,NA,,,NA,1,,,,,,,,Guide,Final,NA,Scopus,2-s2.0-85059036466,,IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],[No author id available],"Information Technology-Security Techniques-Guidelines for Identification, Collection, Acquisition and Preservation of Digital Evidence",2010,"Information Technology-Security Techniques-Guidelines for Identification, Collection, Acquisition and Preservation of Digital Evidence",,,NA,,,NA,1,,,,,,,,Guide,Final,NA,Scopus,2-s2.0-85059036466,,IFSMS 2010,Digital Evidence,Digital Evidence
"Sharon D. Nelson, John W. Simek",,Smoke and Mirrors: The fabrication and alteration of electronic Evidence,2007,New York Bar Journal,79,,NA,14,,NA,NA,,https://nysba.org/NYSBA/Publications/Bar%20Journal/PastIssues2000present/2007/2007Assets/BarJournJune07.pdf,"Sensei Enterprises, Inc., Fairfax Virginia, USA, www.senseient.com","Sharon D. Nelson, President Sensei Enterprises, Inc., Fairfax Virginia, USA ; John W. Simex, Vice President Sensei Enterprises, Inc., Fairfax Virginia, USA",,,"Sharon D. Nelson, President Sensei Enterprises, Inc., Fairfax Virginia, USA ; John W. Simex, Vice President Sensei Enterprises, Inc., Fairfax Virginia, USA, www.senseient.com¬†",Article,,NA,,,,IFSMS 2010,Digital Evidence,Digital Evidence
Sharon D. Nelson; John W. Simek,,Smoke and Mirrors: The fabrication and alteration of electronic Evidence,2007,New York Bar Journal,79,,NA,14,,NA,NA,,https://nysba.org/NYSBA/Publications/Bar%20Journal/PastIssues2000present/2007/2007Assets/BarJournJune07.pdf,"Sensei Enterprises, Inc., Fairfax Virginia, USA, www.senseient.com","Sharon D. Nelson, President Sensei Enterprises, Inc., Fairfax Virginia, USA ; John W. Simex, Vice President Sensei Enterprises, Inc., Fairfax Virginia, USA",,,"Sharon D. Nelson, President Sensei Enterprises, Inc., Fairfax Virginia, USA ; John W. Simex, Vice President Sensei Enterprises, Inc., Fairfax Virginia, USA, www.senseient.com¬†",Article,,NA,,,,IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],[No author id available],Apple.com,2013,Apple.com Site Info,,,NA,,,NA,1,,,,,,,,Website,Final,NA,Scopus,2-s2.0-84951777767,"June, 2020",IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],,Work Exposure to Child Pornography in Internet Crimes Against Children Task Forces and Affiliates,2009,The university of New Hampshire,,,NA,,,NA,NA,,,"Crimes Against Children Research Centre, New Hamshire, United States of America",,,,,Report,,NA,,,,IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],,Work Exposure to Child Pornography in Internet Crimes Against Children Task Forces and Affiliates,2009,The university of New Hampshire,,,NA,,,NA,NA,,,"Crimes Against Children Research Centre, New Hamshire, United States of America",,,,,Report,,NA,,,,IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],[No author id available],"Information Technology-Security Techniques-Guidelines for Identification, Collection, Acquisition and Preservation of Digital Evidence",2010,"Information Technology-Security Techniques-Guidelines for Identification, Collection, Acquisition and Preservation of Digital Evidence",,,NA,,,NA,1,,,,,,,,Guide,Final,NA,Scopus,2-s2.0-85059036466,,IFSMS 2010,Digital Evidence,Digital Evidence
"Davis M., Sedsman A.",57198528404;37091570100;,Grey areas: The legal dimensions of cloud computing,2010,International Journal of Digital Crime and Forensics,2,1,NA,30,39,NA,1,10.4018/jdcf.2010010103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954594137&doi=10.4018%2fjdcf.2010010103&partnerID=40&md5=633a2b56d58681c15bb512fc8f62db2d,"Adelta Legal, Adelaide, Australia","Davis, M., Adelta Legal, Adelaide, Australia; Sedsman, A., Adelta Legal, Adelaide, Australia",Access data; Cloud computing; Legal issues; Privacy security; Software service,Access data; Computing services; Cut back; End users; ICT infrastructures; Information and communications technology; Legal issues; Legal risks; Legal uncertainty; Privacy security; Software service; Universal access; Web-based softwares; Computer systems; Data privacy; Information technology; Laws and legislation; Operating costs; World Wide Web; Cloud computing,"Davis, M.; Adelta Legal, Adelaide, Australia",Article,Final,NA,Scopus,2-s2.0-79954594137,,IFSMS 2010,Digital Evidence,Digital Evidence
"Warren I., Palmer D.",,Crime risks of three-dimensional virtual environments,2010,Trends and Issues in Crime and Criminal Justice,,,NA,1,6,NA,6,,,,"Warren, I.; Palmer, D.",,,,Article,Final,NA,Scopus,2-s2.0-84906440595,,IFSMS 2010,Digital Evidence,Digital Evidence
"Warren I., Palmer D.",,Crime risks of three-dimensional virtual environments,2010,Trends and Issues in Crime and Criminal Justice,,,NA,1,6,NA,6,,,,"Warren, I.; Palmer, D.",,,,Article,Final,NA,Scopus,2-s2.0-84906440595,,IFSMS 2010,Digital Evidence,Digital Evidence
"Warren I., Palmer D.",,Crime risks of three-dimensional virtual environments,2010,Trends and Issues in Crime and Criminal Justice,,,NA,1,6,NA,6,,,,"Warren, I.; Palmer, D.",,,,Article,Final,NA,Scopus,2-s2.0-84906440595,,IFSMS 2010,Digital Evidence,Digital Evidence
"Warren I., Palmer D.",,Crime risks of three-dimensional virtual environments,2010,Trends and Issues in Crime and Criminal Justice,,,NA,1,6,NA,6,,,,"Warren, I.; Palmer, D.",,,,Article,Final,NA,Scopus,2-s2.0-84906440595,,IFSMS 2010,Digital Evidence,Digital Evidence
[No author name available],[No author id available],Apple.com,2013,Apple.com Site Info,,,NA,,,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-84951777767,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],,Dropbox: Your work where you need it,2013,dropbox.com,,,NA,,,NA,NA,,https://www.dropbox.com/business/features,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],[No author id available],Google,2013,Support.google.com,,,NA,,,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-84899741864,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Microsoft,,Microsoft:free your files,2013,support.microsoft.com,,,NA,,,NA,NA,,http://windows.microsoft.com/en-us/skydrive/download,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
"Quick D., Choo K.-K.R.",55420228800;57208540261;,Forensic collection of cloud storage data: Does the act of collection result in changes to the data or its metadata?,2013,Digital Investigation,10,3,NA,266,277,NA,84,10.1016/j.diin.2013.07.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884589497&doi=10.1016%2fj.diin.2013.07.001&partnerID=40&md5=c28f3af85010b57aee6416e73eaf7a1f,"Information Assurance Research Group, Advanced Computing Research Centre, University of South Australia, Mawson Lakes Boulevard, Mawson Lakes, SA 5095, Australia","Quick, D., Information Assurance Research Group, Advanced Computing Research Centre, University of South Australia, Mawson Lakes Boulevard, Mawson Lakes, SA 5095, Australia; Choo, K.-K.R., Information Assurance Research Group, Advanced Computing Research Centre, University of South Australia, Mawson Lakes Boulevard, Mawson Lakes, SA 5095, Australia",Cloud forensics; Cloud storage; Computer forensics; Data collection; Digital evidence; Digital forensics; Dropbox; Google Drive; Microsoft SkyDrive; Preservatio,Computer forensics; Data acquisition; Digital forensics; Electronic crime countermeasures; Law enforcement; Cloud forensics; Cloud storages; Data collection; Digital evidence; Dropbox; MicroSoft; Preservatio; Digital storage,"Quick, D.; Information Assurance Research Group, Advanced Computing Research Centre, University of South Australia, Mawson Lakes Boulevard, Mawson Lakes, SA 5095, Australia; email: Darren.Quick@gmail.com",Article,Final,,Scopus,2-s2.0-84884589497,,IFSMS 2013,Digital Evidence,Digital Evidence
Passia K.,,"ISO/IEC JTC 1/SC 27 Information Security, Cybersecurity and Privacy Protection",2013,DIN,,,NA,,,NA,NA,,http://www.jtc1sc27.din.de/cmd?level=tplhome&contextid=jtc1sc27&languageid=en,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],[No author id available],Best Practices for Seizing Electronic Evidence V. 3: A Pocket Guide for First Responder,2007,Best Practices for Seizing Electronic Evidence V. 3: A Pocket Guide for First Responder,,,NA,,,NA,1,,,,,,,,Guide,Final,,Scopus,2-s2.0-84994086369,,IFSMS 2013,Digital Evidence,Digital Evidence
National Institute of Justice,,Digital evidence investigative tools,2013,nij.ojp.gov,,,NA,,,NA,NA,,http://www.nij.gov/topics/forensics/evidence/digital/investigativetools/welcome.htm,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
"Jones N., George E., Merida F.I., Rasmussen U., Volzow V.",,"Electronic evidence guide - A basic guide for police officers, prosecutors and judges.",2013,"Electronic evidence guide - A basic guide for police officers, prosecutors and judges.",,,NA,,,NA,2,,,,"Jones, N.; George, E.; Merida, F.I.; Rasmussen, U.; Volzow, V.",,,,Guide,Final,,Scopus,2-s2.0-84957076712,,IFSMS 2013,Digital Evidence,Digital Evidence
Williams J.,,ACPO good practice guide for digital evidence,2012,ACPO Good Practice Guide for Digital Evidence,,,NA,,,NA,64,,,,"Williams, J.",,,,Guide,Final,,Scopus,2-s2.0-84883553913,,IFSMS 2013,Digital Evidence,Digital Evidence
Sommer P.,,"Digital evidence, digital investigations and e-disclosure: A guide to forensic readiness for organizations, security advisers and lawyers",2012,Information Assurance Advisory Council (IAAC),,,NA,,,NA,2,,,,"Sommer, P.",,,,Guide,Final,,Scopus,2-s2.0-84926491871,,IFSMS 2013,Digital Evidence,Digital Evidence
Malinowski N.,,Electronic Evidence Still Jamming Up Attys,2010,Law360,,,NA,,,NA,NA,,http://www.law360.com/articles/180680/electronicevidence-still-jamming-up-attys,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Mkize V.,,Deleted videos 'compromise Jub Jub evidence',2012,IOL news,,,NA,,,NA,NA,,http://www.iol.co.za/news/crime-courts/deleted-videoscompromise-jub-jub-evidence-1.1311957#.UgT10Bb3B-U,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
U.S. Department of Justice,,The National Stategy for Child Exploitation Prevention and Interdiction: A report to congress,2010,U.S. Department of Justice,,,NA,,,NA,NA,,http://www.justice.gov/psc/docs/natstrategyreport.pdf,,,,,,Report,,,,,,IFSMS 2013,Digital Evidence,Digital Evidence
Willis D.S.,,Focus on training: the practice of spirituality and emotional wellness in law enforcement,2010,FBI Law Enforc. Bull,79,12,NA,20,23,NA,2,,,,"Willis, D.S.",,,,Website,Final,,Scopus,2-s2.0-85041529465,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
McDonough M.E.,,The Employee Wellness Plan: A Strategy for Fighting the Evil from within,2011,FBI Law Enforcement Bulletin,,,NA,,,NA,1,,,,"McDonough, M.E.",,,,Website,Final,,Scopus,2-s2.0-85035092057,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
Malmin M.,,Changing police subculture,2012,FBI Law Enforcement Bulletin,81,4,NA,14,19,NA,3,,,,"Malmin, M.",,,,Guide,Final,,Scopus,2-s2.0-84929720004,,IFSMS 2013,Digital Evidence,Digital Evidence
Sammons J.,,The basics of digital forensics the primer for getting started in digital forensics,2012,Syngress Publisher,,,NA,56,59,NA,1,,,,"Sammons, J.",,,,Book Chapter,Final,,Scopus,2-s2.0-84962104449,,IFSMS 2013,Digital Evidence,Digital Evidence
"Daniel L.E., Daniel L.E.",,DIGITAL FORENSICS FOR LEGAL PROFESSIONALS: UNDERSTANDING DIGITAL EVIDENCE FROM the WARRANT to THE COURTROOM,2012,DIGITAL FORENSICS FOR LEGAL PROFESSIONALS: UNDERSTANDING DIGITAL EVIDENCE FROM the WARRANT to THE COURTROOM,,,NA,1,30,NA,5,,,,"Daniel L.E., Daniel L.E.",,,,Book Chapter,Final,,Scopus,2-s2.0-84881236092,,IFSMS 2013,Digital Evidence,Digital Evidence
Google,,Our Mobile Planet,2012,Think with Google,,,NA,,,NA,NA,,https://www.thinkwithgoogle.com/mobileplanet/en/,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Carney J.,,"There's an App for That: Digital Forensic Realities for Mobile App Evidence, Security and Privacy",2013,"cellebrite UFED, Slideshare",,,NA,,,NA,NA,,http://www.slideshare.net/cellebriteUFED/mobile-forensics-world-2013-carney-v3,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
"Rivera J., Van Der Meulen R.",,"Gartner Says Worldwide PC, Tablet and Mobile Phone Combined Shipments to Reach 2.4 Billion Units in 2013",2013,"Gartner Says Worldwide PC, Tablet and Mobile Phone Combined Shipments to Reach 2.4 Billion Units in 2013",,,NA,,,NA,23,,,,"Rivera, J.; Van Der Meulen, R.",,,,Website,Final,,Scopus,2-s2.0-84902311224,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
"Rivera J., Van Der Meulen R.",,"Gartner Says Worldwide PC, Tablet and Mobile Phone Combined Shipments to Reach 2.4 Billion Units in 2013",2013,"Gartner Says Worldwide PC, Tablet and Mobile Phone Combined Shipments to Reach 2.4 Billion Units in 2013",,,NA,,,NA,23,,,,"Rivera, J.; Van Der Meulen, R.",,,,Website,Final,,Scopus,2-s2.0-84902311224,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
"Rivera J., Van Der Meulen R.",,"Gartner Says Worldwide PC, Tablet and Mobile Phone Combined Shipments to Reach 2.4 Billion Units in 2013",2013,"Gartner Says Worldwide PC, Tablet and Mobile Phone Combined Shipments to Reach 2.4 Billion Units in 2013",,,NA,,,NA,23,,,,"Rivera, J.; Van Der Meulen, R.",,,,Website,Final,,Scopus,2-s2.0-84902311224,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Robertson J.,,Riding the Silk Road: the flourishing online drug market authorities are powerless to stop,2011,"The Sydney Morning Herald, Technology",,,NA,,,NA,NA,,http://www.smh.com.au/technology/technologynews/riding-the-silk-road-the-flourishing-online-drug-market-authorities-arepowerless-to-stop-20110830-1jj4d.html,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],,Silk Road: Completely Under the Radar?,2011,CIPP Guide,,,NA,,,NA,NA,,https://www.cippguide.org/2011/06/28/silk-road-completely-under-the-radar/,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Chen A.,,Underground website lets you buy any drug imaginable,2011,WIRED,,,NA,,,NA,1,,,,"Chen, A.",,,,Website,Final,,Scopus,2-s2.0-84992101346,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Chen A.,,Underground website lets you buy any drug imaginable,2011,WIRED,,,NA,,,NA,1,,,,"Chen, A.",,,,Website,Final,,Scopus,2-s2.0-84992101346,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Ball J.,,Silk Road: The Online Drug Marketplace that Officials Seem Powerless to Stop,2013,The Guardian,,,NA,,,NA,2,,,,"Ball, J.",,,,Website,Final,,Scopus,2-s2.0-85018868719,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Christin N.,,Traveling the Silk Road: A measurement analysis of a large anonymous online marketplace,2013,WWW 2013 - Proceedings of the 22nd International Conference on World Wide Web,,,NA,213,223,NA,184,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893082821&partnerID=40&md5=99d7e83ea1df8bc709f29669b5321912,"Carnegie Mellon INI, CyLab, United States","Christin, N., Carnegie Mellon INI, CyLab, United States",Anonymity; Electronic commerce; Online crime,Anonymity; Comprehensive measurement; Ethical considerations; Hidden services; Measurement interval; On-line marketplaces; Policy implications; Total revenue; Economics; Public policy; Roads and streets; Silk; World Wide Web; Electronic commerce,"Christin, N.; Carnegie Mellon INI, CyLabUnited States; email: nicolasc@cmu.edu",Conference Paper,Final,,Scopus,2-s2.0-84893082821,,IFSMS 2013,Digital Evidence,Digital Evidence
Max,,US Senators Target the Silk Road,2011,Anti-Forensics: Rendering digital investigations irrelevant,,,NA,,,NA,NA,,https://www.anti-forensics.com/ussenators-target-the-silk-road/,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
Solon O.,,Police Crack Down on Silk Road Following First Drug Dealer Conviction,2013,Police Crack Down on Silk Road Following First Drug Dealer Conviction,,,NA,,,NA,2,,,,"Solon, O.",,,,Website,Final,,Scopus,2-s2.0-84994126915,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Chen A.,,The underground website where you can buy any drug imaginable,2011,Gawker,,,NA,,,NA,12,,,,"Chen, A.",,,,Website,Final,,Scopus,2-s2.0-84859191933,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Estes A.C.,,The Silk Road is Showing Cracks,2013,Motherboard,,,NA,,,NA,NA,"
",http://motherboard.vice.com/blog/the-silk-road-is-showing-cracks,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
Christin N.,,Traveling the Silk Road: A measurement analysis of a large anonymous online marketplace,2013,WWW 2013 - Proceedings of the 22nd International Conference on World Wide Web,,,NA,213,223,NA,184,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893082821&partnerID=40&md5=99d7e83ea1df8bc709f29669b5321912,"Carnegie Mellon INI, CyLab, United States","Christin, N., Carnegie Mellon INI, CyLab, United States",Anonymity; Electronic commerce; Online crime,Anonymity; Comprehensive measurement; Ethical considerations; Hidden services; Measurement interval; On-line marketplaces; Policy implications; Total revenue; Economics; Public policy; Roads and streets; Silk; World Wide Web; Electronic commerce,"Christin, N.; Carnegie Mellon INI, CyLabUnited States; email: nicolasc@cmu.edu",Conference Paper,Final,,Scopus,2-s2.0-84893082821,,IFSMS 2013,Digital Evidence,Digital Evidence
Daily Mail,,First ever Bitcoin bust: Feds seize electronic currency 'in connection to shadowy internet drug bazaar',2013,MailOnline,,,NA,,,NA,NA,,http://www.dailymail.co.uk/news/article-2357954/First-Bitcoin-bust-Fedsseize-electronic-currency-connection-shadowy-internet-drug-bazaar-SilkRoad.html,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Patel T.,,"Pr. George's man who stalked ex-wife on Web, advertised sex with her gets 85 years",2013,The Washington Post,,,NA,,,NA,NA,,http://www.washingtonpost.com/local/pr-georges-man-who-used-socialmedia-to-stalk-ex-wife-is-to-be-sentenced/2013/07/17/8e86d21c-ed75-11e2-,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],,"Ex-Library Congress worker pleased guily to stalking, ID fraud in fake sex ad case",2013,The Washington Post,,,NA,,,NA,NA,,http://www.washingtonpost.com/local/ex-library-of-congress-worker-pleadsguilty-to-stalking-id-fraud-in-fake-sex-ad-case/2013/08/12/70bec0ba-036d11e3-bfc5-406b928603b2_story.html,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
Jouvenal J.,,Stalkers use online sex ads as weapon,2013,The Washington Post,,,NA,,,NA,NA,,http://www.washingtonpost.com/local/i-live-in-fear-of-anyonecoming-to-my-door/2013/07/14/26c11442-e359-11e2-aef3-,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
O’Brien K.,,Encryption Flaw Makes Phones Possible Accomplices in Theft,2013,Encryption Flaw Makes Phones Possible Accomplices in Theft,,,NA,,,NA,2,,https://www.nytimes.com/2013/07/22/technology/encryption-flaw-makes-phones-possible-accomplices-in-theft.html,,"O’Brien, K.",,,,Website,Final,,Scopus,2-s2.0-85034993615,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
mspy,,mSpy Cell Phone Tracker Is the #1 Choice for Parental Control,2013,mspy,,,NA,,,NA,NA,,http://www.mspy.com/?gclid=CK3upo7j-rgCFYik4Aod7ioA9w,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
TopSpy,,Cell phone spying made simple,2013,topspyapp.com,,,NA,,,NA,NA,,http://www.topspyapp.com/?gclid=CIWW66Xj-rgCFYuk4AodZXcAHg,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Spy Phone,,Spy Phone Phone Tracker,2013,spyphone.com,,,NA,,,NA,NA,,http://www.spyphone.com,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
FlexiSpy,,"FlexiSpy, The World's Most Powerful Monitoring Software for Computers, Mobile Phones and Tablets ",2013,flexispy.com,,,NA,,,NA,NA,,http://www.flexispy.com,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],,,2013,,,,NA,,,NA,NA,,http://www.ez-csi.com/Ultimate-Investigator.htm,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
Federal Bureau of Investigation,,Cyber Banking Fraud: Global Partnerships Lead to Major Arrests,2010,archives.fbi.gov,,,NA,,,NA,NA,,http://www.fbi.gov/news/stories/2010/october/cyber-banking-fraud,,,,,,Website,,,,,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
Vaas L.,,SpeEye bank Trojan hides its fraud footprint,2012,nakedsecurity,,,NA,,,NA,NA,,http://nakedsecurity.sophos.com/2012/01/05/spyeye-banktrojan-hides-its-fraud-footprint,,,,,,Website,,,,,Not accessed,IFSMS 2013,Digital Evidence,Digital Evidence
[No author name available],[No author id available],Five indicted in New Jersey for largest known data breach conspiracy,2013,Five indicted in New Jersey for largest known data breach conspiracy,,,NA,,,NA,1,,,,,,,,Website,Final,,Scopus,2-s2.0-85012220698,"June, 2020",IFSMS 2013,Digital Evidence,Digital Evidence
