Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Rivera G.C.,,Unusual General Rifling Characteristics in a Lorcin L25,2002,AFTE Journal,34,1,,52,,,,,,,"Gene C. Rivera, Charlotte-Mecklenburg Police Dept. Crime Lab, Charlotte, NC",Examination of a 25 Auto caliber Lorcin model L25 revealed an unusual rifling system of eight lands and grooves with a right twist.,"Lorcin, 25 Auto, General Rifling Characteristics",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Gibson W.M. ,,Bryco Arms Makes a Model Name Change,2002,AFTE Journal,34,1,,52,,,,,,,"Wendy M. Gibson, Virginia Division of Forensic Science, Richmond, VA","Technical report documenting several Bryco Arms models adding ""-CA"" to model. J-22-CA, T380-CA, and Jennings Nine-CA.","Bryco Arms, Jennings Nine",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Bartocci C.R.,,"New Russian Assault Rifle, The AN94",2001,AFTE Journal,33,3,,275,276,,,,,,"Christopher R. Bartocci, Wisconsin State Crime Laboratory, Milwaukee, WI",Introduction to the AN94.,"AN94, Nikonov,AK47, AK74, 5.45x39mm, Russian rifles, Assault Rifle, BBSP",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Keisler M., Fazio J. ",,Hi-Point Firearms Hidden Serial Number,2001,AFTE Journal,33,93,,273,274,,,,,,"Sgt. M. Keisler and Sgt. J. Fazio, Firearms and Toolmark Examiners, Indiana State Police",Hi-Point Firearms is currently manufacturing a line of polymer-type weapons and with this comes the problem of attaching a serial number. Hi-Point has overcome this problem and enhanced their design by including a hidden serial number that is absolutely undetectable unless you know where to look.,"Hidden Serial Number, Hi-Point Firearms, Polymer Frame",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Caunt R. ,,Interview with Sid Woodcock of Detonics Manufacturing Corp,2001,AFTE Journal,33,4,,354,358,,,,,,"Robert Caunt, Vancouver Police Department, Vancouver British Columbia, Canada","Interview with Mr. Sid Woodcock, former president of the Detonics Manufacturing Corporation, relating a brief history of Detonics and its products.",".451 Detonics Magnum, Compact 9, Combat Master, Detonics, Scoremaster, Servicemaster, Sid Woodcock",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Keisler M.A.,,Maschinengewehr 08/15,2001,AFTE Journal,33,3,,256,257,,,,,,"Sgt. Mark A. Keisler, Firearms and Toolmark Examiner, Indiana State Police, Indpls, IN",Antique machine guns are not commonly encountered in casework by the examiner in the public sector. This article describes the specifications and operation of the Maschinengewehr 08/15 and some of its historic significance.,"German Machine Gun, Maschinengewehr 08/15, Maxim Machine Gun, MG 08/15, World War I",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Neel M.T., Fullerton A.T., Correa J.J.J. ",,The Unique Modular System of the Infinity Firearm,2002,AFTE Journal,34,2,,205,206,,,,,,"Michael T. Neel, Bureau of Alcohol, Tabacco, & Firearms, Atlanta Forensic Science Laboratory, Atlanta, GA; Aaron T. Fullerton, Texas Department of Public Safety Crime Laboratory, Lubbock, TX; Joseph J.J. Correa, Texas Department of Public Safety Crime Lab",,"Infinity firearms, interchangeable breechface, modular system, Strayer-Voigt",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Nedivi L., Giverts P., Shoshani E., Brauner P.",,The Magal - A New Weapon in the Fight on Urban Terrorism,2003,AFTE Journal,35,1,,72,73,,,,,,"A Case Report By Lior Nedivi, Israel National Police, Pavel Giverts & Ezra Shoshani, Weapons Identification Laboratory, DIFS, Israel Police National Headquarters, and Paul Brauner, DIFS, Israel National Police Headquarters","This report describes the development of a new, longrange weapon, specially designed for police use. To our knowledge, no similar weapon has ever been employed by any other police force. In light of the special demands, placed on the police in Israel, it was decided that a new weapon was needed. This firearm, the MAGAL, can be classified as an urban weapon, as this is the environment in which it was designed to be used. Historical aspects of the use of long-range weapons by the police are discussed. The development of the MAGAL, together with technical specifications of this new weapon, are also presented.","MAGAL, urban weapon,.30 carbine, 7.62X33mm, urban terrorism",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Hayes C.M.,,Personal Defence Weapons - Answer in Search of a Question?,2001,Wound Ballistics Review,5,1,,30,36,,,,,,,,,,Article,,,,,,IFSMS 2004,Firearms,Firearms
Zielinski K.R. ,,"Full-Auto Conversion of an Uzi, Model B",2002,AFTE Journal,34,4,,399,400,,,,,,"A Case Report By Kurt R Zielinski, Illinois State Police Forensic Science Center, Chicago, IL",This paper will describe the alterations made to a semiautomatic Uzi model B to convert it to select fire.,"Conversion, Full Auto, Model B, Uzi",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Bartocci C.R.,,Fire Control Part Variations in Colt M16/AR15 and Sporter Type Rifles,2003,AFTE Journal,35,1,,12,18,,,,,,"By: Christopher R. Bartocci, Wisconsin State Crime Laboratory, Milwaukee, WI","Since the AR15/M16 weapon system came out in the early 1960's, Colt Firearms/ Colt's Manufacturing Company. Inc has made several changes in their fire-control components. In the beginning, when the semi-automatic versions were first put on the market, the fire control parts (bolt carrier, hammer, disconnector, trigger and selector) were just slightly modified or in some cases not changed at all for semi-automatic fire only. In this study I will examine more than five generations of fire control components of both selective fire and semi-automatic rifles. I will examine the first production AR15 SP1 right up to the current configuration Colt is producing. It is important to know what these parts look like as well as that some of these parts were installed by Colt during manufacturing and were not added by the owner.","M16, M16A1, M16A2, M4, AR15, Colt Sporter, Colt Match, Post-Ban Colt Sporter, Full Auto Conversion, Fire Control Group Differences",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"DeFrance C.S., Van Arsdale M.D. ",,Full Auto Conversion of Colt AR-15 and Norinco MAK-90,2002,AFTE Journal,34,2,,170,171,,,,,,"Charles S. DeFrance and Michael D. Van Arsdale, Federal Bureau of Investigation, Washington, D.C.",A recent submission of evidence to the laboratory revealed a technique of converting AR-15 and AK-47 style rifles to fire from the open bolt in the full automatic mode. A detailed description of these conversions is offered.,"full auto conversion, Colt, AR-15, Norinco, MAK-90",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Allen S., Spinder T. ",,Full-Auto Intratec or Not,2002,AFTE Journal,34,1,,49,,,,,,,"Susan Allen and Travis Spinder, Southwestern Institute of Forensic Sciences, Dallas, TX",The purpose of this article is to reiterate a popular modification of the 9mm Intratec Tec 9 pistol to fullautomatic fire and to show that this modification can be unreliable. This could cause problems for Firearms Examiners during the initial examination of the Intratec firearm in which no modifications may be detected. Precautions should be taken whenever test firing one of these firearms.,"Conversion, disconnector, fullautomatic, Intratec Tec 9, modify",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Shoshani E., Nedivi L., Giverts P.",,Ejector's Cut-Out Marks in Shotguns and Their Comparison Value,2002,AFTE Journal,34,4,,391,393,,,,,,"A Case Report By Ezra Shoshani, Lior Nedivi, and Pavel Giverts, Israel National Police","This report discusses ejector cut-out marks found on 12 gauge cartridge cases fired from different types of shotguns. These marks were never studied before by Israeli firearms examiners, nor has the phenomenon ever been reviewed extensively in professional literature.","Ejector cut-out marks, Breda, Remington, Beretta, shotgun, class characteristics, individual characteristics",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Bartocci C.R.,,The Current Production ArmaLite AR-10 Series Rifle,2002,AFTE Journal,34,3,,312,313,,,,,,"Christopher R. Bartocci, Wisconsin State Crime Laboratory, Milwaukee, WI",This article gives an overview of the production and variants of the Armalite AR-10 rifle; cartridge case markings unique to the action of this rifle are explained.,"ArmaLite, AR-10, AR-10B, AR-10A2, SR25, Eagle Arms, Knight's Armament, Knight's Manufacturing",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Thompson E., Wyant R.",,Sardius 9mm Semi-Automatic Pistol,2002,AFTE Journal,34,3,,319,,,,,,,"Evan Thompson and Rick Wyant, Washington State Patrol Crime Laboratory, Marysville, Washington",An overview of the design and function of the Isreali-made Sardius pistol. This article includes a discussion of the bullet and cartridge case markings created by the examined Sardius firearm.,"Sardius, semiautomatic",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Amberger R. ,,Unusually Rifled Shotgun Barrel,2002,AFTE Journal,34,3,,311,,,,,,,"A Case Report By Richard Amberger, Illinois State Police, Metro-East Forensic Laboratory, Fairview Heights, Illinois","Case review of a Remington Arms Company, model 1100LH, 12 gauge shotgun submitted for examination that revealed unusual rifling.","Shotgun Barrel, Polygonal Rifling",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Shoshani E., Argaman U., Hocherman G., Koffman A. ",,Metal Chip Marks on Fired Cartridge Cases,2002,AFTE Journal,34,2,,172,174,,,,,,"Ezra Shoshani, B.Sc. (Eng.), Uri Argaman, M.B.A., B.Sc. (Eng.), Gil Hocherman, M.Sc. (Eng.), Avi Koffman, B.Sc. (Eng.), Firearms Identification Laboratory, Division of Identification and Forensic Science (DIFS), Israel Police National Headquarters, Jerusa","This report presents a case in which a unique mark with a general imprint in the shape of a ""half-moon"" was found on the outside walls of 7.62x39 mm fired cartridge cases. These cartridge cases came from the test-firing of a seized Kalashnikov AK-47 assault-rifle, submitted to the Israel Police Firearms Identification Laboratory for examination. These marks had individual characteristics that were positively compared with each other, leading to the conclusion that the marks had the same source. This report will show that the source of the marks was not from an integral part of the weapon. The metal chip in the shape of a half-moon was present in the AK-47 assault-rifle chamber during firing, imprinting marks on test-fired cartridge cases in a different orientation every time the weapon was fired. The chip was finally ejected during one of the test firings and was compared to the marks found on the fired cartridge cases. The question then arose: Can a firearms examiner rely upon positive comparison of marks with individual charateristics which are not from an integral part of the weapon? This question will be discussed in this report.","metal chip, cartridge case, individual characteristics",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Wallace E. ,,Rivet Impression in Bullet Nose,2002,AFTE Journal,34,2,,168,169,,,,,,"Edward Wallace, Bexar County Criminal Investigation Laboratory, San Antonio, TX","A case recently submitted to our laboratory involved an armed robbery in which a store owner was shot multiple times. One of the bullets recovered at autopsy exhibited some unusual characteristics on the nose. Upon closer examination the peculiarities revealed themselves to be lettering from a pocket rivet that had been struck and driven into the victim. The lettering could clearly be seen to spell 'Lauren Jeans', the brand of the jeans. The rivet was also recovered at autopsy and submitted for examination. A physical fit between the rivet and the bullet was achieved.","Bullet Nose, Impact, Ralph Lauren Jeans, Rivet",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Register R E., Beach G.T. ",,Unusual Breech Face on a Taurus Firearm...?,2001,AFTE Journal,33,4,,334,,,,,,,"Richard E. Register and Glen T. Beach, Bureau of Alcohol, Tobacco and Firearms, Forensic Science Laboratory, Rockville, MD","A Taurus 9mm semi-automatic pistol recently submitted to the laboratory for examination revealed an unusual concave firing pin aperture, which produced unique breech face marks on test fired cartridges.","Breech face, Concave firing pin aperture, Drilling operation, Taurus PT92AFS",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Moline K. ,,Identification of a Compensated Glock Pistol,2001,AFTE Journal,33,4,,333,,,,,,,"Kurt Moline, Bureau of Criminal Apprehension Forensic Science Laboratory, St. Paul, MN",A Glock Model 22C 40 S&W caliber pistol was submitted for comparative examinations. Examination of the test fired bullets showed areas on the bullets with reproducible stria attributed to the ports of the barrel marking the bullet in passage.,"Compensated Pistols, Glock Pistols, Identification, Ported Barrels",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Monturo C. ,,Breechface Marks of the Beretta Model 3032 Tomcat,2001,AFTE Journal,33,2,,142,,,,,,,"Chris Monturo, Miami Valley Regional Crime Laboratory, Dayton, OH",A Beretta model 3032 Tomcat was recently examined and was found to leave unique class characteristics on fired cartridge casings.,"Breechface marks, .32 ACP , Beretta",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Bartocci C.R.,,"Characteristics of the 7.62 x 39mm Cartridge, Telling Whether a Fired Cartridge Case Was Fired in an SKS or AK Type Rifle",2002,AFTE Journal,34,2,,144,147,,,,,,"Christopher R. Bartocci, Wisconsin State Crime Laboratory, Milwaukee",There are class characteristics present on a fired 7.62x39mm cartridge case which will determine and identify what type of weapon system they were fired from (SKS or AK47/AKM). This article will show how those markings are made and in what location of the fired cartridge case they will be found.,"SKS, AK47, AKM, AK74, Galil, Receiver Marks, Receiver Cover Marks, Ejection Marks, 7.62x39mm and 5.45x39mm",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Hocherman G., Giverts P., Shosani E. ",,Identification of Polygonal Barrel Sub-Family Characteristics,2003,AFTE Journal,35,2,,197,200,,,,,,"By: Gil Hocherman, Pavel Giverts, Ezra Shosani, Division of Identification and Forensic Science, Israel Police National H.Q., Jerusalem, Israel","A method was developed to distinguish between bullets from two sub-groups of polygonal rifling from Glock, Heckler-Koch and Jericho. Tests conducted showed that formalized training was necessary to obtain valid results even with experienced firearms examiners.","Polygonal barrel, rifling, identification, bullet, family characteristics, Jericho, Glock, Heckler & Koch",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Clark J.R. ,,An Interesting Magazine Mark,2003,AFTE Journal,35,1,,71,,,,,,,"A Case Report By John R. Clark, Monroe County Dept. of Public Safety Crime Laboratory, Rochester, NY","A 32 Auto caliber, Beretta model 3032 Tomcat was recently submitted to the author's laboratory along with one fired 32 Auto caliber cartridge case. Upon examination of the fired cartridge case an unusual mark was discovered on the head outside of the primer area. After further examination it was determined that the mark was created by a weld in the magazine.","Beretta Model 3032, breech face, magazine, magazine mark, striated, weld",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Coody A.C.,,Consecutively Manufactured Ruger P-89 Slides,2003,AFTE Journal,35,2,,157,160,,,,,,"By: Amy C. Coody, Kansas Bureau of Investigation, Topeka, Kansas",Ten consecutively manufactured Ruger P89 pistol slides and one frame were acquired from the manufacturer for examination and testing. The slides were mounted on the frame and test-fired to obtain cartridge cases for comparison. Breechface marks on the test-fired cartridge cases were compared for class and individual characteristics that resulted from the manufacturing processes. The parallel striations evident on each test-fired cartridge case were a product of filing of the breechface. Granular detail exhibited by some of the test-fired cartridge cases was a result of bead blasting of the slide; tests from two of the slides display marks that correspond to burrs found around the periphery of the firing pin aperture. It was found that the slides can be identified based on these breechface marks.,Bead blasting; Breechface shear; Chamfering; Consecutive Breechface(s); Consecutive Breechface Marks; Consecutive Ruger slides; Filing; Identification; Individual characteristics,,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Thompson E., Wyant R.",,9mm Smith & Wesson Ejectors,2002,AFTE Journal,34,4,,406,407,,,,,,"A Technical Report By Evan Thompson and Rick Wyant, Washington State Patrol Crime Laboratory, Marysville, Washington","While attending a Smith & Wesson semiautomatic pistol armorer's school, an eyeloop examination of twenty-eight factory new ejectors revealed what appeared to be a number of both class and family characteristics.","Ejectors, class characteristics, family and individual characteristics",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"DeFrance C.S., Van Arsdale M.D. ",,Validation Study of Electrochemical Rifling,2003,AFTE Journal,35,1,,35,37,,,,,,"By: Charles S. DeFrance and Michael D. Van Arsdale, Federal Bureau of Investigation, Washington, D.C.","Electrochemical machining is being used by Smith & Wesson to rifle many of its revolver barrels. This paper provides a description of this manufacturing process and a study that was conducted to evaluate whether or not these barrels will mark bullets in a repeatable and unique manner. This validation study of firearms/toolmarks identification as it applies to electrochemical rifling found that this manufacturing technique does produce unique, reproducible, and identifiable microscopic marks.","electrochemical machining, electrochemical rifling, ECR, validation study",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Cooper M.,,"Serial Number ""Restoration"" on a Colt All American Model 2000",2002,AFTE Journal,34,1,,48,,,,,,,"Michael Cooper, Southern Illinois Forensic Science Centre, Carbondale, Illinois","The serial number of a Colt All American model 2000 was discovered and ""restored"" in a unique way. The serial number plate was removed and the back side cast with ""Mikrosil"". The cast revealed the serial number of the firearm.","Serial Number, Mikrosil, Serial Number Plate, Colt All American Model 2000",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Shoshani E., Klain A., Argaman U.",,Altering a Serial Number,2001,AFTE Journal,33,2,,133,134,,,,,,"Ezra Shoshani, B.Sc, Asny Klain, Uri Argaman, B.Sc, Division of Identification and Forensic Science (D.I.F.S.), Israel National Police, Police Headquarters, Jerusalem, Israel","This report introduces a case in which the parts of a CZ 75 semi-automatic pistol were symmetrically changed, almost without effecting the outside appearance of the firearm, to give it a new identity with another serial number. The serial number change was effected in such a way that only a very careful examination by a trained eye, was able to discover and trace the alterations. The purpose of this article is to alert forensic firearm and toolmark examiners of this unique case.","serial number, CZ 75, reprint, alteration",,Article,,,,,,IFSMS 2004,Firearms,Firearms
Klees G.S. ,,The Restoration of Obliterated Laser-Etched Firearm Identifiers by Conventional and Alternative Decryption Methods,2002,AFTE Journal,34,3,,264,267,,,,,,"Gregory S. Klees, Bureau of Alcohol, Tobacco and Firearms, Washington Forensic Science Laboratory, Rockville, Maryland","This article reviews the restoration of obiterated laser-etched firearm serial number and barcode identifiers by using conventional processing and automatic decryption methods. Additionally, procedures on how to manually decrypt Code 39 firearm barcodes are detailed. The Code 39 barcode is the type presently used on Smith & Wesson Sigma series pistols as part of the serial number identifier. Because this type barcode is now being laser-etched and tested as a firearm component in Europe, their prevalent use as a firearm marking(s) in the future is very probable.","serial number, restoration, barcode, laser etching, decryption",,Article,,,,,,IFSMS 2004,Firearms,Firearms
"Hiss J., Shoshani E., Zaitsew K., Giverts P., Kahana T.",7004012984;56615653900;6504795860;6504185253;55996637700;,Self-inflicted gunshot wound caused by a home-made gun - Medico-legal and ballistic examination,2003,Journal of Clinical Forensic Medicine,10,3,,165,168,,16,10.1016/S1353-1131(03)00040-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141854281&doi=10.1016%2fS1353-1131%2803%2900040-3&partnerID=40&md5=4dafbdbae462e565ea3cc1af664373c4,"The National Centre of Forensic Med., 67 Ben Zvi Street, Tel Aviv 61085, Israel; Div. of Identification/Forensic Sci., Israel National Police, Jerusalem, Israel","Hiss, J., The National Centre of Forensic Med., 67 Ben Zvi Street, Tel Aviv 61085, Israel; Shoshani, E., Div. of Identification/Forensic Sci., Israel National Police, Jerusalem, Israel; Zaitsew, K., The National Centre of Forensic Med., 67 Ben Zvi Street, Tel Aviv 61085, Israel; Giverts, P., Div. of Identification/Forensic Sci., Israel National Police, Jerusalem, Israel; Kahana, T., Div. of Identification/Forensic Sci., Israel National Police, Jerusalem, Israel","The reconstruction of the mechanism of a fatal gunshot wound inflicted with a zip gun is presented. The joint investigation of medico-legal team and firearms experts teams resulted in an explanation of the unusual distribution of gunpowder encountered around the entry wound. Although the use of crude homemade weapons associated with various criminal activities and suicide is widespread, the forensic literature on this subject is sparse especially concerning tests conducted on the weapon. © 2003 Elsevier Science Ltd and AFP. All rights reserved.",Ballistic; Ballistic examination; Fatal; Gunpowder; Gunshot; Gunshot wound; Penetrating; Self-infliction; Suicide; Wound; Zip gun,gunpowder; adult; article; automutilation; autopsy; ballistics; case report; criminal behavior; depression; fatality; firearm; forensic medicine; gunshot injury; human; male; medical literature; medicolegal aspect; suicide; thorax injury,Article,Final,,Scopus,2-s2.0-0141854281,,IFSMS 2004,Firearms,Firearms
"Üner H.B., Gökdoǧan M.R., Çakan H.",6601985132;6506465469;6602233637;,Some samples of weapons and instruments used as weapon in criminal offenses in Turkey,2003,Forensic Science International,132,2,,113,116,,12,10.1016/S0379-0738(03)00004-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037468914&doi=10.1016%2fS0379-0738%2803%2900004-5&partnerID=40&md5=8d0fe3b357899b3f0a4122ed7cf82973,"Institute of Forensic Sciences, Istanbul University, 34303 Cerrahpaşa, Istanbul, Turkey","Üner, H.B., Institute of Forensic Sciences, Istanbul University, 34303 Cerrahpaşa, Istanbul, Turkey; Gökdoǧan, M.R., Institute of Forensic Sciences, Istanbul University, 34303 Cerrahpaşa, Istanbul, Turkey; Çakan, H., Institute of Forensic Sciences, Istanbul University, 34303 Cerrahpaşa, Istanbul, Turkey","The variety of instruments used for crime of violence is wide. Besides the manufactured legal weapons, there are comparable numbers of purchased instruments, which are used as lethal weapons and significant numbers of comprising home-made ones. The instruments used during the commission of a crime shows similarity throughout the countries. Nevertheless, there are small differences to be seen. The topic of this subject features the types of weapons used in criminal offenses in Turkey. © 2003 Published by Elsevier Science Ireland Ltd.",Criminalistic; Firearms; Instruments; Sharp-pointed weapons,adult; article; case report; human; legal aspect; male; offender; priority journal; Turkey (republic); violence; weapon,Article,Final,,Scopus,2-s2.0-0037468914,,IFSMS 2004,Firearms,Firearms
"Shakir A., Koehler S.A., Wecht C.H.",7003839328;7005605874;7004811733;,A review of nail gun suicides and an atypical case report,2003,Journal of Forensic Sciences,48,2,,409,413,,20,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037344711&partnerID=40&md5=3fea2ffe8a1b23d2de74b1f643073041,"Allegheny County Coroner's Office, 542 Fourth Avenue, Pittsburgh, PA 15219, United States","Shakir, A., Allegheny County Coroner's Office, 542 Fourth Avenue, Pittsburgh, PA 15219, United States; Koehler, S.A., Allegheny County Coroner's Office, 542 Fourth Avenue, Pittsburgh, PA 15219, United States; Wecht, C.H., Allegheny County Coroner's Office, 542 Fourth Avenue, Pittsburgh, PA 15219, United States","The nail gun was designed as a powerful industrial tool to drive nails into various hard surfaces with ease. Serious injuries associated with the tool are uncommon and deaths are rare. Unintentional injuries normally occur from misuse of the tool or from ricocheting nails. The intentional use of a nail gun to commit suicide is unusual. This paper will review successful and unsuccessful suicide attempts by use of a nail gun. We will present an atypical case of suicide committed with a nail gun by a 46-year-old depressed male investigated by the Allegheny County Coroner's Office in Allegheny County, Pennsylvania in April 2002. This case reports for the first time a unique pathological finding of a ring of bone traveling with the nail, which has not been seen in wounds of the head caused by other types of projectiles.",Atypical case; Forensic science; Nail gun; Ring of bone; Suicide,"adult; article; autopsy; bone defect; case report; clinical feature; depression; equipment; firearm; forensic pathology; human; male; nail gun; priority journal; skull radiography; suicide; suicide attempt; Construction Materials; Foreign Bodies; Forensic Medicine; Head Injuries, Penetrating; Humans; Male; Middle Aged; Suicide",Article,Final,,Scopus,2-s2.0-0037344711,,IFSMS 2004,Firearms,Firearms
