Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Buckley T.J., Pleil J.D., Bowyer J.R., Davis J.M.",7101745605;7003825877;7005006550;57202895512;,Evaluation of methyl tert-butyl ether (MTBE) as an interference on commercial breath-alcohol analyzers,2001,Forensic Science International,123,02-Mar,NA,111,118,NA,10,10.1016/S0379-0738(01)00534-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035579230&doi=10.1016%2fS0379-0738%2801%2900534-5&partnerID=40&md5=593827a9effc9ef2f63be121adf59e42,"US EPA, National Exposure Research Laboratory (MD-56), Research Triangle Park, NC 27711, United States; ManTech Environmental Technology, 2 Triangle Drive, Research Triangle Park, NC 27709, United States; Depertment of Environment Health Sciences, Johns Hopkins University, School of Hygiene and Public Health, 615 N. Wolfe St., Baltimore, MD 21205, United States","Buckley, T.J., US EPA, National Exposure Research Laboratory (MD-56), Research Triangle Park, NC 27711, United States, Depertment of Environment Health Sciences, Johns Hopkins University, School of Hygiene and Public Health, 615 N. Wolfe St., Baltimore, MD 21205, United States; Pleil, J.D., US EPA, National Exposure Research Laboratory (MD-56), Research Triangle Park, NC 27711, United States; Bowyer, J.R., ManTech Environmental Technology, 2 Triangle Drive, Research Triangle Park, NC 27709, United States; Davis, J.M., US EPA, National Exposure Research Laboratory (MD-56), Research Triangle Park, NC 27711, United States",Alcohol-breath analyzer; Biomarker; Body burden; Breath; Ethanol; Exposure; Inhalation; Interference; Methyl tert-butyl ether (MTBE),"alcohol; dichromate potassium; tert butyl methyl ether; alcohol blood level; article; breath analysis; breathing; calibration; controlled study; electrochemical analysis; environmental exposure; human; infrared radiation; laboratory diagnosis; light absorption; occupational exposure; oxidation; priority journal; sensor; technology; Air Pollutants; Breath Tests; Electrochemistry; Ethanol; False Positive Reactions; Humans; Methyl Ethers; Models, Biological; Occupational Exposure; Solvents; Spectrophotometry, Infrared","Buckley, T.J.; Dept. of Environ. Hlth. Sciences, Johns Hopkins Univ. Sch. of Hygiene, 615 N. Wolfe St., Baltimore, MD 21205, United States; email: tbuckley@jhsph.edu",Article,Final,,Scopus,2-s2.0-0035579230,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Krishnan S., Lui S.M.W.",7201645062;57213769902;,A study of acetone interference in Intoxilyzer® 5000C1,2002,Journal of the Canadian Society of Forensic Science,35,3,NA,159,164,NA,2,10.1080/00085030.2002.10757544,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036766257&doi=10.1080%2f00085030.2002.10757544&partnerID=40&md5=4bf1b9e20104209da812d9a52ae2fda7,"Department of Chemical Engineering and Applied Chemistry, University of Toronto, 200 College Street, Toronto, ON M5S 3E5, Canada","Krishnan, S., Department of Chemical Engineering and Applied Chemistry, University of Toronto, 200 College Street, Toronto, ON M5S 3E5, Canada; Lui, S.M.W., Department of Chemical Engineering and Applied Chemistry, University of Toronto, 200 College Street, Toronto, ON M5S 3E5, Canada",,acetone; accuracy; alcohol blood level; alcohol consumption; aqueous solution; article; calibration; measurement; reliability; vapor,,Article,Final,,Scopus,2-s2.0-0036766257,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Dettling A., Schuff A., Skopp G., Strohbeck-Kühner P., Lutz R., Haffner H.T.",6603958409;6602878403;56032975900;6505931997;36777010500;35569730000;,"Falsification of breath alcohol testing by inhalation sprays, oral hygiene liquids and oral gels containing alcohol [Verfälschungen der atemalkoholmessung durch alkoholhaltige inhalationssprays, mundspüllösungen und mundgele]",2003,Blutalkohol,40,5,NA,343,353,NA,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142246379&partnerID=40&md5=e233bb88285a88ca2c6e368f552e37f7,"Inst. fur Rechtsmed./Verkehrsmed., Verkehrsmedizin/Verkehrspsychologie, Bergheimer Str. 147, 69115 Heidelberg, Germany","Dettling, A.; Schuff, A.; Skopp, G.; Strohbeck-Kühner, P.; Lutz, R.; Haffner, H.-T., Inst. fur Rechtsmed./Verkehrsmed., Verkehrsmedizin/Verkehrspsychologie, Bergheimer Str. 147, 69115 Heidelberg, Germany",Inhalation sprays containing ethanol; Oral gels containing ethanol; Oral hygiene liquids containing ethanol; Residual alcohol,alcohol; salbutamol sulfate; aerosol; article; breath analysis; clinical article; drug formulation; gel; human; liquid; mouth hygiene,"Haffner, H.-T.; Inst. fur Rechtsmed./Verkehrsmed., Verkehrsmedizin/Verkehrspsychologie, Bergheimer Str. 147, 69115 Heidelberg, Germany",Article,Final,,Scopus,2-s2.0-0142246379,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Ernouf D., Lejeune B.",6701366173;57214489605;,Modification of breath sample alcohol level kinetics resulting from the association of citric acid and fructose [Modifications de la cinétique de l'alcool dans l'air expiré par l'association acide citrique-fructose],2002,Annales de Biologie Clinique,60,3,NA,299,306,NA,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2242489915&partnerID=40&md5=27b7ec6ecbc54e7a4c396b99859d39ed,"Laboratoire de Toxicologie, Faculté de Pharmacie, 31, avenue Monge, 37200 Tours, France","Ernouf, D., Laboratoire de Toxicologie, Faculté de Pharmacie, 31, avenue Monge, 37200 Tours, France; Lejeune, B., Laboratoire de Toxicologie, Faculté de Pharmacie, 31, avenue Monge, 37200 Tours, France",Alcohol; Breath sample alcohol levels; Citric acid; Fructose; Kinetics,alcohol; citric acid; fructose; adult; alcohol consumption; article; breath analysis; drinking behavior; human; human experiment; intestine absorption; kinetics; male; measurement; metabolism; normal human; stomach emptying; time; breath analysis; Adult; Alcohol Drinking; Breath Tests; Citric Acid; Ethanol; Fructose; Humans; Intestinal Absorption; Male; Time Factors,"Ernouf, D.; Laboratoire de Toxicologie, Faculté de Pharmacie, 31, avenue Monge, 37200 Tours, France",Article,Final,,Scopus,2-s2.0-2242489915,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Gullberg R.G.,7004581641;,Breath alcohol analysis in one subject with gastroesophageal reflux disease,2001,Journal of Forensic Sciences,46,6,NA,1498,1503,NA,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034758872&partnerID=40&md5=6f2475978946f40289e00365afd57587,"Washington State Patrol, 811 East Roanoke, Seattle, WA 98102, United States","Gullberg, R.G., Washington State Patrol, 811 East Roanoke, Seattle, WA 98102, United States",Breath alcohol; Forensic science; Gastroesophageal reflux disease; Mouth alcohol,alcohol; adult; air analysis; alcohol blood level; article; breath analysis; case report; controlled study; diagnostic accuracy; expired air; forensic science; gastroesophageal reflux; heartburn; human; male; priority journal; Adult; Alcohol Drinking; Breath Tests; Ethanol; Forensic Medicine; Gastroesophageal Reflux; Humans; Male,"Gullberg, R.G.; Washington State Patrol, 811 East Roanoke, Seattle, WA 98102, United States",Article,Final,,Scopus,2-s2.0-0034758872,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Schoknecht G.,7005203929;,Influence of the time lag between sampling when comparing breath and blood alcohol concentration [Einfluß der zeitdifferenz bei der probennahme beim vergleich von atem- und blutalkoholkonzentration],2002,Blutalkohol,39,5,NA,308,317,NA,3,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036734040&partnerID=40&md5=b9a339b5fa2acf33ef283c71c91c7af4,"Mühlenstr. 5, 14167 Berlin, Germany","Schoknecht, G., Mühlenstr. 5, 14167 Berlin, Germany",Blood alcohol concentration; Breath alcohol concentration; Probability distribution; Ratio; Time lag,alcohol; alcohol blood level; blood analysis; blood sampling; breath analysis; chemical analysis; comparative study; concentration (parameters); crime; government; human; law; police; probability; review; statistical analysis; time,"Schoknecht, G.Mühlenstr. 5, 14167 Berlin, Germany",Review,Final,,Scopus,2-s2.0-0036734040,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Schuff A., Riepert T., Erkens M., Weirich V., Graß H., Iffland R.",6602878403;56182640200;6701539719;6506074576;56147772000;7005146653;,Investigations on the BAC/BrAC quotient during the absorption phase and its significance for the waiting time until the start of breath alcohol measurements [Untersuchungen zum quotienten BAK/AAK in der resorptionsphase und dessen bedeutung für die wartezeit bei der atemalkoholmessung],2002,Blutalkohol,39,3,NA,145,153,NA,15,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036574457&partnerID=40&md5=c84ec8287fc0a6333da9962b32c38a47,"Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany","Schuff, A., Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany; Riepert, T., Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany; Erkens, M., Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany; Weirich, V., Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany; Graß, H., Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany; Iffland, R., Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany",Absorption phase; BAC/BrAC quotient; Blood alcohol; Breath alcohol; Waiting time,alcohol; adult; alcohol blood level; alcohol consumption; article; breath analysis; car driving; controlled study; diagnostic error; drinking behavior; drug absorption; female; Germany; human; human experiment; male,"Iffland, R.; Institut für Rechtsmedizin, Universität zu Köln, Melatengürtel 60-62, 50823 Köln, Germany; email: rolf.iffland@medizin.uni-koeln.de",Article,Final,,Scopus,2-s2.0-0036574457,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Rockerbie R.A.,,Alcohol and drug intoxication,2001,,2,,NA,80,105,NA,NA,,,,,,,,Proceedings,,,,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Haffner H.T., Graw M., Jeske A., Schmitt G., Goll M., Dietz K.",35569730000;55072628000;7003472378;7201775085;6602348523;7102053153;,Precision of breath alcohol concentrations (BrAC) measured with the Draeger Alcotest 7110 evidential in comparison with the precision of blood alcohol concentrations (BAC) obtained by forensic means [Die präzision von atemalkohol-(AAK)-messungen mit dem Dräger Alcotest 7110 evidential im vergleich zur präzision der forensischen blutalkohol-(BAK)-bestimmungen],2002,Blutalkohol,39,6,NA,397,406,NA,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036856544&partnerID=40&md5=2bbaec8c25287050706b3057cb01a1e9,"Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany; Institut fur Rechtsmedizin, Frauenlobstr. 7a, 80337 München, Germany","Haffner, H.T., Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany; Graw, M., Institut fur Rechtsmedizin, Frauenlobstr. 7a, 80337 München, Germany; Jeske, A., Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany; Schmitt, G., Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany; Goll, M., Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany; Dietz, K., Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany",BAC/blood alcohol concentration; BrAC/breath alcohol concentration; Measurement precision; Safety margin,alcohol; accuracy; adult; alcohol blood level; article; blood sampling; breath analysis; comparative study; concentration (parameters); correlation coefficient; female; forensic medicine; human; human experiment; male; maximum allowable concentration; measurement; normal human; safety,"Haffner, H.T.; Verkehrsmedizin/Verkehrspsychologie, Inst. fur Rechts-/Verkehrsmedizin, Bergheimer Str. 147, 69115 Heidelberg, Germany",Article,Final,,Scopus,2-s2.0-0036856544,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
Rockerbie R.A.,,Alcohol and drug intoxication,2001,,2,,NA,156,179,NA,NA,,,,,,,,Book,,,,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Wilson P.F., Freeman C.G., McEwan M.J., Milligan D.B., Allardyce R.A., Shaw G.M.",7404348785;7202387052;7006223406;7102836615;7003854071;7401773560;,Alcohol in breath and blood: A selected ion flow tube mass spectrometric study,2001,Rapid Communications in Mass Spectrometry,15,6,NA,413,417,NA,34,10.1002/rcm.244,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035064637&doi=10.1002%2frcm.244&partnerID=40&md5=d07e2575cab58908df97d5d272192e0c,"Department of Chemistry, University of Canterbury, Christchurch, New Zealand; Department of Surgery, Christchurch School of Medicine, Christchurch, New Zealand; Department of Intensive Care Medicine, Christchurch Hospital, Christchurch, New Zealand","Wilson, P.F., Department of Chemistry, University of Canterbury, Christchurch, New Zealand; Freeman, C.G., Department of Chemistry, University of Canterbury, Christchurch, New Zealand; McEwan, M.J., Department of Chemistry, University of Canterbury, Christchurch, New Zealand; Milligan, D.B., Department of Chemistry, University of Canterbury, Christchurch, New Zealand; Allardyce, R.A., Department of Surgery, Christchurch School of Medicine, Christchurch, New Zealand; Shaw, G.M., Department of Intensive Care Medicine, Christchurch Hospital, Christchurch, New Zealand",,alcohol; central depressant agent; adult; alcohol blood level; alcohol consumption; alcohol intoxication; article; breath analysis; clinical trial; forensic medicine; forensic pathology; human; human cell; human tissue; intermethod comparison; ion monitoring; male; mass spectrometry; quantitative diagnosis; tissue preservation; vein blood flow; Adult; Alcoholic Intoxication; Breath Tests; Central Nervous System Depressants; Ethanol; Forensic Medicine; Humans; Male; Mass Spectrometry; Middle Aged,"McEwan, M.J.; Department of Chemistry, University of Canterbury, Christchurch, New Zealand; email: m.mcewan@chem.canterbury.ac.nz",Article,Final,,Scopus,2-s2.0-0035064637,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Norberg Å., Jones W.A., Hahn R.G., Gabrielsson J.L.",7102273461;7407102740;7202700854;7004257088;,Role of variability in explaining ethanol pharmacokinetics: Research and forensic applications,2003,Clinical Pharmacokinetics,42,1,NA,1,31,NA,163,10.2165/00003088-200342010-00001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037227494&doi=10.2165%2f00003088-200342010-00001&partnerID=40&md5=50752e1019114424b349f073dc23b712,"Dept. of Anaesthesia/Intensive Care, Karolinska Inst. at Huddinge U. H., Huddinge, Sweden; Department of Forensic Toxicology, University Hospital, Linköping, Sweden; Karolinska Inst./Söder Hosp., Stockholm, Sweden; PK/PD Section, AstraZeneca R and D Sodertalje, Södertälje, Sweden; PK/PD Section, AstraZeneca, R and D Södertälje, S-151 85 Södertälje, Sweden","Norberg, Å., Dept. of Anaesthesia/Intensive Care, Karolinska Inst. at Huddinge U. H., Huddinge, Sweden; Jones, W.A., Department of Forensic Toxicology, University Hospital, Linköping, Sweden; Hahn, R.G., Karolinska Inst./Söder Hosp., Stockholm, Sweden; Gabrielsson, J.L., PK/PD Section, AstraZeneca R and D Sodertalje, Södertälje, Sweden, PK/PD Section, AstraZeneca, R and D Södertälje, S-151 85 Södertälje, Sweden",,acetaldehyde; alcohol; alcohol dehydrogenase; cytochrome P450 2E1; alcohol blood level; alcohol consumption; alcohol metabolism; area under the curve; body water; breath analysis; compartment model; distribution volume; drug absorption; drug bioavailability; drug distribution; drug elimination; drunken driving; environmental factor; first pass effect; food intake; forensic medicine; heredity; human; Michaelis constant; portal vein blood flow; priority journal; review,"Gabrielsson, J.L.; PK/PD Section, AstraZeneca, R and D Södertälje, S-151 85 Södertälje, Sweden; email: Johan.Gabrielsson@AstraZeneca.com",Review,Final,,Scopus,2-s2.0-0037227494,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
"Czekajska LH, Madro R. ",,Percentage slope of maximal ethanol concentration in blood as a measure of ethanol elimination in controlled alcoholaemia,2001,,46,,NA,319,325,NA,NA,,,,,,,,Article,,,,,NA,IFSMS 2004,Toxicology Surveillance,Toxicology
