Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Mathis J.A., McCord B.R.",7101941277;7004001442;,Gradient reversed-phase liquid chromatographic-electrospray ionization mass spectrometric method for the comparison of smokeless powders,2003,Journal of Chromatography A,988,1,,107,116,,24,10.1016/S0021-9673(02)02055-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037458467&doi=10.1016%2fS0021-9673%2802%2902055-1&partnerID=40&md5=9223a6bbb1994f067f4afd130613eaeb,"Dept. of Chemistry and Biochemistry, Clippinger Laboratories, Ohio University, Athens, OH 45701-2979, United States","Mathis, J.A., Dept. of Chemistry and Biochemistry, Clippinger Laboratories, Ohio University, Athens, OH 45701-2979, United States; McCord, B.R., Dept. of Chemistry and Biochemistry, Clippinger Laboratories, Ohio University, Athens, OH 45701-2979, United States","A gradient reversed-phase liquid chromatographic-electrospray ionization mass spectrometric (LC-ESIMS) method was developed to determine compositional variation in the organic additives of smokeless powders. The method was optimized for the separation and detection of selected powder constituents, including diphenylamine, along with isomers of its nitroso and nitro derivatives, centralite I and II, in addition to dialkylphthalate acid esters. A series of commercially available smokeless powders was prepared by organic liquid extraction and characterized using the LC-ESIMS method. The results demonstrate the differentiation of smokeless powders by their additive profile. Â© 2002 Elsevier Science B.V. All rights reserved.",Dibutylphthalate; Diethylphthalate; Dimethylphthalate; Diphenylamine; Ethyl centralite; Explosives; Methyl centralite; Nitrosodiphenylamine; Smokeless powders,Additives; Composition; Esters; Extraction; Ionization; Isomers; Mass spectrometry; Powders; Separation; Compositional variation; Liquid chromatography; centralite i; centralite ii; diphenylamine; ester derivative; nitro derivative; nitroso derivative; phthalic acid derivative; unclassified drug; article; chemical analysis; isomer; mass spectrometry; powder; priority journal; process optimization; reversed phase liquid chromatography; smoke,Article,Final,,Scopus,2-s2.0-0037458467,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Mathis J.A., McCord B.R.",7101941277;7004001442;,Mobile phase influence on electrospray ionization for the analysis of smokeless powders by gradient reversed phase high-performance liquid chromatography-ESIMS,2005,Forensic Science International,154,02-Mar,,159,166,,12,10.1016/j.forsciint.2004.10.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144496188&doi=10.1016%2fj.forsciint.2004.10.008&partnerID=40&md5=5fc7c521f1ad6683b8f1023850a2ef9f,"Ohio University, Department of Chemistry and Biochemistry, Clippinger Laboratories, Athens, OH 45701, United States; Department of Chemistry, Florida International University, Miami, FL 33199, United States; Noramco Inc. World Headquarters, 1440 Olympic Drive, Athens, GA 30601, United States","Mathis, J.A., Ohio University, Department of Chemistry and Biochemistry, Clippinger Laboratories, Athens, OH 45701, United States, Noramco Inc. World Headquarters, 1440 Olympic Drive, Athens, GA 30601, United States; McCord, B.R., Ohio University, Department of Chemistry and Biochemistry, Clippinger Laboratories, Athens, OH 45701, United States, Department of Chemistry, Florida International University, Miami, FL 33199, United States","The solution parameters associated with gradient elution reversed phase high-performance liquid chromatography (HPLC) were characterized by evaluating the electrospray ionization mass spectrometry (ESIMS) response of selected smokeless powder additives. Using direct liquid infusion, the positive ion ESIMS responses were determined for three general classes of powder constituents: dialkylphthalate acid esters, N,Nâ€²-dialkyl-N,Nâ€²-diphenyl urea based stabilizers and nitroso-, nitro-, and dinitro- derivatives of diphenylamine. The relative ESIMS intensities of the powder components were investigated as a function of three solution parameters: ammonium acetate concentration, pH, and percent methanol. The effect of the ammonium acetate concentration demonstrates that the electrolyte is required for efficient ionization and the ESIMS intensity was optimal at a concentration of 2 mM for the selected compounds, except 2,4â€²-dinitrodiphenylamine. The aqueous solution pH, corresponding to the available protons in solution, did not have a significant effect on the ESIMS intensity of the analytes. The percent methanol was evaluated with both decreasing and constant electrolyte concentrations to demonstrate the effects of droplet stability and ion transfer into the gas phase. These findings were applied to the analysis of the selected smokeless powder additives using HPLC-ESIMS to illustrate increased sensitivity for the protonated molecules. Â© 2004 Elsevier Ireland Ltd. All rights reserved.",Electrospray ionization mass spectrometry; Forensic; Gradient; Smokeless powders,"2,4' dinitrodiphenylamine; ammonium acetate; diphenylamine derivative; electrolyte; ester derivative; methanol; unclassified drug; urea derivative; analytic method; article; chemical composition; concentration response; electrospray mass spectrometry; forensic identification; ion transport; pH; phase transition; powder; priority journal; proton transport; reversed phase high performance liquid chromatography",Article,Final,,Scopus,2-s2.0-25144496188,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"West C., Baron G., Minet J.-J.",8676198500;57213843199;36927723100;,Detection of gunpowder stabilizers with ion mobility spectrometry,2007,Forensic Science International,166,02-Mar,,91,101,,34,10.1016/j.forsciint.2006.04.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847022976&doi=10.1016%2fj.forsciint.2006.04.004&partnerID=40&md5=ec8e37ac835897629a4f3f7daf991a81,"Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France","West, C., Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France; Baron, G., Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France; Minet, J.-J., Da©partement des Explosifs et Incendies, Laboratoire Central de la Pra©fecture de Police, 39bis, rue de Dantzig, 75015 Paris, France","This study is the first reported ion mobility detection of ethyl centralite and diphenylamine (DPA) smokeless gunpowder stabilizers, together with the nitroso and nitro derivatives of diphenylamine. First, the applicability of the ion mobility spectrometry (IMS) for the substances of interest was determined. The existence of numerous peaks, both in positive and negative modes, clearly demonstrates the success of these experiments. All mono and di-nitro derivatives of DPA tested were detected with this method. Unfortunately, many of the ions generated were not accurately identified. However, reduced mobility constants representative of each ion generated under defined operating conditions could be used for purpose of compound identification. The method was then successfully tested on real gunpowder samples. By the use of IMS, we managed to establish a rapid, simple and sensitive screening method for the detection and identification of smokeless gunpowder organic components. Â© 2006 Elsevier Ireland Ltd. All rights reserved.",Diphenylamine; Ethylcentralite; Ion mobility spectrometry (IMS); Smokeless gunpowder,2 nitrodiphenylamine; 4 nitrodiphenylamine; diphenylamine; diphenylnitrosamine; ethyl centralite; gunpowder; nitroso derivative; stabilizing agent; unclassified drug; accuracy; article; diagnostic accuracy; firearm; human; ion mobility spectrometry; powder; priority journal; sensitivity analysis,Article,Final,,Scopus,2-s2.0-33847022976,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"MacCrehan W.A., Bedner M.",7003651944;7801530217;,Development of a smokeless powder reference material for propellant and explosives analysis,2006,Forensic Science International,163,01-Feb,,119,124,,27,10.1016/j.forsciint.2005.11.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748980739&doi=10.1016%2fj.forsciint.2005.11.027&partnerID=40&md5=6cfe194d0245366127254eb969d6b3f0,"Analytical Chemistry Division, National Institute of Standards and Technology, Stop 8392, Gaithersburg, MD 20899-8392, United States","MacCrehan, W.A., Analytical Chemistry Division, National Institute of Standards and Technology, Stop 8392, Gaithersburg, MD 20899-8392, United States; Bedner, M., Analytical Chemistry Division, National Institute of Standards and Technology, Stop 8392, Gaithersburg, MD 20899-8392, United States","The accurate analysis of the additives in smokeless powder is often an integral part of investigations of improvised explosives devices (IEDs) and in the evaluation of organic gunshot residues (OGSR). To help assure the quality of smokeless powder measurements, the US National Institute of Standards and Technology (NIST) has developed a Reference Material, RM 8107 Additives in Smokeless Powder. The RM, a smokeless rifle powder, was chosen after evaluation of three candidate powders. The additives were determined using solvent extraction with ultrasonic agitation followed by micellar capillary electrophoresis (CE) and liquid chromatography (LC). RM 8107 provides reference values obtained by LC analysis for the key additives nitroglycerin, diphenylamine (and its nitration product, N-nitrosodiphenylamine), and ethylcentralite.",Diphenylamine; Ethyl centralite; N-Nitrosodiphenylamine; Nitroglycerin; Reference material; Smokeless powder,diphenylamine; diphenylnitrosamine; explosive; glyceryl trinitrate; gunpowder; propellant; article; evaluation; explosion; extraction; liquid chromatography; micellar electrokinetic chromatography; priority journal; standardization; ultrasound,Article,Final,,Scopus,2-s2.0-33748980739,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Hopper K.G., McCord B.R.",8653975000;7004001442;,A comparison of smokeless powders and mixtures by capillary zone electrophoresis,2005,Journal of Forensic Sciences,50,2,,307,315,,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844318035&partnerID=40&md5=8fb56848f1eb6138af6cb76fb1f1f690,"Dept. of Chemistry and Biochemistry, Ohio University, Athens, OH 45701, United States; Florida International University, International Forensics Institute, Miami, FL 33199, United States; Intl. Forensic Research Institute, Florida International University, University Park, Miami, FL 33199, United States","Hopper, K.G., Dept. of Chemistry and Biochemistry, Ohio University, Athens, OH 45701, United States; McCord, B.R., Florida International University, International Forensics Institute, Miami, FL 33199, United States, Intl. Forensic Research Institute, Florida International University, University Park, Miami, FL 33199, United States","The analysis of inorganic ions present in smokeless and muzzleloading powders has been performed using capillary zone electrophoresis (CZE). Previous publications have examined inorganic low explosives using CZE, but have not looked at the ion profiles from smokeless powders. In this report, seven commercially available smokeless powders were analyzed as unburned powder and burned residue. The results demonstrate that ionic profiles can be used to characterize smokeless powders. Our analysis also included a smokeless powder/PyrodexÂ® combination to determine if smokeless powder ions are distinguishable in a mixture; however, the high concentration of ions present in PyrodexÂ® RS prevented its detection. In addition, five different smokeless powder samples as well as PyrodexÂ® RS were collected for analysis subsequent to deflagration in fifteen plastic pipe bombs. The relative ion concentrations between these powders can be used to illustrate the differences between open burning and pipe bomb deflagration. Copyright Â© 2005 by ASTM International.",Capillary electrophoresis; Explosives; Forensic science; Ions; PyrodexÂ®; Smokeless powders,analytic method; burn; capillary zone electrophoresis; chemical analysis; concentration (parameters); conference paper; forensic medicine; forensic science; intermethod comparison; ion pair chromatography; powder; priority journal; smokeless powder,Conference Paper,Final,,Scopus,2-s2.0-14844318035,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Muller D., Levy A., Vinokurov A., Ravreby M., Shelef R., Wolf E., Eldar B., Glattstein B.",57199771924;55683108200;7006603191;6507211476;6603143403;7402940663;6507052211;6603520952;,A novel method for the analysis of discharged smokeless powder residues,2007,Journal of Forensic Sciences,52,1,,75,78,,25,10.1111/j.1556-4029.2006.00309.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845865537&doi=10.1111%2fj.1556-4029.2006.00309.x&partnerID=40&md5=016deef4ce932bc3632daeff07163c3b,"Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Division of Identification and Forensic Science, Israel Police, National Headquarters, Sheikh Jarrah, Jerusalem 91906, Israel","Muller, D., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel, Division of Identification and Forensic Science, Israel Police, National Headquarters, Sheikh Jarrah, Jerusalem 91906, Israel; Levy, A., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Vinokurov, A., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Ravreby, M., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Shelef, R., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Wolf, E., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Eldar, B., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel; Glattstein, B., Division of Identification and Forensic Science, Israel Police, National Headquarters, Jerusalem 91906, Israel","A novel method for the estimation of intermediate-long firing distance range is proposed. The method is based on the characterization and chemical analysis of the smokeless powder particles on the target. An adhesive lifter is applied to collect the suspected gunshot residues (GSRs) from the surface of an object, and a Modified Griess Test (MGT) is carried out after alkaline hydrolysis on the adhesive lifter. Visualized particles are removed from the adhesive lifter under a microscope. Two systems are used for the analysis of organic discharge residues from the smokeless powder: (1) gas chromatography/thermal energy analysis (GC/TEA) for the analysis of nitroglycerine (NG) and 2,4-dinitrotoluene (2,4-DNT), (2) gas chromatography/mass spectrometry (GC/MS) for the identification of organic components such as DNT, NG, and some stabilizers. By using this procedure and confirming that the suspected particles are indeed GSR, one can estimate the intermediate-long firing distance of c. 0.75-3 m in the presence of very few particles and provide information for the classification of ammunition type in casework. Copyright Â© 2006 by American Academy of Forensic Sciences.",Firing distance; Forensic science; Gas chromatography-mass spectrometry; Gas chromatography-thermal energy analyzer; Gunpowder residues; Smokeless powder,"2,4 dinitrotoluene; glyceryl trinitrate; gunpowder; stabilizing agent; article; chemical analysis; filter; gas chromatography; hydrolysis; microscope; modified griess test; priority journal; technique; thermal energy analysis",Article,Final,,Scopus,2-s2.0-33845865537,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Laza D., Nys B., Kinder J.D., Kirsch-De Mesmaeker A., Moucheron C.",16506608200;35080922200;35080522800;55946188900;6603770123;,Development of a quantitative LC-MS/MS method for the analysis of common propellant powder stabilizers in gunshot residue,2007,Journal of Forensic Sciences,52,4,,842,850,,68,10.1111/j.1556-4029.2007.00490.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250325448&doi=10.1111%2fj.1556-4029.2007.00490.x&partnerID=40&md5=3068362e1964809a33319094f9aa3a0f,"National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Faculty of Sciences, Section Organic Chemistry and Photochemistry, Universita© Libre de Bruxelles, CP 160/08, Brussels, Belgium; INCC/NICC, Chaussa©e de Vilvorde 100, B-1120 Brussels, Belgium","Laza, D., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium, INCC/NICC, Chaussa©e de Vilvorde 100, B-1120 Brussels, Belgium; Nys, B., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Kinder, J.D., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Kirsch-De Mesmaeker, A., National Institute of Criminalistics and Criminology (NICC), Ballistics Section, Chaussa©e de Vilvorde 98, 1120 Brussels, Belgium; Moucheron, C., Faculty of Sciences, Section Organic Chemistry and Photochemistry, Universita© Libre de Bruxelles, CP 160/08, Brussels, Belgium","In traditional scanning electron microscopy/energy dispersive X-ray analysis of gunshot residue (GSR), one has to cope more and more frequently with limitations of this technique due to the use of lead-free ammunition or ammunition lacking heavy metals. New methods for the analysis of the organic components of common propellant powder stabilizers were developed based on liquid chromatography coupled to tandem mass spectrometry (LC-MS/MS). A multiple reactions monitoring scanning method was created for the screening of akardite II, ethylcentralite, diphenylamine, methylcentralite, N-nitrosodiphenylamine, 2-nitrodiphenylamine, and 4-nitrodiphenylamine, present in standards mixtures. Five out of seven of these target compounds can be selectively identified and distinguished from the two others with a high accuracy. Samples from the hands of a shooter were collected by swabbing and underwent solid phase extraction prior to analysis. Detection limits ranging from 5 to 115 Î¼g injected were achieved. Results from several firing trials show that the LC-MS/MS method is suitable for the detection of stabilizers in samples collected following the firing of 9 mm Para ammunitions. Â© 2007 Belgian government.",Forensic science; LC-MS/MS; Organic gunshot residue; Primer ingredients; Propellant powder stabilizers; SEM/EDX; Solid phase extraction,2 nitrodiphenylamine; 4 nitrodiphenylamine; akardite; aniline derivative; chemical compound; diphenylamine; diphenylnitrosamine; ethylcentralite; methylcentralite; propellant; unclassified drug; article; gunshot injury; liquid chromatography; mass spectrometry; priority journal; quantitative analysis; scanning electron microscopy; solid phase extraction,Article,Final,,Scopus,2-s2.0-34250325448,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Zeichner A., Eldar B., Glattstein B., Koffman A., Tamiri T., Muller D.",7005860122;6507052211;6603520952;6602995234;6506848844;57199771924;,"Vacuum collection of gunpowder residues from clothing worn by shooting suspects, and their analysis by GC/TEA, IMS, and GC/MS",2003,Journal of Forensic Sciences,48,5,,961,972,,25,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042821481&partnerID=40&md5=0f3eef834b0721975d8a851fb6d777ff,"Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Zeichner, A., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Eldar, B., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Glattstein, B., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Koffman, A., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Tamiri, T., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Muller, D., Div. of Identification/Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Experiments were conducted to collect gunpowder (propellant) residues from shooters' clothing by vacuum and to analyze them by gas chromatography/thermal energy analyzer (GC/TEA), ion mobility spectrometry (IMS), and gas chromatography/mass spectrometry (GC/MS). The residues were collected on fiberglass and Teflon filters using the portable vacuum sampler, all supplied with the IMS instrument. Several solvents were examined for the extraction of the propellant components from the filters. The extracts were centrifuged and/ or filtered, concentrated by evaporation, and analyzed without any additional clean-up procedure. Based on the results of the study, an operational method for analysis of gunpowder residues was introduced into casework without changing the present operational technique for gunshot (primer) residue (GSR) analysis on clothing implemented by the Israel Police. In the modified method, the clothing is first sampled by double-side adhesive-coated aluminum stubs (the tape-lift method) for GSR analysis (the existing method), followed by vacuum collection for propellant residue examination. The issue of interpretation of the analytical results is discussed.",Forensic science; GC/TEA; Gunpowder residue; IMS; Propellant residue; Vacuum collection,glass fiber; gunpowder; politef; propellant; solvent; article; centrifugation; clothing; evaporation; filter; forensic science; gas chromatography; Israel; mass spectrometry; police; priority journal; spectrometry; vacuum; weapon,Article,Final,,Scopus,2-s2.0-0042821481,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Zeichner A., Eldar B.",7005860122;6507052211;,A novel method for extraction and analysis of gunpowder residues on double-side adhesive coated stubs,2004,Journal of Forensic Sciences,49,6,,1194,1206,,24,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7544230801&partnerID=40&md5=a7a06e8a936b3af1bb9e01db19ca9690,"Div. Identification Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","Zeichner, A., Div. Identification Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel; Eldar, B., Div. Identification Forensic Sci., Israel Police National Headquarters, Jerusalem 91906, Israel","A study was conducted to develop an efficient method for extraction and analysis of gunpowder (propellant) residues from double-side adhesive coated stubs, which are used for sampling suspects or their clothing for gunshot (primer) residues (GSR). Conductive and non-conductive double-side adhesives were examined, and the analysis was carried out by gas chromatography/thermal energy analyzer (GC/TEA) and ion mobility spectrometry (IMS). The optimal procedure for the extraction, as was developed in the present study, employs two stages: (1) extraction of the stubs with a mixture of 80% v/v aqueous solution of 0.1% w/v of sodium azide and 20% v/v of ethanol employing sonication at 80Â°C for 15 min. and (2) residues from the obtained extract were further extracted with methylene chloride. The methylene chloride phase was concentrated by evaporation prior to analysis. Extraction efficiencies of 30-90% for nitroglycerine (NG) and for 2,4-dinitro toluene (2,4-DNT) were found. No significant interferences in the analysis were observed from the adhesives or skin. Interferences were observed in the analysis by the GC/TEA of the samples collected from hair. The method enables analysis of propellant residues on a double-side adhesive coated stub after it was examined for primer residues by scanning electron microscopy/energy dispersive X-ray spectroscopy (SEM/EDX). Thus, the probative value of the evidence may be increased.",Forensic science; GC/TEA; GSR; Gunpowder residue; IMS; Propellant residue; SEM/EDX,"2,4 dinitrotoluene; 2,6 dinitrotoluene; adhesive agent; alcohol; dichloromethane; glyceryl trinitrate; gunpowder; sodium azide; article; controlled study; evaporation; gas chromatography; human; human tissue; ion mobility spectrometry; priority journal; roentgen spectroscopy; scanning electron microscopy; ultrasound",Article,Final,,Scopus,2-s2.0-7544230801,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Bird D.K., Agg K.M., Barnett N.W., Smith T.A.",7201990402;6504018741;7102019403;7405501313;,Time-resolved fluorescence microscopy of gunshot residue: An application to forensic science,2007,Journal of Microscopy,226,1,,18,25,,10,10.1111/j.1365-2818.2007.01752.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947416078&doi=10.1111%2fj.1365-2818.2007.01752.x&partnerID=40&md5=967100cf1a4c14b6e8c6d421679f148b,"Ultrafast and Microspectroscopy Laboratories, School of Chemistry, University of Melbourne, Parkville, Vic. 3010, Australia; School of Life and Environmental Sciences, Deakin University, Geelong, Vic. 3217, Australia","Bird, D.K., Ultrafast and Microspectroscopy Laboratories, School of Chemistry, University of Melbourne, Parkville, Vic. 3010, Australia; Agg, K.M., School of Life and Environmental Sciences, Deakin University, Geelong, Vic. 3217, Australia; Barnett, N.W., School of Life and Environmental Sciences, Deakin University, Geelong, Vic. 3217, Australia; Smith, T.A., Ultrafast and Microspectroscopy Laboratories, School of Chemistry, University of Melbourne, Parkville, Vic. 3010, Australia","Time-resolved fluorescence microscopy has rapidly emerged as the technique of choice for many researchers aiming to gain specific insights into the dynamics of intricate biological systems. Although the unique advantages the technique provides over other methods have proven to be particularly useful in the biosciences, to date they have been largely unexploited by other research disciplines. In this paper, we demonstrate the capacity of time-resolved fluorescence microscopy as a practical analytical tool in the forensic sciences via the imaging of gunshot residues that are expelled when a firearm is discharged. This information may prove to be useful for determination of the true sequence of events that took place in a firearm related crime. Â© 2007 The Authors.",Confocal microscopy; Fluorescence microscopy; Forensic science; Time resolved imaging,gunpowder; analytic method; article; crime; firearm; fluorescence microscopy; forensic science; human; human tissue; imaging; information; priority journal,Article,Final,,Scopus,2-s2.0-33947416078,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Mahoney C.M., Gillen G., Fahey A.J.",7102147153;7005794346;7004179421;,Characterization of gunpowder samples using time-of-flight secondary ion mass spectrometry (TOF-SIMS),2006,Forensic Science International,158,1,,39,51,,48,10.1016/j.forsciint.2005.02.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644615109&doi=10.1016%2fj.forsciint.2005.02.036&partnerID=40&md5=226aaa5a7a6ff53aa6e89c5c85228cfb,"National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States","Mahoney, C.M., National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States; Gillen, G., National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States; Fahey, A.J., National Institute of Standards and Technology, Surface and Microanalysis Science Division, Mail Stop 8371, 100 Bureau Drive, Gaithersburg, MD 20899, United States","Time-of-flight secondary ion mass spectrometry (TOF-SIMS) was utilized to obtain characteristic mass spectra from three different smokeless powders and six different black powder samples. In these mass spectra, peaks indicative of both the organic and inorganic additive constituents in the gunpowders were observed. TOF-SIMS was able to successfully differentiate between the different black and smokeless gunpowder samples analyzed with the aid of principal components analysis (PCA), a multivariate statistical analysis approach often used to reduce the dimensionality of complex data. TOF-SIMS was also used to obtain information about the spatial distribution of the various additives contained within the gunpowder samples. SIMS imaging demonstrated that that the samples could potentially be characterized by their 2-D structure, which varied from sample to sample. These results clearly demonstrate the feasibility of utilizing TOF-SIMS as a tool for the characterization and differentiation of gunpowder samples for general forensic applications. Â© 2005 Elsevier Ireland Ltd. All rights reserved.",Black powder substitutes; Black powders; Explosives; Forensic science; Gunpowder; Mass spectrometry; Propellant; SIMS; Smokeless powders; TOF-SIMS,benzoic acid; cellulose; diamide; dicyanodiamide; dimeticone; docusate sodium; glyceryl trinitrate; gunpowder; hydrocarbon; inorganic compound; organic compound; phthalic acid dibutyl ester; potassium nitrate; potassium perchlorate; pyroxylin; sulfur; unclassified drug; article; chemical structure; feasibility study; molecular imaging; multivariate analysis; principal component analysis; priority journal; time of flight mass spectrometry,Article,Final,,Scopus,2-s2.0-33644615109,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Hanson A., Springer F.",,An evaluation of Instant Shooter Identification (IsidTM) gunshot residue kits,2005,AFTE Journal,37,3,,172,178,,,,,,"Angela M. Hanson & Faye A. Springer, Sacramento County District Attorney Laboratory of Forensic Services, Sacramento, CA",nstant Shooter Identification Kits (ISidTM) were evaluated and compared to gunshot residue (GSR) analysis using an adhesive lift on a scanning electron microscopy (SEM) disk. ISidTM swabs and SEM disks were used to collect simultaneous samples from the shooter's hand at various post-shooting time intervals. These tests demonstrated a lower gunshot residue particle count with ISidTM swabs than simultaneously collected samples with SEM disks. The manufacturer's screening instructions were followed and all positive results were then prepared for SEM confirmation. All of these samples were analyzed by scanning electron microscopy with energy dispersive spectrometry (SEM/EDS). The ISidTM kits were also evaluated for the ability to confirm a positive nitrate test with SEM/EDS after they had been stored for extended periods of time. Preparation of the ISidTM swabs for SEM/EDS analysis was time consuming and had a higher risk for external contamination. It was determined that the ISidTM kit is not a suitable replacement for the SEM disk collection technique.,"dermal nitrate test, GSR, gunshot residue, gunshot residue kits, Instant Shooter ID kitTM, ISidTM, SEM/EDS",,Article,,,,,,IFSMS 2007,Gunshot Residue,Gunshot Residue
"Hall D., Fairley M.",57198540229;57214347256;,A single approach to the recovery of DNA and firearm discharge residue evidence,2004,Science and Justice - Journal of the Forensic Science Society,44,1,,15,19,,31,10.1016/S1355-0306(04)71680-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842285320&doi=10.1016%2fS1355-0306%2804%2971680-9&partnerID=40&md5=25cc4a34970dd9f0b685d7651ad4e96c,"Forensic Support Department, Strathclyde Police FHQ, 173 Pitt St, Glasgow G2 4JS, United Kingdom","Hall, D., Forensic Support Department, Strathclyde Police FHQ, 173 Pitt St, Glasgow G2 4JS, United Kingdom; Fairley, M., Forensic Support Department, Strathclyde Police FHQ, 173 Pitt St, Glasgow G2 4JS, United Kingdom","The Laboratory of the Strathclyde Police Forensic Support Department extracts DNA from cellular material recovered from garments submitted as evidence. The standard method used an adhesive tape attached to a plastic or acetate support. This paper demonstrates a method whereby a single sample, recovered from clothing, can be examined for Firearm Discharge Residue and then extracted for DNA.",Criminalistics; DNA; Evidence recovery; FDR; Forensic science,acetic acid; adhesive agent; DNA; gunpowder; plastic; article; clothing; criminology; device; DNA determination; DNA isolation; firearm; forensic identification; human; human cell; laboratory; methodology; standard; United Kingdom,Article,Final,,Scopus,2-s2.0-0842285320,,IFSMS 2007,Gunshot Residue,Gunshot Residue
