"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"[No author name available]","[No author id available]","Erratum: CDC grand rounds: National amyotrophic lateral sclerosis (ALS) registry impact, challenges, and future directions(Morbidity and Mortality Weekly Report, 2017, 66, 50, 1382, 10.15585/mmwr.mm6650a3)",2017,"Morbidity and Mortality Weekly Report","67","2","","81","",NA,NA,"10.15585/mmwr.mm6702a8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041118256&doi=10.15585%2fmmwr.mm6702a8&partnerID=40&md5=eb2e4fe1c418a4d8475398deaba77f59","","","","","","Erratum","Final","Open Access","Scopus","2-s2.0-85041118256","Toxicology Surveillance","Toxicology"
"Nisse C., Barbeau D., Brunet D., El Yamani M., Fontaine B., Goujon Y., Labat L., Maître A., Pillière F., Sari-Minodier I., Villa A., Garnier R.","6701800273;36476188300;57195110304;51561146900;7102625250;6507136844;56146306900;55108506500;6602548736;10041347100;15924208600;55162312600;","Practice guidelines for biological monitoring of occupational exposure (BMOE) to chemicals: Recommendations of the French Society of Occupational Medicine, associated with the French Society of Analytical Toxicology and the Society of Clinical Toxicology [Recommandations de bonne pratique pour la surveillance biologique de l'exposition professionnelle aux agents chimiques (SBEP) : recommandations de la Société française de médecine du travail, associée à la Société française de toxicologie analytique et à la Société de toxicologie clinique]",2017,"Toxicologie Analytique et Clinique","29","4","","351","376",NA,1,"10.1016/j.toxac.2017.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028299131&doi=10.1016%2fj.toxac.2017.05.001&partnerID=40&md5=d655b48ce593cdff0a005d7f6e5dcee4","Pathologie professionnelle et environnement, CHRU, IMPECS, université de Lille 2, Lille cedex, 59045, France; Laboratoire de toxicologie professionnelle et environnementale, CHU, UMR CNRS 5525, université Grenoble Alpes, Grenoble, 38000, France; Unité évaluation des substances chimiques, Anses, Maisons-Alfort cedex, 94701, France; Unité évaluation des expositions professionnelles, Santé publique France, Saint-Maurice, 94410, France; Pôle santé travail, Lille cedex, 59014, France; AHI33, service de santé au travail, Bordeaux, 33300, France; Biologie du médicament et toxicologie, groupe Cochin, AP–HP, Paris, 75014, France; Département études et assistance médicales, INRS, Paris, 75011, France; UMR CNRS 7263, médecine et santé au travail, CHU de Marseille, Aix-Marseille université 13284 Marseille, France; Centre antipoison de Paris, AP–HP, Paris, 75475, France","Nisse, C., Pathologie professionnelle et environnement, CHRU, IMPECS, université de Lille 2, Lille cedex, 59045, France; Barbeau, D., Laboratoire de toxicologie professionnelle et environnementale, CHU, UMR CNRS 5525, université Grenoble Alpes, Grenoble, 38000, France; Brunet, D., Unité évaluation des substances chimiques, Anses, Maisons-Alfort cedex, 94701, France; El Yamani, M., Unité évaluation des expositions professionnelles, Santé publique France, Saint-Maurice, 94410, France; Fontaine, B., Pôle santé travail, Lille cedex, 59014, France; Goujon, Y., AHI33, service de santé au travail, Bordeaux, 33300, France; Labat, L., Biologie du médicament et toxicologie, groupe Cochin, AP–HP, Paris, 75014, France; Maître, A., Laboratoire de toxicologie professionnelle et environnementale, CHU, UMR CNRS 5525, université Grenoble Alpes, Grenoble, 38000, France; Pillière, F., Département études et assistance médicales, INRS, Paris, 75011, France; Sari-Minodier, I., UMR CNRS 7263, médecine et santé au travail, CHU de Marseille, Aix-Marseille université 13284 Marseille, France; Villa, A., Centre antipoison de Paris, AP–HP, Paris, 75475, France; Garnier, R., Centre antipoison de Paris, AP–HP, Paris, 75475, France","Biological monitoring; Chemicals; Guidelines; Occupational exposure","Article; biological monitoring; occupational exposure; practice guideline","Nisse, C.; Pathologie professionnelle et environnement, CHRU, IMPECS, université de Lille 2France; email: catherine.nisse@univ-lille2.fr","Article","Final","","Scopus","2-s2.0-85028299131","Toxicology Surveillance","Toxicology"
"Cunningham C.O.","9338177500;","Opioids and HIV infection: From pain management to addiction treatment",2017,"Topics in Antiviral Medicine","25","4","","143","146",NA,9,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044295649&partnerID=40&md5=92ee1766e35cdcb499b576460a56cdff","Division of General Internal Medicine, Department of Medicine, Albert Einstein College of Medicine, Montefiore Medical Center, Bronx, NY, United States","Cunningham, C.O., Division of General Internal Medicine, Department of Medicine, Albert Einstein College of Medicine, Montefiore Medical Center, Bronx, NY, United States","Buprenorphine; Chronic pain; HIV; Opioid analgesia; Opioid use disorder; Opioids","benzodiazepine; buprenorphine; methadone; naloxone; opiate; narcotic analgesic agent; analgesia; Article; attitude to mental illness; chronic pain; drug misuse; drug monitoring; drug surveillance program; follow up; human; Human immunodeficiency virus infection; mass fragmentography; metabolite; opiate addiction; prescription; toxicology; chronic pain; complication; Human immunodeficiency virus infection; opiate addiction; Analgesics, Opioid; Buprenorphine; Chronic Pain; HIV Infections; Humans; Opioid-Related Disorders; Pain Management","Cunningham, C.O.; Division of General Internal Medicine, Department of Medicine, Albert Einstein College of Medicine, Montefiore Medical CenterUnited States","Article","Final","","Scopus","2-s2.0-85044295649","Toxicology Surveillance","Toxicology"
"Griswold M.K., Chai P.R., Krotulski A.J., Friscia M., Chapman B.P., Varma N., Boyer E.W., Logan B.K., Babu K.M.","56801431000;55167188300;57194763668;57193704126;57193900112;57194021871;35589263600;35430212000;8641624000;","A Novel Oral Fluid Assay (LC-QTOF-MS) for the Detection of Fentanyl and Clandestine Opioids in Oral Fluid After Reported Heroin Overdose",2017,"Journal of Medical Toxicology","13","4","","287","292",NA,13,"10.1007/s13181-017-0632-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037065476&doi=10.1007%2fs13181-017-0632-6&partnerID=40&md5=54505d59fb3f08af558afe35cd4654bf","Division of Medical Toxicology, Department of Emergency Medicine, University of Massachusetts Medical School, Worcester, MA, United States; Division of Medical Toxicology, Department of Emergency Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, United States; Center for Forensic Science Research and Education, Fredric Rieders Family Foundation, Willow Grove, PA, United States; Department of Quantitative Health Sciences, University of Massachusetts Medical School, Worcester, MA, United States","Griswold, M.K., Division of Medical Toxicology, Department of Emergency Medicine, University of Massachusetts Medical School, Worcester, MA, United States; Chai, P.R., Division of Medical Toxicology, Department of Emergency Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, United States; Krotulski, A.J., Center for Forensic Science Research and Education, Fredric Rieders Family Foundation, Willow Grove, PA, United States; Friscia, M., Center for Forensic Science Research and Education, Fredric Rieders Family Foundation, Willow Grove, PA, United States; Chapman, B.P., Division of Medical Toxicology, Department of Emergency Medicine, University of Massachusetts Medical School, Worcester, MA, United States; Varma, N., Department of Quantitative Health Sciences, University of Massachusetts Medical School, Worcester, MA, United States; Boyer, E.W., Division of Medical Toxicology, Department of Emergency Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, United States; Logan, B.K., Center for Forensic Science Research and Education, Fredric Rieders Family Foundation, Willow Grove, PA, United States; Babu, K.M., Division of Medical Toxicology, Department of Emergency Medicine, University of Massachusetts Medical School, Worcester, MA, United States","Drug test; Fentanyl; Heroin; Oral fluid; QTOF","diamorphine; fentanyl; naloxone; narcotic analgesic agent; fentanyl; naloxone; narcotic analgesic agent; narcotic antagonist; analytical parameters; Article; clinical assessment; clinical evaluation; clinical practice; comparative study; drug screening; emergency ward; fluid intake; injury; library score; limit of detection; liquid chromatography-mass spectrometry; liquid liquid extraction; matrix assisted laser desorption ionization time of flight mass spectrometry; methodology; prescription; prospective study; qualitative analysis; research; retention time; scoring system; toxicology; urinalysis; adolescent; chemistry; drug contamination; drug overdose; female; heroin dependence; hospital emergency service; human; liquid chromatography; male; mass spectrometry; metabolism; predictive value; procedures; reproducibility; saliva; substance abuse; urine; young adult; Adolescent; Analgesics, Opioid; Chromatography, Liquid; Drug Contamination; Drug Overdose; Emergency Service, Hospital; Female; Fentanyl; Heroin Dependence; Humans; Male; Mass Spectrometry; Naloxone; Narcotic Antagonists; Predictive Value of Tests; Prospective Studies; Reproducibility of Results; Saliva; Substance Abuse Detection; Urinalysis; Young Adult","Babu, K.M.; Division of Medical Toxicology, Department of Emergency Medicine, University of Massachusetts Medical SchoolUnited States; email: kavitambabu@gmail.com","Article","Final","","Scopus","2-s2.0-85037065476","Toxicology Surveillance","Toxicology"
"Stam N.C., Gerostamoulos D., Dietze P.M., Parsons S., Smith K., Lloyd B., Pilgrim J.L.","14040951800;6602499107;7004714845;56818496900;55499767900;55313086800;26032315600;","The attribution of a death to heroin: A model to help improve the consistent and transparent classification and reporting of heroin-related deaths",2017,"Forensic Science International","281","","","18","28",NA,7,"10.1016/j.forsciint.2017.10.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032291863&doi=10.1016%2fj.forsciint.2017.10.012&partnerID=40&md5=9ac756874ccb77acba023be3a7e3915f","Department of Forensic Medicine, Monash University, Melbourne, Australia; Department of Community Emergency Health and Paramedic Practice, Monash University, Melbourne, Australia; Victorian Institute of Forensic Medicine, Melbourne, Australia; Burnet Institute, Melbourne, Australia; School of Public Health and Preventive Medicine, Monash University, Melbourne, Australia; Department of Research and Evaluation, Ambulance, Victoria, Melbourne, Australia; Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Australia; Eastern Health Clinical School, Monash University, Melbourne, Australia; Turning Point, Eastern Health, Melbourne, Australia","Stam, N.C., Department of Forensic Medicine, Monash University, Melbourne, Australia, Department of Community Emergency Health and Paramedic Practice, Monash University, Melbourne, Australia; Gerostamoulos, D., Department of Forensic Medicine, Monash University, Melbourne, Australia, Victorian Institute of Forensic Medicine, Melbourne, Australia; Dietze, P.M., Burnet Institute, Melbourne, Australia, School of Public Health and Preventive Medicine, Monash University, Melbourne, Australia; Parsons, S., Department of Forensic Medicine, Monash University, Melbourne, Australia, Victorian Institute of Forensic Medicine, Melbourne, Australia; Smith, K., Department of Community Emergency Health and Paramedic Practice, Monash University, Melbourne, Australia, Department of Research and Evaluation, Ambulance, Victoria, Melbourne, Australia, Department of Epidemiology and Preventive Medicine, Monash University, Melbourne, Australia; Lloyd, B., Eastern Health Clinical School, Monash University, Melbourne, Australia, Turning Point, Eastern Health, Melbourne, Australia; Pilgrim, J.L., Department of Forensic Medicine, Monash University, Melbourne, Australia","Attribution of death; Forensic pathology; Forensic toxicology; Heroin toxicity; Opioid toxicity; Surveillance","codeine; morphine; morphine 6 acetate; 6-O-monoacetylmorphine; codeine; morphine; morphine derivative; Article; autopsy; blood analysis; causal attribution; cause of death; cohort analysis; decision making; drowning; forensic toxicology; heroin dependence; human; intoxication; limit of detection; major clinical study; medical expert; mortality; priority journal; scoring system; sensitivity and specificity; toxicity testing; traffic accident; urinalysis; cause of death; decision support system; heroin dependence; substance abuse; Cause of Death; Codeine; Decision Support Techniques; Forensic Toxicology; Heroin Dependence; Humans; Morphine; Morphine Derivatives; Substance Abuse Detection","Stam, N.C.; Department of Forensic Medicine, Monash UniversityAustralia; email: nathan.stam@monash.edu","Article","Final","","Scopus","2-s2.0-85032291863","Toxicology Surveillance","Toxicology"
"Gummin D.D., Mowry J.B., Spyker D.A., Brooks D.E., Fraser M.O., Banner W.","6508185204;6603020299;7003603533;24342797200;57197853579;7004349057;","2016 Annual Report of the American Association of Poison Control Centers’ National Poison Data System (NPDS): 34th Annual Report",2017,"Clinical Toxicology","55","10","","1072","1252",NA,199,"10.1080/15563650.2017.1388087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035358216&doi=10.1080%2f15563650.2017.1388087&partnerID=40&md5=25b42425967230c9a11f5cf987a00c6e","Wisconsin Poison Center, Milwaukee, WI, United States; Department of Emergency Medicine, Section of Medical Toxicology, Medical College of Wisconsin, Milwaukee, WI, United States; Indiana Poison Center, Indiana University Health, Indianapolis, IN, United States; Department of Emergency Medicine, Oregon Poison Center, Oregon Health & Science University, Portland, OR, United States; Department of Biopharmaceutical Sciences, University of California, San Francisco, CA, United States; Department of Medical Toxicology, Banner University Medical Center - Phoenix, Phoenix, AZ, United States; American Association of Poison Control Centers, Alexandria, VA, United States; Oklahoma Center for Poison and Drug Information, University of Oklahoma College of Pharmacy, Oklahoma City, OK, United States","Gummin, D.D., Wisconsin Poison Center, Milwaukee, WI, United States, Department of Emergency Medicine, Section of Medical Toxicology, Medical College of Wisconsin, Milwaukee, WI, United States; Mowry, J.B., Indiana Poison Center, Indiana University Health, Indianapolis, IN, United States; Spyker, D.A., Department of Emergency Medicine, Oregon Poison Center, Oregon Health & Science University, Portland, OR, United States, Department of Biopharmaceutical Sciences, University of California, San Francisco, CA, United States; Brooks, D.E., Department of Medical Toxicology, Banner University Medical Center - Phoenix, Phoenix, AZ, United States; Fraser, M.O., American Association of Poison Control Centers, Alexandria, VA, United States; Banner, W., Oklahoma Center for Poison and Drug Information, University of Oklahoma College of Pharmacy, Oklahoma City, OK, United States","","alprazolam; amfebutamone; amitriptyline; benzodiazepine; diclofenac; diphenhydramine; domestic chemical; doxepin; enoxaparin; fentanyl; gabapentin; hydrocodone; lamotrigine; levothyroxine; linezolid; lorazepam; methadone; morphine; nortriptyline; olanzapine; oxycodone; oxycodone plus paracetamol; paracetamol; poison; quetiapine; rivaroxaban; salicylic acid; tramadol; venlafaxine; zolpidem; drug; adolescent; adult; age distribution; aged; child; chronicity; Conference Paper; data base; fatality; female; follow up; foreign body; health care facility; household; human; infant; major clinical study; male; middle aged; outcome assessment; pediatrics; poison center; preschool child; school child; sex ratio; young adult; animal; classification; epidemiology; etiology; factual database; health care management; poison center; statistics and numerical data; therapy; United States; Animals; Annual Reports as Topic; Databases, Factual; Humans; Pharmaceutical Preparations; Poison Control Centers; Poisoning; United States","Gummin, D.D.; American Association of Poison Control Centers, 515 King Street, Suite 510, United States; email: annualreport@aapcc.org","Conference Paper","Final","Open Access","Scopus","2-s2.0-85035358216","Toxicology Surveillance","Toxicology"
"Delcher C., Chen G., Wang Y., Slavova S., Goldberger B.A.","26023134200;57196191723;54992545600;15124959200;35515066600;","Fatal poisonings involving propoxyphene before and after voluntary withdrawal from the United States’ market: An analysis from the state of Florida",2017,"Forensic Science International","280","","","228","232",NA,2,"10.1016/j.forsciint.2017.10.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032226577&doi=10.1016%2fj.forsciint.2017.10.008&partnerID=40&md5=7618ccf526a498f426af232da56badfd","Department of Health Outcomes and Policy, College of Medicine, University of Florida, United States; Department of Biostatistics and Kentucky Injury Prevention and Research Center, University of Kentucky, United States; Department of Pathology, Immunology and Laboratory Medicine, College of Medicine, University of Florida, United States","Delcher, C., Department of Health Outcomes and Policy, College of Medicine, University of Florida, United States; Chen, G., Department of Health Outcomes and Policy, College of Medicine, University of Florida, United States; Wang, Y., Department of Health Outcomes and Policy, College of Medicine, University of Florida, United States; Slavova, S., Department of Biostatistics and Kentucky Injury Prevention and Research Center, University of Kentucky, United States; Goldberger, B.A., Department of Pathology, Immunology and Laboratory Medicine, College of Medicine, University of Florida, United States","Drug surveillance; Epidemiology; Opioid poisoning; Propoxyphene","dextropropoxyphene; oxycodone; dextropropoxyphene; narcotic analgesic agent; adult; age; aged; Article; comparative study; demography; drug intoxication; drug marketing; drug recall; drug surveillance program; ethnicity; female; Florida; human; major clinical study; male; medical examination; medical service; mortality rate; opiate addiction; prescription; priority journal; risk factor; sensitivity analysis; social status; substance use; toxicology; United States; accident; age distribution; drug overdose; epidemiology; middle aged; mortality; sex ratio; statistics and numerical data; suicide; Accidents; Adult; Age Distribution; Aged; Analgesics, Opioid; Dextropropoxyphene; Drug Overdose; Female; Florida; Humans; Male; Middle Aged; Poisoning; Safety-Based Drug Withdrawals; Sex Distribution; Suicide","Delcher, C.; Department of Health Outcomes and Policy, College of Medicine, University of FloridaUnited States; email: cdelcher@ufl.edu","Article","Final","","Scopus","2-s2.0-85032226577","Toxicology Surveillance","Toxicology"
"Larkin C., Griffin E., Corcoran P., McAuliffe C., Perry I.J., Arensman E.","55700840100;55773141300;7101665127;10140182800;35353505400;6603445271;","Alcohol involvement in suicide and self-harm: Findings from two innovative surveillance systems",2017,"Crisis","38","6","","413","422",NA,10,"10.1027/0227-5910/a000488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039547788&doi=10.1027%2f0227-5910%2fa000488&partnerID=40&md5=9221a053dd26205e23e578dafac41380","National Suicide Research Foundation, Cork, Ireland; School of Public Health, University College Cork, Ireland; St Patrick's Mental Health Services, Cork, Ireland","Larkin, C., National Suicide Research Foundation, Cork, Ireland; Griffin, E., National Suicide Research Foundation, Cork, Ireland; Corcoran, P., National Suicide Research Foundation, Cork, Ireland, School of Public Health, University College Cork, Ireland; McAuliffe, C., St Patrick's Mental Health Services, Cork, Ireland; Perry, I.J., School of Public Health, University College Cork, Ireland; Arensman, E., National Suicide Research Foundation, Cork, Ireland, School of Public Health, University College Cork, Ireland","Alcohol; Psychological autopsy; Registry; Self-harm; Suicide","adult; age; automutilation; drinking behavior; epidemiology; human; Ireland; male; middle aged; psychology; risk factor; sex factor; statistics and numerical data; suicide; Adult; Age Factors; Alcohol Drinking; Humans; Ireland; Male; Middle Aged; Risk Factors; Self-Injurious Behavior; Sex Factors; Suicide","Larkin, C.; Department of Emergency Medicine, LA-187, University of Massachusetts Medical SchoolUnited States; email: celine.larkin@umassmed.edu","Article","Final","","Scopus","2-s2.0-85039547788","Toxicology Surveillance","Toxicology"
"Vearrier D., Greenberg M.I.","14013613800;7402792351;","The implementation of medical monitoring programs following potentially hazardous exposures: a medico-legal perspective",2017,"Clinical Toxicology","55","9","","956","969",NA,1,"10.1080/15563650.2017.1334913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029114796&doi=10.1080%2f15563650.2017.1334913&partnerID=40&md5=31711b28f2e183032123639040ef4a34","Department of Emergency Medicine, Drexel University College of Medicine, Philadelphia, PA, United States","Vearrier, D., Department of Emergency Medicine, Drexel University College of Medicine, Philadelphia, PA, United States; Greenberg, M.I., Department of Emergency Medicine, Drexel University College of Medicine, Philadelphia, PA, United States","Environmental exposures; medical monitoring; medical screening; occupational exposures; physiologic monitoring; population surveillance; toxic torts","toxic substance; troglitazone; dangerous goods; biological monitoring; dangerous goods; disease registry; environmental exposure; health program; health survey; human; law suit; legal liability; medical literature; medical monitoring; medicolegal aspect; monitoring; occupational exposure; periodic medical examination; physiologic monitoring; preventive health service; public health; Review; screening; United States; West Virginia; adverse effects; dangerous goods; drug surveillance program; Drug-Related Side Effects and Adverse Reactions; environmental exposure; government regulation; health care policy; intoxication; legislation and jurisprudence; mass screening; medical error; occupational exposure; occupational health; procedures; program evaluation; public health; risk assessment; risk factor; toxicology; Adverse Drug Reaction Reporting Systems; Drug-Related Side Effects and Adverse Reactions; Environmental Exposure; Government Regulation; Hazardous Substances; Health Policy; Humans; Liability, Legal; Mass Screening; Medical Errors; Monitoring, Physiologic; Occupational Exposure; Occupational Health; Poisoning; Population Surveillance; Program Evaluation; Public Health; Risk Assessment; Risk Factors; Toxicology","Vearrier, D.; Department of Emergency Medicine, Drexel University College of Medicine, 245 N 15th St, NCB Suite 2108 MS #1011, United States; email: David.Vearrier@DrexelMed.edu","Review","Final","Open Access","Scopus","2-s2.0-85029114796","Toxicology Surveillance","Toxicology"
"Prado J.B., Mulay P.R., Kasner E.J., Bojes H.K., Calvert G.M.","36673596800;36673676600;55178302700;56541467300;7005626298;","Acute Pesticide-Related Illness Among Farmworkers: Barriers to Reporting to Public Health Authorities",2017,"Journal of Agromedicine","22","4","","395","405",NA,8,"10.1080/1059924X.2017.1353936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028636591&doi=10.1080%2f1059924X.2017.1353936&partnerID=40&md5=43072890b3610e616001e9ff849250da","Washington State Department of Health, Olympia, WA, United States; Florida Department of Health, Tallahassee, FL, United States; Department of Environmental and Occupational Health Sciences, University of Washington School of Public Health, Seattle, WA, United States; Texas Department of State Health Services, Austin, TX, United States; Division of Surveillance, Hazard Evaluations, and Field Studies, National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, OH, United States","Prado, J.B., Washington State Department of Health, Olympia, WA, United States; Mulay, P.R., Florida Department of Health, Tallahassee, FL, United States; Kasner, E.J., Department of Environmental and Occupational Health Sciences, University of Washington School of Public Health, Seattle, WA, United States; Bojes, H.K., Texas Department of State Health Services, Austin, TX, United States; Calvert, G.M., Division of Surveillance, Hazard Evaluations, and Field Studies, National Institute for Occupational Safety and Health, Centers for Disease Control and Prevention, Cincinnati, OH, United States","Agriculture; farmworker; occupational; pesticides; poisoning; surveillance; underreporting","pesticide; agricultural worker; agriculture; economics; education; health care delivery; human; manpower; occupational disease; occupational exposure; organization and management; public health; statistics and numerical data; Agricultural Workers' Diseases; Agriculture; Farmers; Health Services Accessibility; Humans; Occupational Exposure; Pesticides; Public Health","Calvert, G.M.; National Institute for Occupational Safety and Health, 1090 TusculumAvenue, R-17, United States; email: jac6@CDC.gov","Article","Final","","Scopus","2-s2.0-85028636591","Toxicology Surveillance","Toxicology"
"[No author name available]","[No author id available]","Correction: Medication incidents in primary care medicine: A prospective study in the Swiss Sentinel Surveillance Network (Sentinella) (BMJ Open (2017) 7 (e013658) DOI: 10.1136/bmjopen-2016-013658)",2017,"BMJ Open","7","9","013658corr1","","",NA,NA,"10.1136/bmjopen-2016-013658corr1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035023909&doi=10.1136%2fbmjopen-2016-013658corr1&partnerID=40&md5=a38563536e3867cafd852a8e84a254d5","","","","Erratum; error; erratum","","Erratum","Final","Open Access","Scopus","2-s2.0-85035023909","Toxicology Surveillance","Toxicology"
"Waits C.M., Fulcher A., Louton J.E., Richardson A.G., Becnel J.J., Xue R.-D., Estep A.S.","57015101300;56102864800;57195716097;56150002200;7005091632;57210916596;55772400800;","A Comparative Analysis of Resistance Testing Methods in Aedes albopictus (Diptera: Culicidae) from St. Johns County, Florida",2017,"Florida Entomologist","100","3","","571","577",NA,3,"10.1653/024.100.0313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029591361&doi=10.1653%2f024.100.0313&partnerID=40&md5=74c0e9c572ffc27ec2d778ef7fc867ec","Navy Entomology Center of Excellence, CMAVE Detachment, Gainesville, FL, United States; Anastasia Mosquito Control District, St. AugustineFL, United States; USDA-ARS, Center for Medical Agricultural, and Veterinary Entomology, Mosquito and Fly Research Unit, Gainesville, FL, United States; Navy Entomology Center of Excellence, Testing and Evaluation Department, NASJAX, Jacksonville, FL, United States","Waits, C.M., Navy Entomology Center of Excellence, CMAVE Detachment, Gainesville, FL, United States; Fulcher, A., Anastasia Mosquito Control District, St. AugustineFL, United States; Louton, J.E., USDA-ARS, Center for Medical Agricultural, and Veterinary Entomology, Mosquito and Fly Research Unit, Gainesville, FL, United States; Richardson, A.G., Navy Entomology Center of Excellence, Testing and Evaluation Department, NASJAX, Jacksonville, FL, United States; Becnel, J.J., USDA-ARS, Center for Medical Agricultural, and Veterinary Entomology, Mosquito and Fly Research Unit, Gainesville, FL, United States; Xue, R.-D., Anastasia Mosquito Control District, St. AugustineFL, United States; Estep, A.S., Navy Entomology Center of Excellence, CMAVE Detachment, Gainesville, FL, United States, USDA-ARS, Center for Medical Agricultural, and Veterinary Entomology, Mosquito and Fly Research Unit, Gainesville, FL, United States","Asian tiger mosquito; bifenthrin; malathion; permethrin; susceptibility","bifenthrin; bioassay; disease control; disease resistance; dose-response relationship; insecticide; larva; malathion; permethrin; testing method; toxicology; Florida [United States]; Saint Johns County; United States; Aedes albopictus; Culicidae; Diptera","Waits, C.M.; Navy Entomology Center of Excellence, CMAVE DetachmentUnited States; email: christy.waits@ars.usda.gov","Article","Final","Open Access","Scopus","2-s2.0-85029591361","Toxicology Surveillance","Toxicology"
"De Roma A., Miletti G., D'Alessio N., Rossini C., Vangone L., Galiero G., Esposito M.","16202276900;56289860800;55541470500;15074491200;57196237304;6603158418;7102693513;","Metaldehyde poisoning of companion animals: A three-year retrospective study",2017,"Journal of Veterinary Research (Poland)","61","3","","307","311",NA,4,"10.1515/jvetres-2017-0041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032360325&doi=10.1515%2fjvetres-2017-0041&partnerID=40&md5=14c270c8973cae4f3d0a8400dc72478a","Chemistry Department, Italy; Animal Health Department, Istituto Zooprofilattico Sperimentale del Mezzogiorno, Portici, Napoli, 80055, Italy","De Roma, A., Chemistry Department, Italy; Miletti, G., Animal Health Department, Istituto Zooprofilattico Sperimentale del Mezzogiorno, Portici, Napoli, 80055, Italy; D'Alessio, N., Animal Health Department, Istituto Zooprofilattico Sperimentale del Mezzogiorno, Portici, Napoli, 80055, Italy; Rossini, C., Chemistry Department, Italy; Vangone, L., Animal Health Department, Istituto Zooprofilattico Sperimentale del Mezzogiorno, Portici, Napoli, 80055, Italy; Galiero, G., Animal Health Department, Istituto Zooprofilattico Sperimentale del Mezzogiorno, Portici, Napoli, 80055, Italy; Esposito, M., Chemistry Department, Italy","Bait; Cats; Dogs; Metaldehyde; Poisoning","metaldehyde; animal tissue; Article; autopsy; cat; convulsion; disease surveillance; dog; food poisoning; hypersalivation; intoxication; mass fragmentography; nonhuman; retrospective study; toxicology; tremor; veterinarian; veterinary medicine; vomiting","","Article","Final","Open Access","Scopus","2-s2.0-85032360325","Toxicology Surveillance","Toxicology"
