"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Edward E.O., Ojeniyi J.A.","57216439138;57188695354;","A systematic literature review on digital evidence admissibility: Methodologies, challenges and research directions",2019,"2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043250","","",NA,NA,"10.1109/ICECCO48375.2019.9043250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083510107&doi=10.1109%2fICECCO48375.2019.9043250&partnerID=40&md5=9488a9e3b0704111aa31e761ee520b8f","Federal University of Technology, Department of Cyber Security Science, Minna, Nigeria","Edward, E.O., Federal University of Technology, Department of Cyber Security Science, Minna, Nigeria; Ojeniyi, J.A., Federal University of Technology, Department of Cyber Security Science, Minna, Nigeria","Digital Evidence; Digital Forensics; Evidence Admissibility; Research Database.; Systematic Review","Digital forensics; Query processing; Academic publications; Digital evidence admissibility; Meta analysis; Research fields; Systematic literature review; Digital libraries","","Conference Paper","Final","","Scopus","2-s2.0-85083510107","Digital Evidence","Digital Evidence"
"Bakhshi T.","28267483700;","Forensic of Things: Revisiting Digital Forensic Investigations in Internet of Things",2019,"2019 4th International Conference on Emerging Trends in Engineering, Sciences and Technology, ICEEST 2019","","","8981675","","",NA,NA,"10.1109/ICEEST48626.2019.8981675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081064036&doi=10.1109%2fICEEST48626.2019.8981675&partnerID=40&md5=f8c04a174958da86e3d3d88ac3d9061b","National University of Computer Emerging Sciences, Center for Information Management Cyber Security, Lahore, Pakistan","Bakhshi, T., National University of Computer Emerging Sciences, Center for Information Management Cyber Security, Lahore, Pakistan","blockchaining; cloud computing; Digital forensics; Internet of Things; software defined networking","Blockchain; Cloud computing; Computer crime; Computer forensics; Digital forensics; Electronic crime countermeasures; Forensic engineering; Laws and legislation; Network security; Software defined networking; blockchaining; Enabling technologies; Forensic investigation; Internet of Things (IOT); Law-enforcement agencies; Operational readiness; Real time monitoring; Source identification; Internet of things","Bakhshi, T.; National University of Computer Emerging Sciences, Center for Information Management Cyber SecurityPakistan; email: taimur.bakhshi@nu.edu.pk","Conference Paper","Final","","Scopus","2-s2.0-85081064036","Digital Evidence","Digital Evidence"
"Dodge A., Spencer D., Ricciardelli R., Ballucci D.","57190138387;25229487100;27067918500;24175722700;","“This isn’t your father’s police force”: Digital evidence in sexual assault investigations",2019,"Australian and New Zealand Journal of Criminology","52","4","","499","515",NA,1,"10.1177/0004865819851544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066843351&doi=10.1177%2f0004865819851544&partnerID=40&md5=2a4cfb233ff948dbdb2fb285d073a8d4","Carleton University, Ottawa, Canada; Memorial University, St. John’s, Canada; Western University, London, Canada","Dodge, A., Carleton University, Ottawa, Canada; Spencer, D., Carleton University, Ottawa, Canada; Ricciardelli, R., Memorial University, St. John’s, Canada; Ballucci, D., Western University, London, Canada","Digital criminology; digital evidence; digital forensics; policing; sexual assault; sexual violence","","Dodge, A.; Carleton UniversityCanada; email: alexandra.dodge@carleton.ca","Article","Final","","Scopus","2-s2.0-85066843351","Digital Evidence","Digital Evidence"
"Duy P.T., Do Hoang H., Thu Hien D.T., Ba Khanh N., Pham V.-H.","57202751987;57216147237;57215315509;57216163986;57193725995;","SDNLog-Foren: Ensuring the integrity and tamper resistance of log files for SDN forensics using blockchain",2019,"Proceedings - 2019 6th NAFOSTED Conference on Information and Computer Science, NICS 2019","","","9023852","416","421",NA,1,"10.1109/NICS48868.2019.9023852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082656380&doi=10.1109%2fNICS48868.2019.9023852&partnerID=40&md5=095b2cb85867a5a312601acc794b4211","University of Information Technology, VNU-HCM, Information Security Laboratory, Viet Nam","Duy, P.T., University of Information Technology, VNU-HCM, Information Security Laboratory, Viet Nam; Do Hoang, H., University of Information Technology, VNU-HCM, Information Security Laboratory, Viet Nam; Thu Hien, D.T., University of Information Technology, VNU-HCM, Information Security Laboratory, Viet Nam; Ba Khanh, N., University of Information Technology, VNU-HCM, Information Security Laboratory, Viet Nam; Pham, V.-H., University of Information Technology, VNU-HCM, Information Security Laboratory, Viet Nam","Blockchain-based security; Integrity and Tamper Resistance.; SDN forensics; SDN security; Secure log files","Access control; Blockchain; Computer forensics; Digital storage; Electronic crime countermeasures; Electronic document exchange; Personal computing; Log file; Network devices; SDN forensics; SDN security; Security enhancements; Software defined networking (SDN); Tamper resistance; Various attacks; Network security","Pham, V.-H.; University of Information Technology, VNU-HCM, Information Security LaboratoryViet Nam; email: haupv@uit.edu.vn","Conference Paper","Final","","Scopus","2-s2.0-85082656380","Digital Evidence","Digital Evidence"
"Santoro V., Mele F., Introna F., De Donno A.","22951918900;57205297185;7003289493;8319565800;","Personal identification through digital photo superimposition of dental profile: A pilot study",2019,"Journal of Forensic Odonto-Stomatology","37","3","","21","26",NA,1,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077397936&partnerID=40&md5=74489ac8554c61b53f5f96d02cba3d14","Department of Interdisciplinary Medicine, Section of Legal Medicine, Policlinico di Bari Hospital, University of Bari, Bari, Italy","Santoro, V., Department of Interdisciplinary Medicine, Section of Legal Medicine, Policlinico di Bari Hospital, University of Bari, Bari, Italy; Mele, F., Department of Interdisciplinary Medicine, Section of Legal Medicine, Policlinico di Bari Hospital, University of Bari, Bari, Italy; Introna, F., Department of Interdisciplinary Medicine, Section of Legal Medicine, Policlinico di Bari Hospital, University of Bari, Bari, Italy; De Donno, A., Department of Interdisciplinary Medicine, Section of Legal Medicine, Policlinico di Bari Hospital, University of Bari, Bari, Italy","Dental superimposition; Forensic Medicine; Forensic Odontology; Personal identification","dentistry; human; image processing; pilot study; reproducibility; software; Forensic Dentistry; Humans; Image Processing, Computer-Assisted; Pilot Projects; Reproducibility of Results; Software","Mele, F.; Department of Interdisciplinary Medicine, Section of Legal Medicine, Policlinico di Bari Hospital, University of BariItaly; email: fedemele1987@gmail.com","Article","Final","","Scopus","2-s2.0-85077397936","Digital Evidence","Digital Evidence"
"Peng W., Ding R., Xu W., Xu X., Dai F., Taciroglu E.","22942109900;57211180506;57211180108;56168023000;56704400800;6602889035;","A forensic analysis of the Florida International University pedestrian bridge collapse using incident video footages",2019,"Engineering Structures","200","","109732","","",NA,2,"10.1016/j.engstruct.2019.109732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072888619&doi=10.1016%2fj.engstruct.2019.109732&partnerID=40&md5=c280a1a4fcf87a8aa38bf79d2ed06225","College of Civil Engineering and Architecture, Zhejiang University of Technology, Hangzhou, 310014, China; Department of Civil and Environmental Engineering, West Virginia University, Morgantown, WV  26506, United States; Department of Civil and Environmental Engineering, University of California, Los Angeles, CA  90095, United States","Peng, W., College of Civil Engineering and Architecture, Zhejiang University of Technology, Hangzhou, 310014, China; Ding, R., College of Civil Engineering and Architecture, Zhejiang University of Technology, Hangzhou, 310014, China; Xu, W., College of Civil Engineering and Architecture, Zhejiang University of Technology, Hangzhou, 310014, China; Xu, X., College of Civil Engineering and Architecture, Zhejiang University of Technology, Hangzhou, 310014, China; Dai, F., Department of Civil and Environmental Engineering, West Virginia University, Morgantown, WV  26506, United States; Taciroglu, E., Department of Civil and Environmental Engineering, University of California, Los Angeles, CA  90095, United States","Bridge collapse; Finite element analysis; Forensic science; Image-based methods","Digital forensics; Finite element method; Footbridges; Forensic science; Image analysis; Bridge collapse; Collapse analysis; Florida International University; Forensic analysis; Forensic data; Image-based methods; Public domains; Video footage; Forensic engineering; bridge construction; collapse; finite element method; forensic science; image analysis; pedestrian; university sector; Florida [United States]; United States","Dai, F.; Department of Civil and Environmental Engineering, West Virginia UniversityUnited States; email: fei.dai@mail.wvu.edu","Article","Final","","Scopus","2-s2.0-85072888619","Digital Evidence","Digital Evidence"
"Horsman G.","55366646200;","Reconstructing cached video stream content:- Part 2",2019,"Digital Investigation","31","","200893","","",NA,NA,"10.1016/j.fsidi.2019.200893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076722872&doi=10.1016%2fj.fsidi.2019.200893&partnerID=40&md5=44fd59e022816c28f8ca12df52ff687b","Teesside University, Middlesbrough, Tees Valley, TS1 3BX, United Kingdom","Horsman, G., Teesside University, Middlesbrough, Tees Valley, TS1 3BX, United Kingdom","Cache; Digital forensics; Internet; Investigation; Video streaming","Crime; Image reconstruction; Internet; Video streaming; Cache; Facebook; Internet browsers; Investigation; Localised; Video contents; YouTube; Digital forensics","","Article","Final","","Scopus","2-s2.0-85076722872","Digital Evidence","Digital Evidence"
"Song C., Zeng P., Wang Z., Li T., Qiao L., Shen L.","23111298700;8837065200;55890067000;57211431170;57206729255;57210290724;","Image Forgery Detection Based on Motion Blur Estimated Using Convolutional Neural Network",2019,"IEEE Sensors Journal","19","23","8760546","11601","11611",NA,3,"10.1109/JSEN.2019.2928480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077491349&doi=10.1109%2fJSEN.2019.2928480&partnerID=40&md5=d8e1d55aa3a5c0246975de4119dc2f8c","Key Laboratory of Networked Control Systems, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, 110016, China; Liaoning Electric Power Research Institute, State Grid Liaoning Electric Power Co. Ltd., Shenyang, 110016, China; State Grid Liaoning Electric Power Co. Ltd., Shenyang, 110006, China; Institutes for Robotics and Intelligent Manufacturing, Chinese Academy of Sciences, Shenyang, 110016, China","Song, C., Key Laboratory of Networked Control Systems, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, 110016, China, Institutes for Robotics and Intelligent Manufacturing, Chinese Academy of Sciences, Shenyang, 110016, China; Zeng, P., Key Laboratory of Networked Control Systems, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, 110016, China, Institutes for Robotics and Intelligent Manufacturing, Chinese Academy of Sciences, Shenyang, 110016, China; Wang, Z., Key Laboratory of Networked Control Systems, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, 110016, China, Institutes for Robotics and Intelligent Manufacturing, Chinese Academy of Sciences, Shenyang, 110016, China; Li, T., Liaoning Electric Power Research Institute, State Grid Liaoning Electric Power Co. Ltd., Shenyang, 110016, China; Qiao, L., State Grid Liaoning Electric Power Co. Ltd., Shenyang, 110006, China; Shen, L., State Grid Liaoning Electric Power Co. Ltd., Shenyang, 110006, China","deep learning; Digital forensics; image tamper detection; motion blur","Cameras; Convolution; Deep learning; Motion estimation; Neural networks; Convolutional neural network; Image forgery detections; Motion blur; Natural images; Propagation method; Reliability estimation; Synthetic images; Tamper detection; Digital forensics","Zeng, P.; Key Laboratory of Networked Control Systems, Shenyang Institute of Automation, Chinese Academy of SciencesChina; email: zp@sia.cn","Article","Final","","Scopus","2-s2.0-85077491349","Digital Evidence","Digital Evidence"
"Hur U., Park M., Kim G., Park Y., Lee I., Kim J.","57212463372;56035968000;57205643142;57205644720;57205645320;57203325060;","Data acquisition methods using backup data decryption of Sony smartphones",2019,"Digital Investigation","31","","200890","","",NA,NA,"10.1016/j.fsidi.2019.200890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076786116&doi=10.1016%2fj.fsidi.2019.200890&partnerID=40&md5=95f5b4455fda4b04af85b97739f505f7","Dept. of Financial Information Security, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea; Dept. of Information Security, Cryptology, and Mathematics, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea; Digital Investigations Division, Prosecutors' Office, 157, Banpo-Daero, Seocho-Gu, Seoul  06590, South Korea","Hur, U., Dept. of Financial Information Security, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea; Park, M., Dept. of Financial Information Security, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea; Kim, G., Dept. of Financial Information Security, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea; Park, Y., Digital Investigations Division, Prosecutors' Office, 157, Banpo-Daero, Seocho-Gu, Seoul  06590, South Korea; Lee, I., Digital Investigations Division, Prosecutors' Office, 157, Banpo-Daero, Seocho-Gu, Seoul  06590, South Korea; Kim, J., Dept. of Financial Information Security, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea, Dept. of Information Security, Cryptology, and Mathematics, Kookmin University, 77 Jeongneung-Ro, Seongbuk-Gu, Seoul  02707, South Korea","Data decryption; Mobile forensics; Password recovery; Smartphone backup","Cryptography; Data acquisition; Smartphones; Virtual storage; Data decryption; Digital investigation; Encryption methods; Instant messages; Mobile forensics; Password recoveries; Personal information; Straight-forward method; Data mining","Kim, J.; Dept. of Financial Information Security, Kookmin University, 77 Jeongneung-Ro, South Korea; email: jskim@kookmin.ac.kr","Article","Final","","Scopus","2-s2.0-85076786116","Digital Evidence","Digital Evidence"
"Jácome-Castilla N., Villamizar-Nuñez C.","57212413989;57193545484;","Computer technique for the suitability of digital evidence in attacking an information system: Forensic analysis for the digital custody chain",2019,"Journal of Physics: Conference Series","1388","1","012027","","",NA,NA,"10.1088/1742-6596/1388/1/012027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076639213&doi=10.1088%2f1742-6596%2f1388%2f1%2f012027&partnerID=40&md5=e192cea1b3d4a772904e75450a844c7c","Grupo de Investigación Rota, Universidad Francisco de Paula Santander, Seccional Ocaña, Colombia; Universidad de Pamplona, Pamplona, Colombia","Jácome-Castilla, N., Grupo de Investigación Rota, Universidad Francisco de Paula Santander, Seccional Ocaña, Colombia; Villamizar-Nuñez, C., Universidad de Pamplona, Pamplona, Colombia","","Arts computing; Computer forensics; Engineering research; Information systems; Information use; Chain of custody; Chronological order; Computer techniques; Digital evidence; Forensic analysis; Judicial process; Research methodologies; Security incident; Information management","","Conference Paper","Final","Open Access","Scopus","2-s2.0-85076639213","Digital Evidence","Digital Evidence"
"Chyan P.","57205490593;","Design of intelligent camera-based security system with image enhancement support",2019,"Journal of Physics: Conference Series","1341","4","42009","","",NA,1,"10.1088/1742-6596/1341/4/042009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075022174&doi=10.1088%2f1742-6596%2f1341%2f4%2f042009&partnerID=40&md5=71f053c40369913137e32d555131d610","Department of Informatics Faculty of Information Technology, Atma Jaya University, Makassar, Indonesia","Chyan, P., Department of Informatics Faculty of Information Technology, Atma Jaya University, Makassar, Indonesia","","Cameras; Crime; Digital forensics; Security systems; Active security systems; Criminal activities; Digital image processing software; Intelligent cameras; Real-time information; Security and surveillances; Security procedures; Technological development; Image enhancement","Chyan, P.; Department of Informatics Faculty of Information Technology, Atma Jaya UniversityIndonesia; email: Phie_chyan@lecturer.uajm.ac.id","Conference Paper","Final","Open Access","Scopus","2-s2.0-85075022174","Digital Evidence","Digital Evidence"
