"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Kim T.H., Lee J., Kim C.-H.","56160131900;56038249000;7409875726;","Physics-inspired controllable flame animation",2016,"Visual Computer","32","6-8","","871","880",NA,3,"10.1007/s00371-016-1267-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968593878&doi=10.1007%2fs00371-016-1267-3&partnerID=40&md5=02768364df7cdd6b216e5ad3c054bb87","Interdisciplinary Program in Visual Information Processing, Korea University, Seoul, South Korea; Department of Convegence Software, Hallym University, Chuncheon, Gangwon-do, South Korea","Kim, T.H., Interdisciplinary Program in Visual Information Processing, Korea University, Seoul, South Korea; Lee, J., Department of Convegence Software, Hallym University, Chuncheon, Gangwon-do, South Korea; Kim, C.-H., Interdisciplinary Program in Visual Information Processing, Korea University, Seoul, South Korea","Flame animation; Fluid control; Physics inspired; Temperature control","Animation; Computer graphics; Economic and social effects; Electron emission; Temperature control; Burned products; Control mechanism; Dynamic movements; Fluid control; Gaseous Fuel; Target shape; Temperature and force; Velocity constraints; Combustion","Kim, C.-H.; Interdisciplinary Program in Visual Information Processing, Korea UniversitySouth Korea; email: chkim@korea.ac.kr","Article","Final","","Scopus","2-s2.0-84968593878","Explosive Scene","Explosives"
"Wiri S., Needham C.","16433098600;7005734794;","Reconstruction of improvised explosive device blast loading to personnel in the open",2016,"Shock Waves","26","3","","279","286",NA,4,"10.1007/s00193-016-0644-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961631726&doi=10.1007%2fs00193-016-0644-1&partnerID=40&md5=83d1a10e31332b45b11bd765d87cad89","Southwest Division, Applied Research Associates, Inc., 4300 San Mateo Blvd. NE, Ste. A-220, Albuquerque, NM  87110, United States","Wiri, S., Southwest Division, Applied Research Associates, Inc., 4300 San Mateo Blvd. NE, Ste. A-220, Albuquerque, NM  87110, United States; Needham, C., Southwest Division, Applied Research Associates, Inc., 4300 San Mateo Blvd. NE, Ste. A-220, Albuquerque, NM  87110, United States","Air blast effects; Air blast injury; Computational fluid dynamics; Traumatic brain injury","","Wiri, S.; Southwest Division, Applied Research Associates, Inc., 4300 San Mateo Blvd. NE, Ste. A-220, United States; email: swiri@ara.com","Article","Final","","Scopus","2-s2.0-84961631726","Explosive Scene","Explosives"
"[No author name available]","[No author id available]","Bombings and Explosions",2016,"Disasters and Public Health: Planning and Response: Second Edition","","","","159","180",NA,NA,"10.1016/B978012801980100007-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967164058&doi=10.1016%2fB978012801980100007-6&partnerID=40&md5=c9a65e1f74aa17c1b3d126149bb535c7","","","Barotrauma; Blast lung injury; High-order explosives (HEs); Low-order explosives (LEs); Primary blast injury; Quaternary blast injury; Secondary blast injury; Tertiary blast injury","","","Book Chapter","Final","","Scopus","2-s2.0-84967164058","Explosive Scene","Explosives"
"van Dam A., van Beek F.T., Aalders M.C.G., van Leeuwen T.G., Lambrechts S.A.G.","55233576300;57035207900;7003713956;7004446554;8947906300;","Techniques that acquire donor profiling information from fingermarks - A review",2016,"Science and Justice","56","2","","143","154",NA,26,"10.1016/j.scijus.2015.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960122534&doi=10.1016%2fj.scijus.2015.12.002&partnerID=40&md5=5736dd4a01464cee709d4dcd2975092a","Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, AZ Amsterdam, 1105, Netherlands; Amsterdam Center for Forensic Science and Medicine (CLHC), University of Amsterdam, XH Amsterdam, 1098, Netherlands","van Dam, A., Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, AZ Amsterdam, 1105, Netherlands; van Beek, F.T., Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, AZ Amsterdam, 1105, Netherlands; Aalders, M.C.G., Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, AZ Amsterdam, 1105, Netherlands, Amsterdam Center for Forensic Science and Medicine (CLHC), University of Amsterdam, XH Amsterdam, 1098, Netherlands; van Leeuwen, T.G., Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, AZ Amsterdam, 1105, Netherlands; Lambrechts, S.A.G., Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, AZ Amsterdam, 1105, Netherlands","Donor profiling; Fingermarks; Fingerprints; Forensic; Intelligence; Review","crime; individualization; age; blood group typing; chemistry; dermatoglyphics; diet; DNA fingerprinting; forensic science; health status; human; isolation and purification; sebum; sexual development; sweat; biological marker; cosmetic; DNA; explosive; nitric acid derivative; nitrite; Age Factors; Biomarkers; Blood Grouping and Crossmatching; Cosmetics; Dermatoglyphics; Diet; DNA; DNA Fingerprinting; Explosive Agents; Forensic Sciences; Health Status; Humans; Nitrates; Nitrites; Sebum; Sex Characteristics; Sweat","van Dam, A.; Department of Biomedical Engineering and Physics, University of Amsterdam, Academic Medical Center, Meibergdreef 9, Netherlands; email: annemiekevandam@amc.uva.nl","Review","Final","","Scopus","2-s2.0-84960122534","Explosive Scene","Explosives"
"Shulman M.E.","7102158649;","The Economy's Favored Children: The Narcissistic Relation and the Financial Crisis",2016,"International Journal of Applied Psychoanalytic Studies","13","1","","24","52",NA,2,"10.1002/aps.1408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902237103&doi=10.1002%2faps.1408&partnerID=40&md5=e5535dce5d0ed9c5e903ada0778cdd6f","117 N. First St., Ste. 113, Ann Arbor, MI  48104, United States","Shulman, M.E., 117 N. First St., Ste. 113, Ann Arbor, MI  48104, United States","Ego ideal; Financial crisis; Narcissism; Superego","","Shulman, M.E.117 N. First St., Ste. 113, United States; email: mshulmanphd@gmail.com","Article","Final","","Scopus","2-s2.0-84902237103","Explosive Scene","Explosives"
"Kauppila T.J., Flink A., Pukkila J., Ketola R.A.","7004967490;46062069100;57194481516;7004349818;","Analysis of nitrogen-based explosives with desorption atmospheric pressure photoionization mass spectrometry",2016,"Rapid Communications in Mass Spectrometry","30","4","","467","475",NA,8,"10.1002/rcm.7469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957309859&doi=10.1002%2frcm.7469&partnerID=40&md5=2f1b65cd71ae3e0aac0575a800898ed8","Division of Pharmaceutical Chemistry and Technology, Faculty of Pharmacy, University of Helsinki, P.O. Box 56FIN-00014, Finland; Crime Laboratory, National Bureau of Investigation, Vantaa, Finland; Department of Forensic Medicine, Faculty of Medicine, University of Helsinki, Finland","Kauppila, T.J., Division of Pharmaceutical Chemistry and Technology, Faculty of Pharmacy, University of Helsinki, P.O. Box 56FIN-00014, Finland; Flink, A., Division of Pharmaceutical Chemistry and Technology, Faculty of Pharmacy, University of Helsinki, P.O. Box 56FIN-00014, Finland; Pukkila, J., Crime Laboratory, National Bureau of Investigation, Vantaa, Finland; Ketola, R.A., Department of Forensic Medicine, Faculty of Medicine, University of Helsinki, Finland","","cyclonite; explosive; pentaerythrityl tetranitrate; triazine derivative; trinitrotoluene; chemistry; devices; evaluation study; mass spectrometry; procedures; Explosive Agents; Mass Spectrometry; Pentaerythritol Tetranitrate; Triazines; Trinitrotoluene","Kauppila, T.J.; Division of Pharmaceutical Chemistry and Technology, Faculty of Pharmacy, University of Helsinki, P.O. Box 56, Finland; email: tiina.kauppila@helsinki.fi","Article","Final","","Scopus","2-s2.0-84957309859","Explosive Scene","Explosives"
"Shuai L., Yuhui W.","57188968477;57216003643;","Simulation of the Explosion and the Interaction Effect between Smoke and Military Targets in the Battlefield",2016,"Proceedings - 2015 International Conference on Industrial Informatics - Computing Technology, Intelligent Technology, Industrial Information Integration, ICIICII 2015","","","7373840","285","290",NA,NA,"10.1109/ICIICII.2015.152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964378020&doi=10.1109%2fICIICII.2015.152&partnerID=40&md5=7cb15f80f8b8c87c60120919b1ed93d8","School of Mechanical Engineering and Automation, Beihang University, Beijing, China","Shuai, L., School of Mechanical Engineering and Automation, Beihang University, Beijing, China; Yuhui, W., School of Mechanical Engineering and Automation, Beihang University, Beijing, China","battlefield simulation; explosion; interaction; physical model; vortex particle; voxelization","Computational efficiency; Explosions; Information retrieval; Intelligent computing; Navier Stokes equations; Pulse shaping circuits; Rendering (computer graphics); Vortex flow; battlefield simulation; interaction; Physical model; Vortex particles; Voxelization; Smoke","","Conference Paper","Final","","Scopus","2-s2.0-84964378020","Explosive Scene","Explosives"
"Van De Wouw D.W.J.M., Dubbelman G., De With P.H.N.","55210092200;24775826100;7003945229;","Hierarchical 2.5-D Scene Alignment for Change Detection with Large Viewpoint Differences",2016,"IEEE Robotics and Automation Letters","1","1","7390007","361","368",NA,9,"10.1109/LRA.2016.2520561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058585344&doi=10.1109%2fLRA.2016.2520561&partnerID=40&md5=e40e814d1fd9c037a588fb65b91e0a67","Video Coding and Architectures Research Group, Electrical Engineering Department, Eindhoven University of Technology, Eindhoven, 5600 MB, Netherlands; ViNotion B.V., Eindhoven, Netherlands","Van De Wouw, D.W.J.M., Video Coding and Architectures Research Group, Electrical Engineering Department, Eindhoven University of Technology, Eindhoven, 5600 MB, Netherlands, ViNotion B.V., Eindhoven, Netherlands; Dubbelman, G., Video Coding and Architectures Research Group, Electrical Engineering Department, Eindhoven University of Technology, Eindhoven, 5600 MB, Netherlands; De With, P.H.N., ViNotion B.V., Eindhoven, Netherlands","Computer Vision for Transportation; Intelligent Transportation Systems; Surveillance Systems","Cameras; Explosives; Explosives detection; Intelligent systems; Intelligent vehicle highway systems; Real time systems; Accurate registration; Alignment algorithms; Improvised explosive devices; Intelligent transportation systems; Local image registration; Operating condition; Surveillance systems; Trajectory deviation; Image reconstruction","","Article","Final","","Scopus","2-s2.0-85058585344","Explosive Scene","Explosives"
"Fuchs F., Hugger S., Jarvis J., Yang Q.K., Ostendorf R., Schilling Ch., Bronner W., Driad R., Aidam R., Wagner J.","7101777620;25931531900;55314626700;7404076083;24344844900;24072067900;56248438900;7003284143;55960361600;55855171100;","Imaging standoff trace detection of explosives using IR-laser based backscattering",2016,"Proceedings of SPIE - The International Society for Optical Engineering","9836","","98362I","","",NA,4,"10.1117/12.2223581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991474978&doi=10.1117%2f12.2223581&partnerID=40&md5=e6b4dd04b548319df7b011f7ccd91e42","Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany","Fuchs, F., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Hugger, S., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Jarvis, J., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Yang, Q.K., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Ostendorf, R., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Schilling, Ch., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Bronner, W., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Driad, R., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Aidam, R., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Wagner, J., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany","Active hyperspectral imaging; External cavity quantum cascade lasers; Mid-infrared spectroscopy; Stand-off detection of explosives","Explosives detection; Infrared devices; Infrared spectroscopy; Liquid lasers; Nanotechnology; Quantum cascade lasers; Semiconductor lasers; Spectroscopy; Trace analysis; External cavity; Forensic investigation; Hyperspectral Imaging; Mid-infrared spectroscopy; Precursor materials; Real-world scenario; Spectral information; Standoff detection; Explosives","","Conference Paper","Final","","Scopus","2-s2.0-84991474978","Explosive Scene","Explosives"
"G-Michael T., Tucker J.D., Roberts R.G.","35956112400;22958925000;7404281139;","Statistically normalized coherent change detection for synthetic aperture sonar imagery",2016,"Proceedings of SPIE - The International Society for Optical Engineering","9823","","98231T","","",NA,NA,"10.1117/12.2223793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982091008&doi=10.1117%2f12.2223793&partnerID=40&md5=528a48ad0bc836e7dbcdca6dc64e8757","Naval Surface Warfare Center Panama City Division, United States; Sandia National Laboratories, United States; Florida State University, United States","G-Michael, T., Naval Surface Warfare Center Panama City Division, United States; Tucker, J.D., Sandia National Laboratories, United States; Roberts, R.G., Florida State University, United States","Coherent change detection; Multi-pass coherence processing; Synthetic aperture sonar","Chemical detection; Errors; Explosives; Explosives detection; Feature extraction; Pattern recognition; Pixels; Signal detection; Sonar; Speckle; Statistical tests; Surveys; Synthetic aperture sonar; Synthetic apertures; Coherence estimation; Coherent change detection; Coherent processing; Degree of similarity; Environmental conditions; Multi-pass; Pixel intensity correlation; Synthetic aperture sonar (SAS); Image processing","G-Michael, T.; Naval Surface Warfare Center Panama City DivisionUnited States; email: tesfaye.g-michael@navy.mil","Conference Paper","Final","","Scopus","2-s2.0-84982091008","Explosive Scene","Explosives"
"Hugger S., Fuchs F., Jarvis J., Yang Q.K., Rattunde M., Ostendorf R., Schilling C., Driad R., Bronner W., Aidam R., Wagner J., Tybussek T., Rieblinger K.","25931531900;7101777620;55314626700;7404076083;8259974600;24344844900;24072067900;7003284143;56248438900;55960361600;55855171100;57191109699;35743503200;","Quantum cascade laser based active hyperspectral imaging for standoff detection of chemicals on surfaces",2016,"Proceedings of SPIE - The International Society for Optical Engineering","9755","","97550A","","",NA,8,"10.1117/12.2210913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982123058&doi=10.1117%2f12.2210913&partnerID=40&md5=1857df209ecf71762e4d4423f2eeecac","Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Fraunhofer Institute for Process Engineering and Packaging IVV, Giggenhauser Straße 35, Freising, 85354, Germany","Hugger, S., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Fuchs, F., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Jarvis, J., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Yang, Q.K., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Rattunde, M., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Ostendorf, R., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Schilling, C., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Driad, R., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Bronner, W., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Aidam, R., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Wagner, J., Fraunhofer Institute for Applied Solid State Physics IAF, Tullastrasse 72, Freiburg, 79108, Germany; Tybussek, T., Fraunhofer Institute for Process Engineering and Packaging IVV, Giggenhauser Straße 35, Freising, 85354, Germany; Rieblinger, K., Fraunhofer Institute for Process Engineering and Packaging IVV, Giggenhauser Straße 35, Freising, 85354, Germany","active hyperspectral imaging; External cavity quantum cascade lasers; food quality.; mid-infrared spectroscopy; stand-off detection of explosives","Chemical detection; Explosives; Explosives detection; Infrared devices; Infrared spectroscopy; Liquid lasers; Nanoelectronics; Semiconductor lasers; Spectroscopy; External cavity; Food quality; Hyperspectral Imaging; Mid-infrared spectroscopy; Standoff detection; Quantum cascade lasers","","Conference Paper","Final","","Scopus","2-s2.0-84982123058","Explosive Scene","Explosives"
"Simic D., Andjelic U., Kneževic D., Savic K., Draganic V., Sirovatka R., Tomic L.","56460968100;57188859398;55671551900;57188848278;57188846477;56575057000;36164910800;","Thermobaric effects of cast composite explosives of different charge masses and dimensions",2016,"Central European Journal of Energetic Materials","13","1","","161","182",NA,3,"10.22211/cejem/64970","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963831857&doi=10.22211%2fcejem%2f64970&partnerID=40&md5=575a3287603345a35dffd9b103d2ba48","Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Technical Test Centre, Vojvode Stepe 445, Belgrade, 11000, Serbia","Simic, D., Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Andjelic, U., Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Kneževic, D., Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Savic, K., Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Draganic, V., Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Sirovatka, R., Military Technical Institute, Ratka Resanovica 1, Belgrade, 11000, Serbia; Tomic, L., Technical Test Centre, Vojvode Stepe 445, Belgrade, 11000, Serbia","Infrared camera; Maximum overpressure; Pressure impulse; Shock wave in air; Thermal effect; Thermal imaging","Cameras; Detonation; High speed cameras; Infrared imaging; Pressure effects; Shock waves; Thermal effects; Detonation velocity; Explosion products; Explosive charges; Infra-red cameras; Overpressure; Pressure impulse; Thermobaric effects; Thermobaric explosive; Explosives","Simic, D.; Military Technical Institute, Ratka Resanovica 1, Serbia; email: simic_danica@yahoo.com","Article","Final","Open Access","Scopus","2-s2.0-84963831857","Explosive Scene","Explosives"
"Almaviva S., Palucci A., Lazic V., Menicucci I., Nuvoli M., Pistilli M., De Dominicis L.","24480403200;7003629984;7004389297;6507456222;6504405156;55967367600;6701313862;","Laser-induced breakdown spectroscopy for the remote detection of explosives at level of fingerprints",2016,"Proceedings of SPIE - The International Society for Optical Engineering","9899","","98990R","","",NA,NA,"10.1117/12.2225907","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997294960&doi=10.1117%2f12.2225907&partnerID=40&md5=9e29b6b6113b4fb7dac5d4555bfef507","ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy","Almaviva, S., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy; Palucci, A., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy; Lazic, V., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy; Menicucci, I., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy; Nuvoli, M., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy; Pistilli, M., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy; De Dominicis, L., ENEA Diagnostics and Metrology Laboratory, FSN-TECFIS-DIM, Via E. Fermi 45, Frascati, 00044, Italy","laser spectroscopy; LIBS spectroscopy; nitro-based explosives; stand-off explosives detection","Atomic emission spectroscopy; Explosives detection; Laser induced breakdown spectroscopy; Laser spectroscopy; Nitrates; Palmprint recognition; Urea; Application of laser; Detection and discriminations; High magnifications; Interfering substances; Nitro-based explosives; Spectral differences; Stand-off; Stand-off distance (SoD); Explosives","","Conference Paper","Final","","Scopus","2-s2.0-84997294960","Explosive Scene","Explosives"
"Plodpradista P., Keller J.M., Popescu M.","56315504300;7403486724;7201384279;","Road detection in arid environments using uniformly distributed random based features",2016,"Proceedings of SPIE - The International Society for Optical Engineering","9823","","982315","","",NA,NA,"10.1117/12.2224080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982131490&doi=10.1117%2f12.2224080&partnerID=40&md5=9e41f4ae1d8aa7beddf3c41f11e59bd4","University of Missouri, Electrical and Computer Engineering Department, Columbia, MO, United States; University of Missouri, Health Management and Informatics Department, Columbia, MO, United States","Plodpradista, P., University of Missouri, Electrical and Computer Engineering Department, Columbia, MO, United States; Keller, J.M., University of Missouri, Electrical and Computer Engineering Department, Columbia, MO, United States; Popescu, M., University of Missouri, Health Management and Informatics Department, Columbia, MO, United States","Principal component analysis; Random projection; Random selection; Road detection","Algorithms; Explosives; Explosives detection; Feature extraction; Hazards; Image segmentation; Off road vehicles; Roads and streets; Transportation; Computational costs; Computational resources; Dimensionality reduction; Dimensionality reduction method; Explosive hazard detections; Random projections; Random selection; Road detection; Principal component analysis","","Conference Paper","Final","","Scopus","2-s2.0-84982131490","Explosive Scene","Explosives"
"Ye W.-X.","56493927500;","Investigation and Identification of Fire Caused by Setting off Fireworks",2016,"Procedia Engineering","135","","","427","430",NA,NA,"10.1016/j.proeng.2016.01.151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971268480&doi=10.1016%2fj.proeng.2016.01.151&partnerID=40&md5=dd16242d5f27b91150c4fc48fbe8ca9a","Department of Fire Engineering, Chinese People's Armed Police Academy, Lang fang, 065000, China","Ye, W.-X., Department of Fire Engineering, Chinese People's Armed Police Academy, Lang fang, 065000, China","fire disasters; fire investigation; fireworks","Explosives; Fire extinguishers; Fires; Fire disasters; Fire inspection; Fire investigation; Fire origin; Fire spread; fireworks; Flying objects; Meteorological condition; Fire protection","Ye, W.-X.; Department of Fire Engineering, Chinese People's Armed Police AcademyChina; email: wjxy_ywx@126.com","Conference Paper","Final","Open Access","Scopus","2-s2.0-84971268480","Explosive Scene","Explosives"
"Bahouth H., Or-Haim S., Ben-Ishay O., Frydman J., Kluger Y.","6505593624;57191286752;35147668400;16047680000;55360783700;","Fluid resuscitation in mass casualty incident",2016,"Orthopedics in Disasters: Orthopedic Injuries in Natural Disasters and Mass Casualty Events","","","","177","184",NA,NA,"10.1007/978-3-662-48950-5_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988584556&doi=10.1007%2f978-3-662-48950-5_16&partnerID=40&md5=14f5d215cc12e6fdd5d5648b5e47679a","Department of Surgery, Rambam Health Care Campus, Haifa, 31096, Israel","Bahouth, H., Department of Surgery, Rambam Health Care Campus, Haifa, 31096, Israel; Or-Haim, S., Department of Surgery, Rambam Health Care Campus, Haifa, 31096, Israel; Ben-Ishay, O., Department of Surgery, Rambam Health Care Campus, Haifa, 31096, Israel; Frydman, J., Department of Surgery, Rambam Health Care Campus, Haifa, 31096, Israel; Kluger, Y., Department of Surgery, Rambam Health Care Campus, Haifa, 31096, Israel","","","Kluger, Y.; Department of Surgery, Rambam Health Care CampusIsrael; email: y_kluger@rambam.health.gov.il","Book Chapter","Final","","Scopus","2-s2.0-84988584556","Explosive Scene","Explosives"
"Tapia Frade A., Matellanes Lazo M., Berdón Prieto P., Martín Guerra E.","56278374700;56040717900;57191878577;57191874315;","Neuroscience in political communication: An experiment in political discourse in Spain [Neurociencia en comunicación política: Un experimento sobre los discursos políticos en España]",2016,"Opcion","32","79","","50","66",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994407030&partnerID=40&md5=46db4e09b3f0683d54398f29259ad022","Universidad Loyola Andalucía, Spain; Universidad Europea Miguel de Cervantes-UEMC, Spain; Comunicación Singula, Spain; CEO Sociograph Neuromarketing, Spain","Tapia Frade, A., Universidad Loyola Andalucía, Spain; Matellanes Lazo, M., Universidad Europea Miguel de Cervantes-UEMC, Spain; Berdón Prieto, P., Comunicación Singula, Spain; Martín Guerra, E., CEO Sociograph Neuromarketing, Spain","Attention; Emotion; Neuroscience; Political communication","","","Article","Final","","Scopus","2-s2.0-84994407030","Explosive Scene","Explosives"
"Williams M., Wallis S., Komatsu T., Tanaka G., Oji T., Clark N.","7410004679;7102589178;7402653173;55886925600;6603922836;57198370802;","Dragons, brimstone and the geology of a volcanic arc on the island of the last Samurai, Kyushu, Japan",2016,"Geology Today","32","1","","21","26",NA,1,"10.1111/gto.12124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000608445&doi=10.1111%2fgto.12124&partnerID=40&md5=7b4298af79f427c922681f468e0f14d3","Department of Geology, University of Leicester, Leicester, LE1 7RH, United Kingdom; Graduate School of Environmental Studies, Nagoya University, Chikusa-ku, Nagoya, 464-8601, Japan; Graduate School of Science and Technology, Kumamoto University, 2-39-1, Kurokami, Kumamoto, 860-8555, Japan; Center for Marine Environment Studies, Kumamoto University, Kamiamakusa City, Kumamoto, 861-6102, Japan; The Nagoya University Museum, Nagoya University, Chikusa-ku, Nagoya, 464-8601, Japan","Williams, M., Department of Geology, University of Leicester, Leicester, LE1 7RH, United Kingdom, Graduate School of Environmental Studies, Nagoya University, Chikusa-ku, Nagoya, 464-8601, Japan; Wallis, S., Graduate School of Environmental Studies, Nagoya University, Chikusa-ku, Nagoya, 464-8601, Japan; Komatsu, T., Graduate School of Science and Technology, Kumamoto University, 2-39-1, Kurokami, Kumamoto, 860-8555, Japan; Tanaka, G., Center for Marine Environment Studies, Kumamoto University, Kamiamakusa City, Kumamoto, 861-6102, Japan; Oji, T., The Nagoya University Museum, Nagoya University, Chikusa-ku, Nagoya, 464-8601, Japan; Clark, N., Graduate School of Environmental Studies, Nagoya University, Chikusa-ku, Nagoya, 464-8601, Japan","","","Williams, M.; Department of Geology, University of LeicesterUnited Kingdom; email: mri@leicester.ac.uk","Article","Final","","Scopus","2-s2.0-85000608445","Explosive Scene","Explosives"
"Chetti S.O., Malve M.K., Daundkar B.B.","57201027438;6507129948;15041853800;","Crime scene management of low intensity explosion near Air India Colony",2016,"Journal of Forensic Medicine and Toxicology","33","2","","110","112",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042911920&partnerID=40&md5=ae2779623c510b98907619fdfbaa96af","Direc. Forensic Science Laboratories, Vidyanagari, Kalina Santacruz (E), Mumbai, 400098, India","Chetti, S.O., Direc. Forensic Science Laboratories, Vidyanagari, Kalina Santacruz (E), Mumbai, 400098, India; Malve, M.K., Direc. Forensic Science Laboratories, Vidyanagari, Kalina Santacruz (E), Mumbai, 400098, India; Daundkar, B.B., Direc. Forensic Science Laboratories, Vidyanagari, Kalina Santacruz (E), Mumbai, 400098, India","Air India colony blast; Explosion by remote; Gun powder bomb; Helicopter bomb; IED","aluminum; gunpowder; metal; polyethylene; potassium nitrate; silver; sulfur; adult; Article; blood; crime; explosion; human; incidence; male; photography; powder; victim; young adult","","Article","Final","","Scopus","2-s2.0-85042911920","Explosive Scene","Explosives"
