"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Zhou Z., Zare R.N.","57189370179;35355951800;","Personal information from latent fingerprints using desorption electrospray ionization mass spectrometry and machine learning",2017,"Analytical Chemistry","89","2","","1369","1372",NA,33,"10.1021/acs.analchem.6b04498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026739370&doi=10.1021%2facs.analchem.6b04498&partnerID=40&md5=d90465b100d9d965191967cfa947388f","Department of Chemistry, Stanford University, Stanford, CA  94305-5080, United States","Zhou, Z., Department of Chemistry, Stanford University, Stanford, CA  94305-5080, United States; Zare, R.N., Department of Chemistry, Stanford University, Stanford, CA  94305-5080, United States","","Adaptive boosting; Artificial intelligence; Desorption; Forensic science; Ionization; Learning systems; Mass spectrometry; Spectrometry; Desorption electrospray ionization mass spectrometries; Gradient boosting; Latent fingerprint; Lipid composition; Machine learning models; Personal information; Spatial patterns; Tandem mass spectrometry; Electrospray ionization","Zare, R.N.; Department of Chemistry, Stanford UniversityUnited States; email: zare@stanford.edu","Article","Final","","Scopus","2-s2.0-85026739370","Paint-Glass","Paint-Glass"
"Jasenak B.","56149518300;","Demonstration of UV LED versatility when paired with molded UV transmitting glass optics to produce unique irradiance patterns",2017,"Proceedings of SPIE - The International Society for Optical Engineering","10124","","101240U","","",NA,NA,"10.1117/12.2252941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020249432&doi=10.1117%2f12.2252941&partnerID=40&md5=7f874a45523152784743786e15c4ad46","Kopp Glass, 2108 Palmer Street, Pittsburgh, PA  15218, United States","Jasenak, B., Kopp Glass, 2108 Palmer Street, Pittsburgh, PA  15218, United States","Glass; Optics; Ultraviolet; UV; UV Curing; UV Germicidal Irradiation; UV LED; UV LED Optics; UV Optics; UV Transmitting Glass","Curing; Diodes; Fused silica; Glass; Irradiation; Lenses; Light; Light sources; Lighting; Nondestructive examination; Optical instrument lenses; Optics; Refractive index; Solid state devices; LED optics; Simulation studies; Total internal reflections; Two Dimensional (2 D); Ultraviolet; Ultraviolet light-emitting diodes; UV optics; UV-curing; Light emitting diodes","Jasenak, B.; Kopp Glass, 2108 Palmer Street, United States","Conference Paper","Final","","Scopus","2-s2.0-85020249432","Paint-Glass","Paint-Glass"
"Nagornov M.N., Leonova E.N., Kucha A.S.","6506605220;55199049000;57195953196;","The specific features of the blood stains on the water-lubricated surfaces",2017,"Sudebno-Meditsinskaya Ekspertiza","60","5","","15","17",NA,1,"10.17116/sudmed201760515-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030459441&doi=10.17116%2fsudmed201760515-17&partnerID=40&md5=67e4fafd1695d4ede6c7cfdea28770cb","Department of Forensic Medicine, I.M. Sechenov First Moscow State Medical University, Ministry of Health of the Russian Federation, Moscow, 119991, Russian Federation","Nagornov, M.N., Department of Forensic Medicine, I.M. Sechenov First Moscow State Medical University, Ministry of Health of the Russian Federation, Moscow, 119991, Russian Federation; Leonova, E.N., Department of Forensic Medicine, I.M. Sechenov First Moscow State Medical University, Ministry of Health of the Russian Federation, Moscow, 119991, Russian Federation; Kucha, A.S., Department of Forensic Medicine, I.M. Sechenov First Moscow State Medical University, Ministry of Health of the Russian Federation, Moscow, 119991, Russian Federation","Blood droplet; Blood stains; Wet and moderately lubricated surface","blood; forensic medicine; human; procedures; surface tension; Blood; Forensic Medicine; Humans; Surface Tension","","Article","Final","Open Access","Scopus","2-s2.0-85030459441","Paint-Glass","Paint-Glass"
"Stotesbury T., Taylor M.C., Jermy M.C.","55329458400;56291797900;6603348158;","Passive Drip Stain Formation Dynamics of Blood onto Hard Surfaces and Comparison with Simple Fluids for Blood Substitute Development and Assessment",2017,"Journal of Forensic Sciences","62","1","","74","82",NA,6,"10.1111/1556-4029.13217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998996294&doi=10.1111%2f1556-4029.13217&partnerID=40&md5=aee34eb9721808228ab85c40ad378953","Forensic Science, The University of Auckland, Auckland, 1011, New Zealand; Christchurch Service Centre, Institute of Environmental Science and Research Ltd., 27 Creyke Road, Ilam, Christchurch, 8041, New Zealand; Department of Mechanical Engineering, The University of Canterbury, Ilam, Christchurch, 8041, New Zealand","Stotesbury, T., Forensic Science, The University of Auckland, Auckland, 1011, New Zealand; Taylor, M.C., Christchurch Service Centre, Institute of Environmental Science and Research Ltd., 27 Creyke Road, Ilam, Christchurch, 8041, New Zealand; Jermy, M.C., Department of Mechanical Engineering, The University of Canterbury, Ilam, Christchurch, 8041, New Zealand","bloodstain pattern analysis; droplet spreading; forensic science; passive drop; spines and scallops; stain diameter; synthetic blood substitutes","water; animal; biological model; biophysics; blood stain; comparative study; forensic science; hardness; human; pig; surface property; surface tension; viscosity; Animals; Biophysical Phenomena; Blood Stains; Forensic Sciences; Hardness; Humans; Models, Biological; Surface Properties; Surface Tension; Swine; Viscosity; Water","Stotesbury, T.; Forensic Science, The University of AucklandNew Zealand; email: theresastotes@trentu.ca","Article","Final","","Scopus","2-s2.0-84998996294","Paint-Glass","Paint-Glass"
"Doniec A., Klepczynski B., Niewiadomski L., Swi<U+0229>tek M.","57203179412;57203184692;57203180069;34871017000;","Methods of recovering three-dimensional impression evidence in snow from the perspective of applying new technologies [Metody zabezpieczenia wgl<U+0229>bionych sladów traseologicznych na sniegu w perspektywie zastosowania nowych technologii]",2017,"Z Zagadnien Nauk Sadowych","110","","","169","180",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050856698&partnerID=40&md5=b820050ea18ed11b8a091fdf06b45e9e","Institute of Forensic Research, Ul. Westerplatte 9, Kraków, PL 31-033, Poland; Military Gendarmerie Training Centre, Minsk Mazowiecki, Poland","Doniec, A., Institute of Forensic Research, Ul. Westerplatte 9, Kraków, PL 31-033, Poland; Klepczynski, B., Military Gendarmerie Training Centre, Minsk Mazowiecki, Poland; Niewiadomski, L., Military Gendarmerie Training Centre, Minsk Mazowiecki, Poland; Swi<U+0229>tek, M., Institute of Forensic Research, Ul. Westerplatte 9, Kraków, PL 31-033, Poland","3D imaging; 3d scanning; Impression evidence in snow","calcium sulfate; carbon; carbon black; cement; ferromagnetic material; paint; paraffin; snow; sulfur; unclassified drug; wax; aerosol; Article; computer assisted tomography; image analysis; laser microscopy; photography; snow impression; three dimensional imaging; three dimensional impression; weather","Doniec, A.; Institute of Forensic Research, Ul. Westerplatte 9, Poland; email: adoniec@ies.krakow.pl","Article","Final","","Scopus","2-s2.0-85050856698","Paint-Glass","Paint-Glass"
"Yu Y., Yan L., Xia Z.","57193122022;55248400800;7402151552;","Non-toxic luminescent Au Nanoclusters@Montmorillonite nanocomposites powders for latent fingerprint development",2017,"RSC Advances","7","79","","50106","50112",NA,14,"10.1039/c7ra09444b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032961410&doi=10.1039%2fc7ra09444b&partnerID=40&md5=f41f1eca41c7aaee3c07ec122c378373","School of Criminal Investigation, Southwest University of Political Science and Law, Forensic Science Engineering Research Center of Universities in Chongqing, Chongqing, 401120, China; School of Bioengineering, Chongqing University, Chongqing, 400044, China","Yu, Y., School of Criminal Investigation, Southwest University of Political Science and Law, Forensic Science Engineering Research Center of Universities in Chongqing, Chongqing, 401120, China, School of Bioengineering, Chongqing University, Chongqing, 400044, China; Yan, L., School of Criminal Investigation, Southwest University of Political Science and Law, Forensic Science Engineering Research Center of Universities in Chongqing, Chongqing, 401120, China; Xia, Z., School of Bioengineering, Chongqing University, Chongqing, 400044, China","","Absorption spectroscopy; Clay minerals; Fluorescence; Fluorescence spectroscopy; Gold; Infrared spectroscopy; Nanoclusters; Nanocomposites; Nanostructured materials; Plastic products; Stainless steel; Toxicity; Chemical features; Forensic detection; Individual identification; Latent fingerprint; Layered Structures; Montmorillonite nanocomposites; Porcelain enamel; UV-visible absorption spectroscopy; Cesium compounds","Yan, L.; School of Criminal Investigation, Southwest University of Political Science and Law, Forensic Science Engineering Research Center of Universities in ChongqingChina; email: yanlei@swupl.edu.cn","Article","Final","Open Access","Scopus","2-s2.0-85032961410","Paint-Glass","Paint-Glass"
"Svetlolobov D.Y., Luzanova I.S., Zorin Y.V., Makarov I.Y., Lorents A.S.","57196088694;6507658172;57196094160;24774555900;55624256300;","The possibilities for determining the shooting distance by means of inductively coupled plasma optical emission spectrometry",2017,"Sudebno-Meditsinskaya Ekspertiza","60","3","","9","12",NA,1,"10.17116/sudmed20176039-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031777894&doi=10.17116%2fsudmed20176039-12&partnerID=40&md5=ccfa1dff2300fcd99d87bf9de2181617","Bureau of Forensic Medical Expertisem Moscow Health Department, Moscow, 107023, Russian Federation; Federal State Budgetary Institution, Russian Federal Centre of Forensic Medical Expertise, Ministry of Health of the Russia, Moscow, 125284, Russian Federation","Svetlolobov, D.Y., Bureau of Forensic Medical Expertisem Moscow Health Department, Moscow, 107023, Russian Federation; Luzanova, I.S., Bureau of Forensic Medical Expertisem Moscow Health Department, Moscow, 107023, Russian Federation; Zorin, Y.V., Bureau of Forensic Medical Expertisem Moscow Health Department, Moscow, 107023, Russian Federation; Makarov, I.Y., Federal State Budgetary Institution, Russian Federal Centre of Forensic Medical Expertise, Ministry of Health of the Russia, Moscow, 125284, Russian Federation; Lorents, A.S., Federal State Budgetary Institution, Russian Federal Centre of Forensic Medical Expertise, Ministry of Health of the Russia, Moscow, 125284, Russian Federation","Expertise of gunshot damages; Forensic medical ballistics; Methods of ballistic studies; Of inductively coupled plasma optical emission spectrometry","ballistics; devices; differential diagnosis; expert witness; firearm; gunshot injury; human; mass spectrometry; procedures; Diagnosis, Differential; Expert Testimony; Firearms; Forensic Ballistics; Humans; Mass Spectrometry; Wounds, Gunshot","","Article","Final","Open Access","Scopus","2-s2.0-85031777894","Paint-Glass","Paint-Glass"
"Perlea P., Suciu I., Dimitriu B., Preoteasa E., Preoteasa E.A., Constantinescu B., Stan D., Chiojdeanu C., Gurban D., Scafes A., Daina L.G., Suciu R.I.","55954134600;57163124600;26431915000;6602323806;35357482200;55963898600;56940439500;24376437400;25122178100;36006562400;24172600900;57200013733;","Reassessment of standardless XRF and PIXE analysis of some dental materials used in endodontics and orthodontics",2017,"Romanian Journal of Physics","62","9-10","705","","",19,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038847817&partnerID=40&md5=56cb119ccb5e792527ec8916e9dbce63","Carol Davila University of Medicine and Pharmacy Dental Medicine Faculty, Bucharest, Romania; Faculty of Medicine and Pharmacy, University of Oradea, Romania; Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania","Perlea, P., Carol Davila University of Medicine and Pharmacy Dental Medicine Faculty, Bucharest, Romania; Suciu, I., Carol Davila University of Medicine and Pharmacy Dental Medicine Faculty, Bucharest, Romania; Dimitriu, B., Carol Davila University of Medicine and Pharmacy Dental Medicine Faculty, Bucharest, Romania; Preoteasa, E.; Preoteasa, E.A., Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania; Constantinescu, B., Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania; Stan, D., Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania; Chiojdeanu, C., Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania; Gurban, D., Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania; Scafes, A., Horia Hulubei National Institute for Physics and Nuclear Engineering, Bucharest, Romania; Daina, L.G., Faculty of Medicine and Pharmacy, University of Oradea, Romania; Suciu, R.I., Carol Davila University of Medicine and Pharmacy Dental Medicine Faculty, Bucharest, Romania","Approximate corrections; Biocompatibility; Dentistry; Endodontic Ca(OH)2 preparations; Forensic applications; Orthodontic glass ionomer cements; Repair cements and sealers; Specimen and reference materials preparation; Thick target; XRF and PIXE standardless multielemental analysis; Zinc phospahate cements","","Preoteasa, E.A.; Horia Hulubei National Institute for Physics and Nuclear EngineeringRomania; email: eugenpreoteasa@gmail.com","Article","Final","","Scopus","2-s2.0-85038847817","Paint-Glass","Paint-Glass"
"Wang W., Liu F., Guo T., Ren Y.","56032175000;57161192700;54904690900;56032477500;","Temporal integration based visual cryptography scheme and its application",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10431 LNCS","","","406","419",NA,3,"10.1007/978-3-319-64185-0_30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028462811&doi=10.1007%2f978-3-319-64185-0_30&partnerID=40&md5=79c16ef2861009c70f209dc043f9607f","State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; School of Information Science and Technology, University of International Relations, Beijing, China; School of Information Management, Beijing Information Science and Technology University, Beijing, 100192, China","Wang, W., State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China, School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Liu, F., State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China, School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Guo, T., School of Information Science and Technology, University of International Relations, Beijing, China; Ren, Y., School of Information Management, Beijing Information Science and Technology University, Beijing, 100192, China","Critical fusion frequency; Human visual system; Information security display; Visual cryptography scheme","Cryptography; Display devices; Electronic crime countermeasures; Image processing; Security of data; Critical fusion frequency; Display technologies; Human Visual System; Human visual systems; Image secret sharing; Secret information; Temporal integration; Visual cryptography schemes; Digital forensics","Wang, W.; State Key Laboratory of Information Security, Institute of Information Engineering, Chinese Academy of SciencesChina; email: wangwen@iie.ac.cn","Conference Paper","Final","","Scopus","2-s2.0-85028462811","Paint-Glass","Paint-Glass"
"Hasanzadeh M., Shadjou N., Marandi M.","6507104474;24777300900;57190165649;","Graphene quantum dots functionalized by chitosan and ß-cyclodextrin: An advanced nanocomposite for sensing of multi-analytes at physiological pH",2017,"Journal of Nanoscience and Nanotechnology","17","7","","4598","4607",NA,18,"10.1166/jnn.2017.13779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016627205&doi=10.1166%2fjnn.2017.13779&partnerID=40&md5=078d13121f2bff7a1ed14e7ab012f7f1","Drug Applied Research Center, Tabriz University of Medical Sciences, Tabriz, 51664, Iran; Pharmaceutical Analysis Research Center, Tabriz University of Medical Sciences, Tabriz, 51664, Iran; Department of Nanochemistry, Nano Technology Research Center, Urmia University, Urmia, 57154, Iran; Department of Nano Technology, Faculty of Science, Urmia University, Urmia, 57154, Iran","Hasanzadeh, M., Drug Applied Research Center, Tabriz University of Medical Sciences, Tabriz, 51664, Iran, Pharmaceutical Analysis Research Center, Tabriz University of Medical Sciences, Tabriz, 51664, Iran; Shadjou, N., Department of Nanochemistry, Nano Technology Research Center, Urmia University, Urmia, 57154, Iran, Department of Nano Technology, Faculty of Science, Urmia University, Urmia, 57154, Iran; Marandi, M., Department of Nanochemistry, Nano Technology Research Center, Urmia University, Urmia, 57154, Iran","Amino acid; Electrochemistry; Graphene quantum dots; Nanocomposite; Physiologically-relevant compounds","Amines; Amino acids; Ascorbic acid; Carbon; Chitin; Chitosan; Cyclodextrins; Electrocatalysis; Electrochemical electrodes; Electrochemical sensors; Electrochemistry; Electrodes; Glass; Graphene; Nanocomposites; Nanocrystals; Neurophysiology; Organic acids; pH; Physiology; Semiconductor quantum dots; Control experiments; Cyclic voltamograms; Electrochemical performance; Environmental Monitoring; Modified glassy carbon electrode; Personal health care; Physiologically-relevant compounds; Recognition efficiency; Glass membrane electrodes","Hasanzadeh, M.; Drug Applied Research Center, Tabriz University of Medical SciencesIran","Article","Final","","Scopus","2-s2.0-85016627205","Paint-Glass","Paint-Glass"
"Ribeiro M.F.M., Oiye É.N., Katayama J.M.T., Ipólito A.J., De Oliveira M.F.","57129831400;33568143300;57201802311;56117387400;7202819650;","Simple and fast analysis of LSD By cyclic voltammetry in aqueous medium",2017,"ECS Transactions","80","10","","1259","1268",NA,3,"10.1149/08010.1259ecst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046155111&doi=10.1149%2f08010.1259ecst&partnerID=40&md5=c6bf0e087f90440d419a7d20d74894a0","Universidade de São Paulo, Avenida Bandeirantes, Ribeirão Preto – SP, 3900, Brazil; Núcleo de Perícias Criminalísticas de Ribeirão Preto, Ribeirão Preto, SP, 14015-040, Brazil","Ribeiro, M.F.M., Universidade de São Paulo, Avenida Bandeirantes, Ribeirão Preto – SP, 3900, Brazil, Núcleo de Perícias Criminalísticas de Ribeirão Preto, Ribeirão Preto, SP, 14015-040, Brazil; Oiye, É.N., Universidade de São Paulo, Avenida Bandeirantes, Ribeirão Preto – SP, 3900, Brazil, Núcleo de Perícias Criminalísticas de Ribeirão Preto, Ribeirão Preto, SP, 14015-040, Brazil; Katayama, J.M.T., Universidade de São Paulo, Avenida Bandeirantes, Ribeirão Preto – SP, 3900, Brazil, Núcleo de Perícias Criminalísticas de Ribeirão Preto, Ribeirão Preto, SP, 14015-040, Brazil; Ipólito, A.J., Universidade de São Paulo, Avenida Bandeirantes, Ribeirão Preto – SP, 3900, Brazil, Núcleo de Perícias Criminalísticas de Ribeirão Preto, Ribeirão Preto, SP, 14015-040, Brazil; De Oliveira, M.F., Universidade de São Paulo, Avenida Bandeirantes, Ribeirão Preto – SP, 3900, Brazil, Núcleo de Perícias Criminalísticas de Ribeirão Preto, Ribeirão Preto, SP, 14015-040, Brazil","","Chlorine compounds; Electrolytes; Glass membrane electrodes; Potassium compounds; Solutions; Concentration levels; Electrochemical analysis; Extraction solution; Glassy carbon electrodes; Limits of detection; Supporting electrolyte; Voltammetric measurements; Voltammetric methods; Cyclic voltammetry","De Oliveira, M.F.; Universidade de São Paulo, Avenida Bandeirantes, Brazil; email: marcelex@ffclrp.usp.br","Conference Paper","Final","","Scopus","2-s2.0-85046155111","Paint-Glass","Paint-Glass"
"Schyma C., Bauer K., Brünig J., Schwendener N., Müller R.","7003395370;57190440099;6507201052;44061961600;57190436943;","Visualization of the powder pocket and its influence on staining in firearm barrels in experimental contact shots",2017,"International Journal of Legal Medicine","131","1","","167","172",NA,10,"10.1007/s00414-016-1419-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979971022&doi=10.1007%2fs00414-016-1419-z&partnerID=40&md5=c5fe51c5d51afa2f04205a9fee8e28eb","Institute of Forensic Medicine, University of Bern, Bühlstr. 20, Bern, 3012, Switzerland; Criminal Investigation Service of the Cantonal Police Department of Bern, Nordring 30, Bern, 3013, Switzerland","Schyma, C., Institute of Forensic Medicine, University of Bern, Bühlstr. 20, Bern, 3012, Switzerland; Bauer, K., Institute of Forensic Medicine, University of Bern, Bühlstr. 20, Bern, 3012, Switzerland; Brünig, J., Institute of Forensic Medicine, University of Bern, Bühlstr. 20, Bern, 3012, Switzerland; Schwendener, N., Institute of Forensic Medicine, University of Bern, Bühlstr. 20, Bern, 3012, Switzerland; Müller, R., Criminal Investigation Service of the Cantonal Police Department of Bern, Nordring 30, Bern, 3013, Switzerland","Backspatter; Contact shot; Powder pocket; Soot cavity; Suicide","soot; ballistics; biological model; firearm; gunshot injury; human; image processing; procedures; soot; videorecording; Firearms; Forensic Ballistics; Humans; Image Processing, Computer-Assisted; Models, Biological; Soot; Video Recording; Wounds, Gunshot","Schyma, C.; Institute of Forensic Medicine, University of Bern, Bühlstr. 20, Switzerland; email: christian.schyma@irm.unibe.ch","Article","Final","","Scopus","2-s2.0-84979971022","Paint-Glass","Paint-Glass"
"Conti C., Realini M., Colombo C., Botteon A., Bertasa M., Striova J., Barucci M., Matousek P.","35395864300;6602126191;56979460300;55796253700;56674611700;15021497700;8711280500;7005659005;","Determination of thickness of thin turbid painted over-layers using micro-scale spatially offset Raman spectroscopy",2016,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","374","2082","20160049","","",NA,8,"10.1098/rsta.2016.0049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994218560&doi=10.1098%2frsta.2016.0049&partnerID=40&md5=82c8753791c541e693057b74c470fd4e","Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Milan, 20125, Italy; Istituto Nazionale di Ottica and LENS, Consiglio Nazionale delle Ricerche (CNR), Università di Firenze, Via Nello Carrara 1, Sesto Fiorentino, 50019, Italy; Research Complex at Harwell, Central Laser Facility, STFC Rutherford Appleton Laboratory, Harwell, Oxford, OX11 0QX, United Kingdom","Conti, C., Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Milan, 20125, Italy; Realini, M., Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Milan, 20125, Italy; Colombo, C., Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Milan, 20125, Italy; Botteon, A., Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Milan, 20125, Italy; Bertasa, M., Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Milan, 20125, Italy; Striova, J., Istituto Nazionale di Ottica and LENS, Consiglio Nazionale delle Ricerche (CNR), Università di Firenze, Via Nello Carrara 1, Sesto Fiorentino, 50019, Italy; Barucci, M., Istituto Nazionale di Ottica and LENS, Consiglio Nazionale delle Ricerche (CNR), Università di Firenze, Via Nello Carrara 1, Sesto Fiorentino, 50019, Italy; Matousek, P., Research Complex at Harwell, Central Laser Facility, STFC Rutherford Appleton Laboratory, Harwell, Oxford, OX11 0QX, United Kingdom","Cultural heritage; Non-invasive; Optical coherence tomography; Spatially offset raman spectroscopy; Thickness","Calibration; Chemical analysis; Forecasting; Functional polymers; Optical tomography; Raman spectroscopy; Tomography; Cross sectional analysis; Cultural heritage objects; Cultural heritages; Non-invasive; Paint layer thickness; Raman microscopy; Spatially offset raman spectroscopies; Thickness; Spectrum analysis","Conti, C.; Istituto per la Conservazione E la Valorizzazione Dei Beni Culturali (ICVBC), Consiglio Nazionale delle Ricerche, Via Cozzi 53, Italy; email: conti@icvbc.cnr.it","Article","Final","Open Access","Scopus","2-s2.0-84994218560","Paint-Glass","Paint-Glass"
"Durga Devi S., Nataraja Moorthy T., Harun R.B., Daud M.Z.","57192646889;56582644900;57192646038;57192640054;","Experimental study to determine angle of fire on selected solid targets by 9mm semi-automatic pistol",2016,"Malaysian Applied Biology","45","2","","87","92",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006964281&partnerID=40&md5=5b9220f080905dfa903b7e8b8412998f","Department of Diagnostics and Allied Health Sciences, FHLS, Management and Science University, Shah Alam, Selangor, Malaysia; Faculty of Health and Life Sciences, Management and Science University, Shah Alam, Selangor, Malaysia; Ballistics Division, Polis Di Raja Malaysia, Bukit Aman, Kuala Lumpur, Malaysia; Management and Science University, Shah Alam, Selangor, Malaysia","Durga Devi, S., Department of Diagnostics and Allied Health Sciences, FHLS, Management and Science University, Shah Alam, Selangor, Malaysia; Nataraja Moorthy, T., Faculty of Health and Life Sciences, Management and Science University, Shah Alam, Selangor, Malaysia; Harun, R.B., Ballistics Division, Polis Di Raja Malaysia, Bukit Aman, Kuala Lumpur, Malaysia; Daud, M.Z., Management and Science University, Shah Alam, Selangor, Malaysia","9 mm pistol; Firearms; Forensic science; Solid targets","","Nataraja Moorthy, T.; Faculty of Health and Life Sciences, Management and Science UniversityMalaysia; email: natrajamoorthy@rediffmail.com","Article","Final","","Scopus","2-s2.0-85006964281","Paint-Glass","Paint-Glass"
"Bumbrah G.S.","42761053000;","Small particle reagent (SPR) method for detection of latent fingermarks: A review",2016,"Egyptian Journal of Forensic Sciences","6","4","","328","332",NA,8,"10.1016/j.ejfs.2016.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994400065&doi=10.1016%2fj.ejfs.2016.09.001&partnerID=40&md5=b05f819401f59ac4377ca16c51e6606c","Department of Forensic Science, Punjabi University, Patiala, 147002, India","Bumbrah, G.S., Department of Forensic Science, Punjabi University, Patiala, 147002, India","Latent fingermarks; Non-porous surfaces; Small particle reagent; Suspension material; Wet powdering method","","","Review","Final","Open Access","Scopus","2-s2.0-84994400065","Paint-Glass","Paint-Glass"
"Vasu Vasudevan R., Britton J.","57203886964;57203882758;","Forensic engineering analyses of a home fire",2016,"Journal of the National Academy of Forensic Engineers","33","2","","75","88",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053390593&partnerID=40&md5=f1832c8e1acfe3a33230250e01735f96","6440 Sky Pointe Dr., #140-492, Las Vegas, NV  89131, United States","Vasu Vasudevan, R., 6440 Sky Pointe Dr., #140-492, Las Vegas, NV  89131, United States; Britton, J.","Egress times; Fire cause; Fire dynamics simulator (FDS); Fire origin; Fires by electrical failures; First fuel; Forensic engineering; Ignition; Smoke-detector activation","Chemical activation; Computer software; Forensic engineering; Ignition; Smoke; Smoke detectors; Egress times; Electrical failures; Fire dynamics simulator; Fire origin; Smoke detector activation; Fires","","Article","Final","","Scopus","2-s2.0-85053390593","Paint-Glass","Paint-Glass"
"Shafi H., Imran M., Faisal Usman H., Sarwar M., Ashraf Tahir M.","56708453400;55506207000;57192294515;36995467700;57192294555;","Eight fatalities due to drinking methanol-tainted alcohol in Pakistan: A case report",2016,"Egyptian Journal of Forensic Sciences","6","4","","515","519",NA,3,"10.1016/j.ejfs.2016.06.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003434248&doi=10.1016%2fj.ejfs.2016.06.004&partnerID=40&md5=0bf3722459ee95962775b4d8eade9677","Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Lahore, 53700, Pakistan","Shafi, H., Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Lahore, 53700, Pakistan; Imran, M., Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Lahore, 53700, Pakistan; Faisal Usman, H., Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Lahore, 53700, Pakistan; Sarwar, M., Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Lahore, 53700, Pakistan; Ashraf Tahir, M., Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Lahore, 53700, Pakistan","Adulterated; Fatal intoxication; Flame ionization detector; Gas chromatography; Headspace; Methanol","","Imran, M.; Forensic Toxicology Department, Punjab Forensic Science Agency, Thokar Niaz Baig, Multan Road, Pakistan; email: imranfstox@gmail.com","Article","Final","Open Access","Scopus","2-s2.0-85003434248","Paint-Glass","Paint-Glass"
