"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Junkins E.N., Speck M., Carter D.O.","56740996400;56242070300;7402372823;","The microbiology, pH, and oxidation reduction potential of larval masses in decomposing carcasses on Oahu, Hawaii",2019,"Journal of Forensic and Legal Medicine","67","","","37","48",NA,2,"10.1016/j.jflm.2019.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070517539&doi=10.1016%2fj.jflm.2019.08.001&partnerID=40&md5=f76ae9b3673cf149c7c725cf5ce08167","Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 3140 Waialae Avenue, Honolulu, HI  96816, United States; Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 3140 Waialae Avenue, Honolulu, HI  96816, United States","Junkins, E.N., Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 3140 Waialae Avenue, Honolulu, HI  96816, United States; Speck, M., Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 3140 Waialae Avenue, Honolulu, HI  96816, United States; Carter, D.O., Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 3140 Waialae Avenue, Honolulu, HI  96816, United States","Decomposition; Forensic microbiology; Forensic taphonomy; Oxidation reduction potential; Postmortem interval; Postmortem microbiome","RNA 16S; RNA 16S; Actinobacteria; animal tissue; archaeon; Article; Bacteroidetes; carcass; Clostridiaceae; Clostridium; community structure; decomposition; domestic pig; Enterococcaceae; Enterococcus; environmental factor; environmental temperature; Euryarchaeota; Firmicutes; Hawaii; high throughput sequencing; humidity; Lactobacillaceae; Lactobacillus; larva; maggot; microbial community; microbial diversity; microbiology; nonhuman; oxidation reduction potential; Peptostreptococcaceae; Peptostreptococcus; pH; Proteobacteria; RNA sequence; savanna; taphonomy; temperature; Xanthomonadaceae; animal; animal model; bacterium; chemistry; feeding behavior; forensic pathology; genetics; larva; microflora; oxidation reduction reaction; pH; pig; postmortem change; sequence analysis; zoology; Animals; Bacteria; Entomology; Feeding Behavior; Forensic Pathology; Hawaii; Hydrogen-Ion Concentration; Larva; Microbiota; Models, Animal; Oxidation-Reduction; Postmortem Changes; RNA, Ribosomal, 16S; Sequence Analysis, RNA; Swine","Carter, D.O.; Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, 3140 Waialae Avenue, United States; email: david.carter@chaminade.edu","Article","Final","","Scopus","2-s2.0-85070517539","Forensic Geoscience","Forensic Geoscience"
"Andronowski J.M., Mundorff A.Z., Davis R.A., Price E.W.","56847805400;14630712500;57210442569;37038288900;","Application of X-ray photoelectron spectroscopy to examine surface chemistry of cancellous bone and medullary contents to refine bone sample selection for nuclear DNA analysis",2019,"Journal of Analytical Atomic Spectrometry","34","10","","2074","2082",NA,NA,"10.1039/c9ja00203k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073112920&doi=10.1039%2fc9ja00203k&partnerID=40&md5=18ff7076f469648884a3ab7a40c9c5d4","Department of Biology, University of Akron, Akron, OH  44325, United States; Department of Anthropology, University of Tennessee, Knoxville, Knoxville, TN  37996, United States; Department of Chemistry, University of Saskatchewan, Saskatoon, SK, Canada","Andronowski, J.M., Department of Biology, University of Akron, Akron, OH  44325, United States; Mundorff, A.Z., Department of Anthropology, University of Tennessee, Knoxville, Knoxville, TN  37996, United States; Davis, R.A., Department of Biology, University of Akron, Akron, OH  44325, United States; Price, E.W., Department of Chemistry, University of Saskatchewan, Saskatoon, SK, Canada","","Aluminum; Calcium; Carbon; Chemical analysis; DNA; Infiltration; Phosphorus; Photoelectrons; Photons; Soils; Surface chemistry; Tissue; X ray photoelectron spectroscopy; Aluminum contents; Atomic percentage; Biological tissues; Chemistry analysis; Cortical bone tissues; Elemental compositions; Skeletal elements; Soil infiltration; Bone","Andronowski, J.M.; Department of Biology, University of AkronUnited States; email: jandronowski@uakron.edu","Article","Final","","Scopus","2-s2.0-85073112920","Forensic Geoscience","Forensic Geoscience"
"Wisana I.D.G.H., Winarko, Pramono B.","57208838832;57212133790;57212147985;","Design of digital percolation meter to determine the water absorption rate (the technology of environmental health)",2019,"Indian Journal of Forensic Medicine and Toxicology","13","4","","1551","1556",NA,NA,"10.5958/0973-9130.2019.00523.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076002196&doi=10.5958%2f0973-9130.2019.00523.1&partnerID=40&md5=33e5aaedc254d690c0e17a57e56a9a58","Electromedical Engineering Department, Health Polytechnic of Surabaya, Indonesia; Health Enviromental Department, Health Polytechnic of Surabaya, Indonesia; Health Enviromental Department, Health Polytechnic of Jakarta II, Indonesia","Wisana, I.D.G.H., Electromedical Engineering Department, Health Polytechnic of Surabaya, Indonesia; Winarko, Health Enviromental Department, Health Polytechnic of Surabaya, Indonesia; Pramono, B., Health Enviromental Department, Health Polytechnic of Jakarta II, Indonesia","Absorption time; Percolation; Soil; Water level","absorption; Article; equipment design; false negative result; false positive result; gravity; information processing; investigative procedures; measurement; percolation test; software design; soil absorption; water absorption; water supply","","Article","Final","","Scopus","2-s2.0-85076002196","Forensic Geoscience","Forensic Geoscience"
"Nolan A.-N.D., Mead R.J., Maker G., Bringans S., Speers S.J.","57202254110;57207916724;25947683100;23984064200;6602281333;","The impact of environmental factors on the production of peptides in mammalian decomposition fluid in relation to the estimation of post-mortem interval: A summer/winter comparison in Western Australia",2019,"Forensic Science International","303","","109957","","",NA,NA,"10.1016/j.forsciint.2019.109957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072349348&doi=10.1016%2fj.forsciint.2019.109957&partnerID=40&md5=ee6ebb37b161d07e139c232cfdcde81e","Medical, Molecular and Forensic Sciences, Murdoch UniversityWestern Australia  6150, Australia; Proteomics International, PO Box 3009, Broadway, Nedlands, Western Australia  6009, Australia","Nolan, A.-N.D., Medical, Molecular and Forensic Sciences, Murdoch UniversityWestern Australia  6150, Australia; Mead, R.J., Medical, Molecular and Forensic Sciences, Murdoch UniversityWestern Australia  6150, Australia; Maker, G., Medical, Molecular and Forensic Sciences, Murdoch UniversityWestern Australia  6150, Australia; Bringans, S., Proteomics International, PO Box 3009, Broadway, Nedlands, Western Australia  6009, Australia; Speers, S.J., Medical, Molecular and Forensic Sciences, Murdoch UniversityWestern Australia  6150, Australia","Decomposition; Peptides; Post-mortem interval; Proteins","beta enolase; creatine kinase; enolase; hemoglobin alpha chain; hemoglobin beta chain; peptide; rain; unclassified drug; peptide; protein; adult; animal tissue; Article; autolysis; body fluid; cadaver; controlled study; death; decomposition fluid; domestic pig; environmental factor; environmental temperature; female; high performance liquid chromatography; nonhuman; peptide analysis; peptide synthesis; postmortem interval; priority journal; protein content; protein degradation; quantitative analysis; seasonal variation; soil; summer; time of flight mass spectrometry; time since death; Western Australia; winter; animal; animal model; Australia; body fluid; chemistry; forensic pathology; liquid chromatography; mass spectrometry; pig; postmortem change; season; Animals; Australia; Body Fluids; Chromatography, Liquid; Forensic Pathology; Mass Spectrometry; Models, Animal; Peptides; Postmortem Changes; Proteins; Seasons; Swine","Nolan, A.-N.D.; Medical, Molecular and Forensic Sciences, Murdoch UniversityAustralia; email: Ashley.Nolan@murdoch.edu.au","Article","Final","","Scopus","2-s2.0-85072349348","Forensic Geoscience","Forensic Geoscience"
"Irlam R.C., Parkin M.C., Brabazon D.P., Beardah M.S., O'Donnell M., Barron L.P.","57193189344;7005104365;55882869400;6506163935;57208755025;12753795900;","Improved determination of femtogram-level organic explosives in multiple matrices using dual-sorbent solid phase extraction and liquid chromatography-high resolution accurate mass spectrometry",2019,"Talanta","203","","","65","76",NA,8,"10.1016/j.talanta.2019.05.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065711797&doi=10.1016%2fj.talanta.2019.05.047&partnerID=40&md5=9dfc4221c634feaca29bc9e429760fda","King's Forensics, School of Population Health & Environmental Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom; Eurofins Forensic Services, Teddington, Middlesex, United Kingdom; Advanced Processing Technology Research Centre, Dublin City University, Dublin 9, Ireland; Forensic Explosives Laboratory, Dstl, Fort Halstead, Sevenoaks, Kent, United Kingdom","Irlam, R.C., King's Forensics, School of Population Health & Environmental Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom; Parkin, M.C., King's Forensics, School of Population Health & Environmental Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom, Eurofins Forensic Services, Teddington, Middlesex, United Kingdom; Brabazon, D.P., Advanced Processing Technology Research Centre, Dublin City University, Dublin 9, Ireland; Beardah, M.S., Forensic Explosives Laboratory, Dstl, Fort Halstead, Sevenoaks, Kent, United Kingdom; O'Donnell, M., Forensic Explosives Laboratory, Dstl, Fort Halstead, Sevenoaks, Kent, United Kingdom; Barron, L.P., King's Forensics, School of Population Health & Environmental Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, London, SE1 9NH, United Kingdom","Complex matrices; Explosives; High resolution accurate mass spectrometry; Sample preparation; Solid phase extraction","Alumina; Aluminum oxide; Blood; Explosives; Explosives detection; Liquid chromatography; Mass spectrometry; Oils and fats; Phase separation; Recovery; Sorbents; Sorption; Complex matrices; Environmental toxicity; High resolution; Highly sensitive detections; Performance assessment; Sample preparation; Solid-phase extraction; Transformation products; Extraction","Barron, L.P.; King's Forensics, School of Population Health & Environmental Sciences, Faculty of Life Sciences & Medicine, King's College London, 150 Stamford Street, United Kingdom; email: leon.barron@kcl.ac.uk","Article","Final","Open Access","Scopus","2-s2.0-85065711797","Forensic Geoscience","Forensic Geoscience"
"[No author name available]","[No author id available]","AIP Conference Proceedings",2019,"AIP Conference Proceedings","2158","","","","",256,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072832619&partnerID=40&md5=e8452f11bb498386e4a019b8f4936959","","","","","","Conference Review","Final","","Scopus","2-s2.0-85072832619","Forensic Geoscience","Forensic Geoscience"
"Hou X., Zhang W., Wang Y.","7402838804;57202137090;57189603362;","Determination of Femtogram-Level Plutonium Isotopes in Environmental and Forensic Samples with High-Level Uranium Using Chemical Separation and ICP-MS/MS Measurement",2019,"Analytical Chemistry","91","18","","11553","11561",NA,4,"10.1021/acs.analchem.9b01347","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072351889&doi=10.1021%2facs.analchem.9b01347&partnerID=40&md5=16af83406787b7b85d9a319fd9edc454","State Key Laboratory of Loess and Quaternary Geology, Shaanxi Key Laboratory of Accelerator Mass Spectrometry Technology and Application, Xi'an AMS Center, Institute of Earth Environment, Chinese Academy of Sciences, Xian, 710061, China; Center for Nuclear Technologies, Technical University of Denmark, DTU Nutech, Roskilde, DK-4000, Denmark; CAS, Center of Excellence in Quaternary Science and Global Change, Xian, 710061, China; University of Chinese Academy of Sciences, Beijing, 100049, China; Open Studio for Oceanic-Continental Climate and Environment Changes, Pilot National Laboratory for Marine Science and Technology, Qingdao, 266061, China","Hou, X., State Key Laboratory of Loess and Quaternary Geology, Shaanxi Key Laboratory of Accelerator Mass Spectrometry Technology and Application, Xi'an AMS Center, Institute of Earth Environment, Chinese Academy of Sciences, Xian, 710061, China, Center for Nuclear Technologies, Technical University of Denmark, DTU Nutech, Roskilde, DK-4000, Denmark, CAS, Center of Excellence in Quaternary Science and Global Change, Xian, 710061, China, Open Studio for Oceanic-Continental Climate and Environment Changes, Pilot National Laboratory for Marine Science and Technology, Qingdao, 266061, China; Zhang, W., State Key Laboratory of Loess and Quaternary Geology, Shaanxi Key Laboratory of Accelerator Mass Spectrometry Technology and Application, Xi'an AMS Center, Institute of Earth Environment, Chinese Academy of Sciences, Xian, 710061, China, University of Chinese Academy of Sciences, Beijing, 100049, China; Wang, Y., State Key Laboratory of Loess and Quaternary Geology, Shaanxi Key Laboratory of Accelerator Mass Spectrometry Technology and Application, Xi'an AMS Center, Institute of Earth Environment, Chinese Academy of Sciences, Xian, 710061, China, University of Chinese Academy of Sciences, Beijing, 100049, China","","Carbon dioxide; Forensic science; Hydrides; Inductively coupled plasma mass spectrometry; Isotopes; Mass spectrometers; Nuclear fuels; Plutonium; Separation; Separators; Certified reference materials; Chemical separation; Collision/reaction cell; Critical challenges; Decontamination factors; Environmental sample; Orders of magnitude; Plutonium isotopes; Uranium compounds","Hou, X.; State Key Laboratory of Loess and Quaternary Geology, Shaanxi Key Laboratory of Accelerator Mass Spectrometry Technology and Application, Xi'an AMS Center, Institute of Earth Environment, Chinese Academy of SciencesChina; email: xiho@dtu.dk","Article","Final","","Scopus","2-s2.0-85072351889","Forensic Geoscience","Forensic Geoscience"
"Sullivan C., Thomas P., Stuart B.","57201358640;57191194634;7102231958;","An atomic force microscopy investigation of plastic wrapping materials of forensic relevance buried in soil environments",2019,"Australian Journal of Forensic Sciences","51","5","","596","605",NA,1,"10.1080/00450618.2018.1450893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044451634&doi=10.1080%2f00450618.2018.1450893&partnerID=40&md5=5ecd9e7af65f54b93b4de55f2f597a33","Centre for Forensic Science, University of Technology Sydney, Ultimo, Australia; School of Mathematical and Physical Sciences, University of Technology Sydney, Ultimo, Australia","Sullivan, C., Centre for Forensic Science, University of Technology Sydney, Ultimo, Australia; Thomas, P., School of Mathematical and Physical Sciences, University of Technology Sydney, Ultimo, Australia; Stuart, B., Centre for Forensic Science, University of Technology Sydney, Ultimo, Australia","Atomic force microscopy;; burial; poly(vinyl chloride);; polyethylene;; soil;","plastic; plasticizer; polyethylene; polymer; polyvinylchloride; Article; atomic force microscopy; degradation; environmental factor; soil; soil acidity; soil moisture; soil temperature; surface property","Stuart, B.; Centre for Forensic Science, University of Technology SydneyAustralia; email: barbara.stuart@uts.edu.au","Article","Final","","Scopus","2-s2.0-85044451634","Forensic Geoscience","Forensic Geoscience"
"de Caritat P., Simpson T., Woods B.","7003524094;57201312909;56346620500;","Predictive Soil Provenancing (PSP): An Innovative Forensic Soil Provenance Analysis Tool",2019,"Journal of Forensic Sciences","64","5","","1359","1369",NA,1,"10.1111/1556-4029.14060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064714313&doi=10.1111%2f1556-4029.14060&partnerID=40&md5=a42e8156a34c76c2849c4c92a8ca2ff9","Australian Federal Police, GPO Box 401, Canberra, ACT  2601, Australia; National Centre for Forensic Studies, University of Canberra, Bruce, ACT  2617, Australia; Geoscience Australia, GPO Box 378, Canberra, ACT  2601, Australia","de Caritat, P., Australian Federal Police, GPO Box 401, Canberra, ACT  2601, Australia, National Centre for Forensic Studies, University of Canberra, Bruce, ACT  2617, Australia, Geoscience Australia, GPO Box 378, Canberra, ACT  2601, Australia; Simpson, T., Australian Federal Police, GPO Box 401, Canberra, ACT  2601, Australia; Woods, B., Australian Federal Police, GPO Box 401, Canberra, ACT  2601, Australia, National Centre for Forensic Studies, University of Canberra, Bruce, ACT  2617, Australia","forensic science; Geographic Information System; raster operation; search area; soil attribute grid; soil forensics","","de Caritat, P.; Geoscience Australia, GPO Box 378, Australia; email: Patrice.deCaritat@ga.gov.au","Article","Final","Open Access","Scopus","2-s2.0-85064714313","Forensic Geoscience","Forensic Geoscience"
"Wisniewski K.D., Cooper N., Heaton V., Hope C., Pirrie D., Mitten A.J., Pringle J.K.","56427645600;57207260713;36460997400;57193988428;7004099181;57200316166;7103088432;","The Search for “Fred”: An Unusual Vertical Burial Case",2019,"Journal of Forensic Sciences","64","5","","1530","1539",NA,2,"10.1111/1556-4029.14035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062334173&doi=10.1111%2f1556-4029.14035&partnerID=40&md5=e7445f137362a0981543021a744d52be","School of Geography, Geology and Environment, Keele University, Keele, ST5 5BG, United Kingdom; Department of Criminal Justice and Forensics, School of Law, Policing& Forensics, Science Centre, Staffordshire University, Leek Road, Stoke on Trent, ST4 2DF, United Kingdom; School of Chemical and Physical Sciences, Keele University, Keele, ST5 5BG, United Kingdom; School of Applied Science, University of South Wales, Pontypridd, Rhondda Cynon Taff, CF37 4AT, United Kingdom","Wisniewski, K.D., School of Geography, Geology and Environment, Keele University, Keele, ST5 5BG, United Kingdom, Department of Criminal Justice and Forensics, School of Law, Policing& Forensics, Science Centre, Staffordshire University, Leek Road, Stoke on Trent, ST4 2DF, United Kingdom; Cooper, N., School of Geography, Geology and Environment, Keele University, Keele, ST5 5BG, United Kingdom; Heaton, V., School of Chemical and Physical Sciences, Keele University, Keele, ST5 5BG, United Kingdom; Hope, C., School of Geography, Geology and Environment, Keele University, Keele, ST5 5BG, United Kingdom; Pirrie, D., School of Applied Science, University of South Wales, Pontypridd, Rhondda Cynon Taff, CF37 4AT, United Kingdom; Mitten, A.J., School of Geography, Geology and Environment, Keele University, Keele, ST5 5BG, United Kingdom; Pringle, J.K., School of Geography, Geology and Environment, Keele University, Keele, ST5 5BG, United Kingdom","cold case; EM; excavation; forensic science; geoscience; ground penetrating radar","burial; case report; electric conductivity; electromagnetism; environmental monitoring; forensic science; human; male; police; procedures; telecommunication; Burial; Electric Conductivity; Electromagnetic Phenomena; Environmental Monitoring; Forensic Sciences; Humans; Male; Police; Radar","Wisniewski, K.D.; School of Geography, Geology and Environment, Keele UniversityUnited Kingdom; email: kristopher.wisniewski@staffs.ac.uk","Article","Final","","Scopus","2-s2.0-85062334173","Forensic Geoscience","Forensic Geoscience"
"Dibner H., Mangca Valdez C., Carter D.O.","57205548796;57205546543;7402372823;","An Experiment to Characterize the Decomposer Community Associated with Carcasses (Sus scrofa domesticus) on Oahu, Hawaii",2019,"Journal of Forensic Sciences","64","5","","1412","1420",NA,4,"10.1111/1556-4029.14009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060483007&doi=10.1111%2f1556-4029.14009&partnerID=40&md5=d537281e7d1a4224344595a5a5f4c953","Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, Honolulu, HI  96816, United States; SNA International, supporting Defense POW/MIA Accounting Agency Laboratory, Joint Base Pearl Harbor-Hickam, Honolulu, HI  96853, United States; Division of Social Sciences, University of Hawaii – West Oahu, Kapolei, HI  96707, United States","Dibner, H., Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, Honolulu, HI  96816, United States, SNA International, supporting Defense POW/MIA Accounting Agency Laboratory, Joint Base Pearl Harbor-Hickam, Honolulu, HI  96853, United States; Mangca Valdez, C., Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, Honolulu, HI  96816, United States, Division of Social Sciences, University of Hawaii – West Oahu, Kapolei, HI  96707, United States; Carter, D.O., Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of Honolulu, Honolulu, HI  96816, United States","anaerobic bacteria; Clostridium; decomposition; forensic microbiology; forensic science; forensic taphonomy; Herpestes javanicus; medicolegal death investigation; mongoose; scavenging","sodium; animal; chemistry; Diptera; feeding behavior; forensic pathology; Hawaii; humidity; larva; microbiology; mongoose; pH; pig; postmortem change; skin; temperature; Animals; Diptera; Feeding Behavior; Forensic Pathology; Hawaii; Herpestidae; Humidity; Hydrogen-Ion Concentration; Larva; Postmortem Changes; Skin; Sodium; Swine; Temperature","Carter, D.O.; Laboratory of Forensic Taphonomy, Forensic Sciences Unit, Division of Natural Sciences and Mathematics, Chaminade University of HonoluluUnited States; email: david.carter@chaminade.edu","Article","Final","Open Access","Scopus","2-s2.0-85060483007","Forensic Geoscience","Forensic Geoscience"
"Ellsworth W.L., Giardini D., Townend J., Ge S., Shimamoto T.","7003621623;57210221967;7006285096;7201714304;7202990860;","Triggering of the Pohang, Korea, Earthquake (Mw 5.5) by enhanced geothermal system stimulation",2019,"Seismological Research Letters","90","5","","1844","1858",NA,33,"10.1785/0220190102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072775061&doi=10.1785%2f0220190102&partnerID=40&md5=c3e12b174e3cb6f8881ba011b0bc7231","Department of Geophysics, Stanford University, 397 Panama Mall, Stanford, CA  94035, United States; Energy Science Center, Department of Earth Sciences, ETH Zürich, Sonneggstrasse 5, Zürich, 8092, Switzerland; School of Geography, Environment and Earth Sciences, Victoria University of Wellington, P.O. Box 600, Wellington, 6140, New Zealand; Department of Geological Sciences, University of Colorado Boulder, UCB 399, Boulder, CO  80309, United States; State Key Laboratory of Earthquake Dynamics, Institute of Geology, China Earthquake Administration, Beijing, 100029, China","Ellsworth, W.L., Department of Geophysics, Stanford University, 397 Panama Mall, Stanford, CA  94035, United States; Giardini, D., Energy Science Center, Department of Earth Sciences, ETH Zürich, Sonneggstrasse 5, Zürich, 8092, Switzerland; Townend, J., School of Geography, Environment and Earth Sciences, Victoria University of Wellington, P.O. Box 600, Wellington, 6140, New Zealand; Ge, S., Department of Geological Sciences, University of Colorado Boulder, UCB 399, Boulder, CO  80309, United States; Shimamoto, T., State Key Laboratory of Earthquake Dynamics, Institute of Geology, China Earthquake Administration, Beijing, 100029, China","","Crystalline rocks; Geology; Geothermal fields; Geothermal wells; Induced Seismicity; Infill drilling; Low permeability reservoirs; Petroleum reservoir engineering; Well drilling; Well stimulation; Connected networks; Crystalline basement; Enhanced geothermal systems; Forensic examinations; Geothermal reservoir; High pressure wells; High-pressure injection; U.s. geological surveys; Earthquakes; earthquake epicenter; earthquake event; earthquake magnitude; fault zone; fluid injection; future prospect; geothermal engineering; geothermal system; North Kyongsang; Pohang; South Korea","","Review","Final","","Scopus","2-s2.0-85072775061","Forensic Geoscience","Forensic Geoscience"
"Feddern N., Mitchell E.A.D., Amendt J., Szelecz I., Seppey C.V.W.","56600620700;7201803814;6603428937;56017182100;56017626200;","Decomposition and insect colonization patterns of pig cadavers lying on forest soil and suspended above ground",2019,"Forensic Science, Medicine, and Pathology","15","3","","342","351",NA,2,"10.1007/s12024-019-00121-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067667761&doi=10.1007%2fs12024-019-00121-6&partnerID=40&md5=636cc2ce8a65b3ea32566357d45c4c22","Institute of Ecology and Evolution, University of Bern, Baltzerstrasse 6, Bern, 3012, Switzerland; Laboratory of Soil Biodiversity, University of Neuchâtel, Rue Emile Argand 11, Neuchâtel, 2000, Switzerland; Institute of Legal Medicine, Goethe-University, Kennedyallee 104, Frankfurt am Main, 60596, Germany; Jardin Botanique de Neuchâtel, Chemin du Pertuis-du-Sault 58, 2000 Neuchâtel, Neuchâtel, 2000, Switzerland; Department of Arctic and Marine Biology, University of Tromsø, Framstredet 39, Tromsø, 9037, Norway","Feddern, N., Institute of Ecology and Evolution, University of Bern, Baltzerstrasse 6, Bern, 3012, Switzerland, Laboratory of Soil Biodiversity, University of Neuchâtel, Rue Emile Argand 11, Neuchâtel, 2000, Switzerland, Institute of Legal Medicine, Goethe-University, Kennedyallee 104, Frankfurt am Main, 60596, Germany; Mitchell, E.A.D., Laboratory of Soil Biodiversity, University of Neuchâtel, Rue Emile Argand 11, Neuchâtel, 2000, Switzerland, Jardin Botanique de Neuchâtel, Chemin du Pertuis-du-Sault 58, 2000 Neuchâtel, Neuchâtel, 2000, Switzerland; Amendt, J., Institute of Legal Medicine, Goethe-University, Kennedyallee 104, Frankfurt am Main, 60596, Germany; Szelecz, I., Laboratory of Soil Biodiversity, University of Neuchâtel, Rue Emile Argand 11, Neuchâtel, 2000, Switzerland, Institute of Legal Medicine, Goethe-University, Kennedyallee 104, Frankfurt am Main, 60596, Germany; Seppey, C.V.W., Laboratory of Soil Biodiversity, University of Neuchâtel, Rue Emile Argand 11, Neuchâtel, 2000, Switzerland, Department of Arctic and Marine Biology, University of Tromsø, Framstredet 39, Tromsø, 9037, Norway","Alpha diversity, beta diversity; Cadaver decomposition; Community ecology; Forensic entomology; Hanging; Indicator species (IndVal); PMI; Succession","animal; animal model; beetle; Diptera; feeding behavior; forensic pathology; pig; postmortem change; procedures; soil; Switzerland; zoology; Animals; Coleoptera; Diptera; Entomology; Feeding Behavior; Forensic Pathology; Models, Animal; Postmortem Changes; Soil; Swine; Switzerland","Feddern, N.; Institute of Ecology and Evolution, University of Bern, Baltzerstrasse 6, Switzerland; email: nina.feddern@web.de","Article","Final","","Scopus","2-s2.0-85067667761","Forensic Geoscience","Forensic Geoscience"
"Astolphi R.D., de Seixas Alves M.T., Evison M.P., Francisco R.A., Guimarães M.A., Iwamura E.S.M.","24447921300;6504067824;6602837222;54913907400;35510175700;6603804079;","Corrigendum to “The impact of burial period on compact bone microstructure: histological analysis of matrix loss and cell integrity in human bones exhumed from tropical soil” ((Forensic Science International (2019) 298 (384–392), (S0379073819300908), (10.1016/j.forsciint.2019.03.008))",2019,"Forensic Science International","302","","109863","","",NA,NA,"10.1016/j.forsciint.2019.06.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067689906&doi=10.1016%2fj.forsciint.2019.06.021&partnerID=40&md5=215265a4776e7bff9d7eba2bca0e85a7","Department of Pathology, Escola Paulista de Medicina – Universidade Federal de São Paulo, São Paulo, SP, Brazil; Northumbria University, Newcastle Upon Tyne, United Kingdom; Department of Pathology and Legal Medicine, Faculdade de Medicina de Ribeirão Preto – Universidade de São PauloSP, Brazil","Astolphi, R.D., Department of Pathology, Escola Paulista de Medicina – Universidade Federal de São Paulo, São Paulo, SP, Brazil; de Seixas Alves, M.T., Department of Pathology, Escola Paulista de Medicina – Universidade Federal de São Paulo, São Paulo, SP, Brazil; Evison, M.P., Northumbria University, Newcastle Upon Tyne, United Kingdom; Francisco, R.A., Department of Pathology and Legal Medicine, Faculdade de Medicina de Ribeirão Preto – Universidade de São PauloSP, Brazil; Guimarães, M.A., Department of Pathology and Legal Medicine, Faculdade de Medicina de Ribeirão Preto – Universidade de São PauloSP, Brazil; Iwamura, E.S.M., Department of Pathology, Escola Paulista de Medicina – Universidade Federal de São Paulo, São Paulo, SP, Brazil, Northumbria University, Newcastle Upon Tyne, United Kingdom","","erratum","Iwamura, E.S.M.; Department of Pathology, Escola Paulista de Medicina – Universidade Federal de São PauloBrazil; email: eiwamura@gmail.com","Erratum","Final","Open Access","Scopus","2-s2.0-85067689906","Forensic Geoscience","Forensic Geoscience"
