"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Cantú A.A.","7004217424;","Comments on the multiple headspace-solid phase microextraction (MHS-SPME) technique for dating inks",2017,"Forensic Chemistry","3","","","14","20",NA,4,"10.1016/j.forc.2016.10.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010190579&doi=10.1016%2fj.forc.2016.10.008&partnerID=40&md5=46b6430747894385e2f35e72edec448f","Scientific Consultant (Retired U.S. Secret Service), 1520 E. Fremont Street, Laredo, TX  78040, United States","Cantú, A.A., Scientific Consultant (Retired U.S. Secret Service), 1520 E. Fremont Street, Laredo, TX  78040, United States","Ballpoint ink dating; GC/MS; Multiple headspace solid phase microextraction (MHS-SPME); Questioned documents; Volatile ink components","","","Review","Final","","Scopus","2-s2.0-85010190579","Questioned Document","Questioned Document"
"Staller K.M.","6602281312;","The Methodology of The Witch-Hunt Narrative: A Question of Evidence—Evidence Questioned",2017,"Journal of Interpersonal Violence","32","6","","853","874",NA,3,"10.1177/0886260516657350","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014625128&doi=10.1177%2f0886260516657350&partnerID=40&md5=7d3a8019a9edea8cd1d63b70f3b512ea","University of Michigan, Ann Arbor, MI, United States","Staller, K.M., University of Michigan, Ann Arbor, MI, United States","child abuse; cultural contexts; document analysis; historical analysis; qualitative methodology; sexual abuse","adult; attention; child; child sexual abuse; human; human experiment; male; narrative; perception; politics; psychologist; psychology; publishing; child sexual abuse; day care; diagnosis; legislation and jurisprudence; literature; verbal communication; Adult; Child; Child Abuse, Sexual; Child Day Care Centers; Humans; Literature; Narration","Staller, K.M.; University of Michigan, 1080 S. University, United States; email: kstaller@umich.edu","Article","Final","","Scopus","2-s2.0-85014625128","Questioned Document","Questioned Document"
"Williamson R., Djidrovska D., Ledic A., Brzica S., Antikj V., Hofer R., Almirall J.","57188816394;57193227035;57193229536;55246731900;57193223473;7102519501;7004960911;","Characterization and identification of luminescent components in inks using various analytical techniques for the study of crossed-line intersections",2017,"Forensic Chemistry","3","","","28","35",NA,6,"10.1016/j.forc.2017.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011840657&doi=10.1016%2fj.forc.2017.01.001&partnerID=40&md5=15103ca4a14af0278f5d46b363814acc","International Forensic Research Institute and Department of Chemistry and Biochemistry, Florida International University, Miami, FL, United States; Counterfeit Currency and Security Documents Branch, INTERPOL General Secretariat, Lyon, France; Forensic Science Centre Ivan Vucetic, Zagreb, Croatia; Ministry of the Interior, Forensic Chemistry Department, Ministry of Internal Affairs, Skopje, North Macedonia; Forensic Chemistry Section, Forensic Science Institute, Zurich, Switzerland","Williamson, R., International Forensic Research Institute and Department of Chemistry and Biochemistry, Florida International University, Miami, FL, United States; Djidrovska, D., Counterfeit Currency and Security Documents Branch, INTERPOL General Secretariat, Lyon, France; Ledic, A., Forensic Science Centre Ivan Vucetic, Zagreb, Croatia; Brzica, S., Forensic Science Centre Ivan Vucetic, Zagreb, Croatia; Antikj, V., Ministry of the Interior, Forensic Chemistry Department, Ministry of Internal Affairs, Skopje, North Macedonia; Hofer, R., Forensic Chemistry Section, Forensic Science Institute, Zurich, Switzerland; Almirall, J., International Forensic Research Institute and Department of Chemistry and Biochemistry, Florida International University, Miami, FL, United States","Crossed-line intersections; Ink analysis; Luminescent components; Questioned document examination","","Almirall, J.; International Forensic Research Institute and Department of Chemistry and Biochemistry, Florida International UniversityUnited States; email: almirall@fiu.edu","Article","Final","","Scopus","2-s2.0-85011840657","Questioned Document","Questioned Document"
"Iverson S.D.","57193736122;","The Enduring Toltecs: History and Truth During the Aztec-to-Colonial Transition at Tula, Hidalgo",2017,"Journal of Archaeological Method and Theory","24","1","","90","116",NA,3,"10.1007/s10816-017-9316-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016226857&doi=10.1007%2fs10816-017-9316-4&partnerID=40&md5=b966bd01ba61e4659b6a70a69bcb3cb6","Rice University, Houston, TX, United States","Iverson, S.D., Rice University, Houston, TX, United States","Aztec; Memory; New fire ceremony; Termination ritual; Tula","","Iverson, S.D.; Rice UniversityUnited States; email: s.dugan.iverson@gmail.com","Article","Final","","Scopus","2-s2.0-85016226857","Questioned Document","Questioned Document"
"Jacobs M.R., Merolla D.M.","55362899800;8379189600;","Being Authentically American Indian: Symbolic Identity Construction and Social Structure among Urban New Indians",2017,"Symbolic Interaction","40","1","","63","82",NA,4,"10.1002/symb.266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011564553&doi=10.1002%2fsymb.266&partnerID=40&md5=9056657b82e4b737f1872f1d1f1c5489","Wayne State University, United States","Jacobs, M.R., Wayne State University, United States; Merolla, D.M., Wayne State University, United States","identity; race/ethnicity","","Jacobs, M.R.; Wayne State UniversityUnited States; email: michelle.jacobs@wayne.edu","Article","Final","","Scopus","2-s2.0-85011564553","Questioned Document","Questioned Document"
"Kalbitz M., Scheidat T., Vielhauer C.","57189089456;13103898200;6602138719;","Investigation of adaptive local threshold segmentation in context of 3D-handwriting forensics",2017,"2016 6th International Conference on Image Processing Theory, Tools and Applications, IPTA 2016","","","7821000","","",NA,1,"10.1109/IPTA.2016.7821000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013212184&doi=10.1109%2fIPTA.2016.7821000&partnerID=40&md5=3a8fc5948d31dce92fd31a217a42dcf0","University of Applied Sciences Brandenburg, Department of Informatics and Media, Magdeburger Str. 50, Brandenburg-an-der-Havel, 14770, Germany; Otto-von-Guericke-University Magdeburg, Faculty of Computer Science, Universitätsplatz 2, Magdeburg, 39106, Germany","Kalbitz, M., University of Applied Sciences Brandenburg, Department of Informatics and Media, Magdeburger Str. 50, Brandenburg-an-der-Havel, 14770, Germany, Otto-von-Guericke-University Magdeburg, Faculty of Computer Science, Universitätsplatz 2, Magdeburg, 39106, Germany; Scheidat, T., University of Applied Sciences Brandenburg, Department of Informatics and Media, Magdeburger Str. 50, Brandenburg-an-der-Havel, 14770, Germany; Vielhauer, C., University of Applied Sciences Brandenburg, Department of Informatics and Media, Magdeburger Str. 50, Brandenburg-an-der-Havel, 14770, Germany, Otto-von-Guericke-University Magdeburg, Faculty of Computer Science, Universitätsplatz 2, Magdeburg, 39106, Germany","handwriting forensics; Image and 3D processing applications; intended writing; pattern recognition; questioned documents; segmentation","Benchmarking; Character recognition; Data acquisition; Image processing; Pattern recognition; Pipeline processing systems; 3-d processing; 3D image segmentation; Adaptive thresholding; False positive and false negatives; handwriting forensics; Quantitative measurement; Questioned documents; Segmentation informations; Image segmentation","","Conference Paper","Final","","Scopus","2-s2.0-85013212184","Questioned Document","Questioned Document"
"Kumar R., Kumar V., Sharma V.","57207890649;35233748500;24497463100;","Fourier transform infrared spectroscopy and chemometrics for the characterization and discrimination of writing/photocopier paper types: Application in forensic document examinations",2017,"Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy","170","","","19","28",NA,22,"10.1016/j.saa.2016.06.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978027796&doi=10.1016%2fj.saa.2016.06.042&partnerID=40&md5=293755c9e1e9575864dbc393cff76c4c","Institute of Forensic Science & Criminology, Panjab University, Chandigarh, India; Shri Mata Vaishno Devi University, Katra, Jammu  182 320, India","Kumar, R., Institute of Forensic Science & Criminology, Panjab University, Chandigarh, India; Kumar, V., Shri Mata Vaishno Devi University, Katra, Jammu  182 320, India; Sharma, V., Institute of Forensic Science & Criminology, Panjab University, Chandigarh, India","Chemometrics; Discriminating power; Forensic questioned document; Principal component analysis","Characterization; Fourier transform infrared spectroscopy; Supersaturation; Chemometrics; Chemometrics analysis; Discriminating power; Document examinations; Inorganic fillers; Principal Components; Qualitative features; Questioned documents; Principal component analysis","Sharma, V.; Institute of Forensic Science & Criminology, Panjab UniversityIndia; email: vsharma@pu.ac.in","Article","Final","","Scopus","2-s2.0-84978027796","Questioned Document","Questioned Document"
"Goacher R.E., Difonzo L.G., Lesko K.C.","24168113900;57195274553;57195279804;","Challenges Determining the Correct Deposition Order of Different Intersecting Black Inks by Time-of-Flight Secondary Ion Mass Spectrometry",2017,"Analytical Chemistry","89","1","","759","766",NA,8,"10.1021/acs.analchem.6b03411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025463043&doi=10.1021%2facs.analchem.6b03411&partnerID=40&md5=af790268d0e7b8c66c8d552be89177bd","Department of Biochemistry, Chemistry and Physics, Niagara University, 5795 Lewiston Road, Lewiston, NY  14109, United States","Goacher, R.E., Department of Biochemistry, Chemistry and Physics, Niagara University, 5795 Lewiston Road, Lewiston, NY  14109, United States; Difonzo, L.G., Department of Biochemistry, Chemistry and Physics, Niagara University, 5795 Lewiston Road, Lewiston, NY  14109, United States; Lesko, K.C., Department of Biochemistry, Chemistry and Physics, Niagara University, 5795 Lewiston Road, Lewiston, NY  14109, United States","","Chemical analysis; Deposition; Ions; Mass spectrometry; Multivariant analysis; Organic polymers; Principal component analysis; Secondary emission; Spectrometry; Chemical images; Multivariate analysis techniques; Multivariate curve resolution; Non destructive; Questioned documents; Regions of interest; Surface sensitivity; Time of flight secondary ion mass spectrometry; Secondary ion mass spectrometry; aging; article; data analysis; principal component analysis; secondary ion mass spectrometry","Goacher, R.E.; Department of Biochemistry, Chemistry and Physics, Niagara University, 5795 Lewiston Road, United States; email: rgoacher@niagara.edu","Article","Final","","Scopus","2-s2.0-85025463043","Questioned Document","Questioned Document"
"Roloff B., Offa B., Turner I.J.","57191494936;57191496319;56211813000;","Indentation recovery threshold using the Electrostatic Detection Apparatus®",2017,"Journal of the Canadian Society of Forensic Science","50","1","","23","29",NA,1,"10.1080/00085030.2016.1222706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991034759&doi=10.1080%2f00085030.2016.1222706&partnerID=40&md5=b25a764150aba32e9e37e7a4ac1b00b9","Inter-Faculty, University of Windsor, 401 Sunset Avenue, Windsor, ON  N9B 3P4, Canada; Forensic Science, College of Life and Natural Science, University of Derby, Kedleston Road, Derby, DE22 1GB, United Kingdom","Roloff, B., Inter-Faculty, University of Windsor, 401 Sunset Avenue, Windsor, ON  N9B 3P4, Canada; Offa, B., Forensic Science, College of Life and Natural Science, University of Derby, Kedleston Road, Derby, DE22 1GB, United Kingdom; Turner, I.J., Forensic Science, College of Life and Natural Science, University of Derby, Kedleston Road, Derby, DE22 1GB, United Kingdom","Electrostatic Detection Apparatus®; ESDA; indented impression; paper density","document examination","Turner, I.J.; Forensic Science, College of Life and Natural Science, University of Derby, Kedleston Road, United Kingdom; email: i.turner@derby.ac.uk","Article","Final","","Scopus","2-s2.0-84991034759","Questioned Document","Questioned Document"
"Varouchakis V.","57201321229;","Indigenous Archaeologies of Crete, 1878–1913",2017,"Public Archaeology","16","1","","42","66",NA,NA,"10.1080/14655187.2017.1431100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044301839&doi=10.1080%2f14655187.2017.1431100&partnerID=40&md5=c1025c1d6e6f2689ef04292aa9e9ba1f","University of Bristol, United Kingdom","Varouchakis, V., University of Bristol, United Kingdom","archaeological ethnography; Crete; Greek nationalism; history of archaeology; indigenous archaeology; politics of the past","","Varouchakis, V.Knossou 51, Greece; email: vasvarouchakis@gmail.com","Article","Final","","Scopus","2-s2.0-85044301839","Questioned Document","Questioned Document"
"Seki Y.","36817592600;","Cognitive analysis of forensic document examination",2017,"IMCIC 2017 - 8th International Multi-Conference on Complexity, Informatics and Cybernetics, Proceedings","2017-March","","","253","256",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049026526&partnerID=40&md5=1dec83ac6313ca980ac145b56d2b6872","Fourth Forensic Science Division, National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa, Chiba, 2770882, Japan","Seki, Y., Fourth Forensic Science Division, National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa, Chiba, 2770882, Japan","Cognition; Decision making; Eye movement; Feature-matching; Forensic document examination; Handwriting","Behavioral research; Cybernetics; Decision making; Forensic science; Authorship identification; Cognition; Cognitive analysis; Document examinations; Feature matching; Handwriting; Making decision; Eye movements","Seki, Y.; Fourth Forensic Science Division, National Research Institute of Police Science, 6-3-1 Kashiwanoha, Japan; email: seki@nrips.go.jp","Conference Paper","Final","","Scopus","2-s2.0-85049026526","Questioned Document","Questioned Document"
"Barlas D.","6603124469;","Milletler cemiyeti’nde Türkiye: Iyimserlik ve kusku arasinda",2017,"Uluslararasi Iliskiler","14","55","","93","111",NA,1,"10.33458/uidergisi.513523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034663749&doi=10.33458%2fuidergisi.513523&partnerID=40&md5=910ba6629c3fcb77d5036ee4119b26b3","Tarih Bölümü, Koç Üniversitesi, Istanbul, Turkey","Barlas, D., Tarih Bölümü, Koç Üniversitesi, Istanbul, Turkey","International organizations; International relations; Interwar era; League of nations; Turkish diplomacy","","Barlas, D.; Tarih Bölümü, Koç ÜniversitesiTurkey; email: dbarlas@ku.edu.tr","Article","Final","Open Access","Scopus","2-s2.0-85034663749","Questioned Document","Questioned Document"
"Wang J.","57219561780;","A Comparison of the Identifying Features of Imitated Handwriting and Elderly Handwriting",2017,"Journal of Forensic Science and Medicine","3","1","","38","41",NA,NA,"10.4103/jfsm.jfsm_7_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093892528&doi=10.4103%2fjfsm.jfsm_7_17&partnerID=40&md5=6cf35bc0fbffea382ef5be84d2243604","Collaborative Innovation Center of Judicial Civilization, China; Forensic Document Examination Department, Key Laboratory of Evidence Science, China University of Political Science and Law, Ministry of Education, Beijing, 100088, China; Forensic Document Examination Department, Fada Institute of Forensic Medicine and Science, Beijing, 100192, China","Wang, J., Collaborative Innovation Center of Judicial Civilization, China, Forensic Document Examination Department, Key Laboratory of Evidence Science, China University of Political Science and Law, Ministry of Education, Beijing, 100088, China, Forensic Document Examination Department, Fada Institute of Forensic Medicine and Science, Beijing, 100192, China","Elderly handwriting; features comparison; imitated handwriting; study","","Wang, J.; Fada Institute of Forensic Medicine and Science, Engaged in Forensic Document ExaminationChina; email: wangjing2012@cupl.edu.cn","Review","Final","Open Access","Scopus","2-s2.0-85093892528","Questioned Document","Questioned Document"
"Han Y., Han X.","57218770839;57203973252;","Influence of Software on the Features of Laser-printed Characters",2017,"Journal of Forensic Science and Medicine","3","1","","31","37",NA,NA,"10.4103/jfsm.jfsm_13_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093905899&doi=10.4103%2fjfsm.jfsm_13_17&partnerID=40&md5=c2429bff14e22eb0742f1425398643a7","Collaborative Innovation Center of Judicial Civilization, China; Department of Forensic Science, Key Laboratory of Evidence Science, China University of Political Science and Law, Ministry of Education, China; Qd Examination Division, Institute of Forensic Science, Ministry of Public Security, China","Han, Y., Collaborative Innovation Center of Judicial Civilization, China, Department of Forensic Science, Key Laboratory of Evidence Science, China University of Political Science and Law, Ministry of Education, China; Han, X., Qd Examination Division, Institute of Forensic Science, Ministry of Public Security, China","Laser printing; office software; operating system; printing features; questioned document","","Han, Y.; Collaborative Innovation Center of Judicial Civilization, Key Laboratory of Evidence Science, China University of Political Science and Law, Ministry of EducationChina; email: hanyuali@163.com","Article","Final","Open Access","Scopus","2-s2.0-85093905899","Questioned Document","Questioned Document"
"Alburquerque G.","55979507200;","Cuba in the Non-Aligned Movement: The road to leadership. Causes and motivations, 1961-1983 [Cuba en el Movimiento de Paises No Alineados: el Camino al liderazgo Causas y motivaciones. 1961-1983]",2017,"Caravelle","109","","","179","193",NA,1,"10.4000/caravelle.2518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041335050&doi=10.4000%2fcaravelle.2518&partnerID=40&md5=aff899d6f07540655236f15d69f90f03","Universidad Bernardo o'Higgins, Chile","Alburquerque, G., Universidad Bernardo o'Higgins, Chile","Anti-imperialism; Cuba; Foreign policy; Non-Aligned Movement; Third World","","Alburquerque, G.; Universidad Bernardo o'HigginsChile","Article","Final","Open Access","Scopus","2-s2.0-85041335050","Questioned Document","Questioned Document"
"Pereira J.F.Q., Silva C.S., Braz A., Pimentel M.F., Honorato R.S., Pasquini C., Wentzell P.D.","57191823266;55188739100;55906094700;7006799228;6701318298;35507950000;7003671195;","Projection pursuit and PCA associated with near and middle infrared hyperspectral images to investigate forensic cases of fraudulent documents",2017,"Microchemical Journal","130","","","412","419",NA,23,"10.1016/j.microc.2016.10.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993965311&doi=10.1016%2fj.microc.2016.10.024&partnerID=40&md5=d87a027a0264355c5bae5294c95d32de","Department of Fundamental Chemistry, Universidade Federal de Pernambuco, Recife, PE, Brazil; Department of Chemical Engineering, Universidade Federal de Pernambuco, Recife, PE, Brazil; Federal Police, Recife, PE, Brazil; Chemistry Institute, Department of Analytical Chemistry, Universidade Estadual de Campinas, Campinas, SP, Brazil; Department of Chemistry, Dalhousie University, Halifax, NS, Canada","Pereira, J.F.Q., Department of Fundamental Chemistry, Universidade Federal de Pernambuco, Recife, PE, Brazil; Silva, C.S., Department of Fundamental Chemistry, Universidade Federal de Pernambuco, Recife, PE, Brazil; Braz, A., Department of Chemical Engineering, Universidade Federal de Pernambuco, Recife, PE, Brazil; Pimentel, M.F., Department of Chemical Engineering, Universidade Federal de Pernambuco, Recife, PE, Brazil; Honorato, R.S., Federal Police, Recife, PE, Brazil; Pasquini, C., Chemistry Institute, Department of Analytical Chemistry, Universidade Estadual de Campinas, Campinas, SP, Brazil; Wentzell, P.D., Department of Chemistry, Dalhousie University, Halifax, NS, Canada","Documents; Forensic; Hyperspectral image; Principal component analysis; Projection pursuit","","Pimentel, M.F.; Department of Chemical Engineering, Universidade Federal de PernambucoBrazil; email: mfp@ufpe.br","Article","Final","Open Access","Scopus","2-s2.0-84993965311","Questioned Document","Questioned Document"
"Pendolino F., Armata N.","26423212800;25931438500;","Regulation and environmental aspects of graphene oxide",2017,"SpringerBriefs in Applied Sciences and Technology","","9783319604282","","23","33",NA,NA,"10.1007/978-3-319-60429-9_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021627708&doi=10.1007%2f978-3-319-60429-9_3&partnerID=40&md5=b9305a5ccbe2cd9f6a715e560861bf7c","Padova, Italy; Palermo, Italy","Pendolino, F., Padova, Italy; Armata, N., Palermo, Italy","Disposal; Environment; Nanomaterials; Normative; Toxicity","Environmental impact; Environmental regulations; Health risks; Laws and legislation; Nanostructured materials; Toxicity; Waste disposal; Ecosystem risks; Environment; Environmental aspects; Graphene oxides; Legislative frameworks; Normative; Scientific progress; Technical documents; Graphene","Pendolino, F.Italy; email: flavio.pendolino@unipd.it","Book Chapter","Final","","Scopus","2-s2.0-85021627708","Questioned Document","Questioned Document"
"Garrido F.A.Z.","56074922600;","Repression and vigilance towards teaching work during the Military Dictatorship in Chile (1973-1990) [Represión y vigilancia hacia el Trabajo Docente durante la Dictadura Militar en Chile (1973-1990)]",2017,"Araucaria","19","38","","285","322",NA,2,"10.12795/araucaria.2017.i38.13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032445980&doi=10.12795%2faraucaria.2017.i38.13&partnerID=40&md5=6e360a87b43506a115729d928b826160","Universidad Academia de Humanismo Cristiano, Chile","Garrido, F.A.Z., Universidad Academia de Humanismo Cristiano, Chile","Military dictatorship in Chile; Repression; Surveillance; Teaching work","","Garrido, F.A.Z.; Universidad Academia de Humanismo CristianoChile; email: fzurita@academia.cl","Article","Final","Open Access","Scopus","2-s2.0-85032445980","Questioned Document","Questioned Document"
"Kubo H.","36439912400;","Care for low-vision patients: A detailed approach",2017,"Neuro-Ophthalmology Japan","34","1","","5","11",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016947303&partnerID=40&md5=f6537e2178165bf40225e7ed7ea5d19b","Department of Ophthalmology, Kanagawa Rehabilitation Hospital, 516 Nanasawa, Atsugi, Kanagawa, 243-0121, Japan","Kubo, H., Department of Ophthalmology, Kanagawa Rehabilitation Hospital, 516 Nanasawa, Atsugi, Kanagawa, 243-0121, Japan","Continuous support; Low-vision care; Optical assisting tool; Psycho-ophthalmology; Welfare worker","Article; human; low vision; patient care; reading; task performance; vision test; visual acuity","Kubo, H.; Department of Ophthalmology, Kanagawa Rehabilitation Hospital, 516 Nanasawa, Japan","Article","Final","","Scopus","2-s2.0-85016947303","Questioned Document","Questioned Document"
"Amson E., De Muizon C., Gaudin T.J.","41660943200;7004331913;8785410400;","A reappraisal of the phylogeny of the megatheria (Mammalia: Tardigrada), with an emphasis on the relationships of the Thalassocninae, the marine sloths",2017,"Zoological Journal of the Linnean Society","179","1","","217","236",NA,22,"10.1111/zoj.l2450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973864171&doi=10.1111%2fzoj.l2450&partnerID=40&md5=0fdc65f235e4756aa54b7a6066cce2d2","Centre de Recherche sur la Paléobiodiversité et les Paléoenvironnements (CR2P: CNRS, MNHN, UPMC-Paris 06; Sorbonne Universités), Muséum national d’Histoire naturelle, CP38, 57 rue Cuvier, Paris, 75005, France; Paläontologisches Institut und Museum, Universität Zurich, Karl Schmid-Strasse 4, Zurich, CH-8006, Switzerland; AG Morphologie und Formengeschichte & Institut für Biologie, Humboldt-Universität, Philippstraße 12/13, Haus 2, Berlin, D-10115, Germany; Department of Biological & Environmental Sciences, University of Tennessee at Chattanooga, 615 McCallie Ave, Chattanooga, TN  37403-2598, United States","Amson, E., Centre de Recherche sur la Paléobiodiversité et les Paléoenvironnements (CR2P: CNRS, MNHN, UPMC-Paris 06; Sorbonne Universités), Muséum national d’Histoire naturelle, CP38, 57 rue Cuvier, Paris, 75005, France, Paläontologisches Institut und Museum, Universität Zurich, Karl Schmid-Strasse 4, Zurich, CH-8006, Switzerland, AG Morphologie und Formengeschichte & Institut für Biologie, Humboldt-Universität, Philippstraße 12/13, Haus 2, Berlin, D-10115, Germany; De Muizon, C., Centre de Recherche sur la Paléobiodiversité et les Paléoenvironnements (CR2P: CNRS, MNHN, UPMC-Paris 06; Sorbonne Universités), Muséum national d’Histoire naturelle, CP38, 57 rue Cuvier, Paris, 75005, France; Gaudin, T.J., Department of Biological & Environmental Sciences, University of Tennessee at Chattanooga, 615 McCallie Ave, Chattanooga, TN  37403-2598, United States","","","Amson, E.; Centre de Recherche sur la Paléobiodiversité et les Paléoenvironnements (CR2P: CNRS, MNHN, UPMC-Paris 06; Sorbonne Universités), Muséum national d’Histoire naturelle, CP38, 57 rue Cuvier, France; email: eli.amson@edu.mnhn.fr","Article","Final","","Scopus","2-s2.0-84973864171","Questioned Document","Questioned Document"
"Corrales C., Martínez M., Ortega F.","56943215600;57202290466;56806374600;","A structured data model frame for human factors application",2017,"10th International Topical Meeting on Nuclear Plant Instrumentation, Control, and Human-Machine Interface Technologies, NPIC and HMIT 2017","1","","","537","546",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047777699&partnerID=40&md5=40e33c420ff1f6ad3ad953670af597d9","Tecnatom SA, 1, Montes de Oca, San-Sebastián de los Reyes, 28703, Spain","Corrales, C., Tecnatom SA, 1, Montes de Oca, San-Sebastián de los Reyes, 28703, Spain; Martínez, M., Tecnatom SA, 1, Montes de Oca, San-Sebastián de los Reyes, 28703, Spain; Ortega, F., Tecnatom SA, 1, Montes de Oca, San-Sebastián de los Reyes, 28703, Spain","Analysis tools; Human Factors engineering; Human machine interface; Verification and Validation tools","Budget control; Factor analysis; Human computer interaction; Human engineering; Human resource management; Man machine systems; Quality assurance; Regulatory compliance; Analysis tools; Collaborative teams; Configuration control; Current practices; Human Machine Interface; Labor-intensive projects; Project schedules; Verification-and-validation; Quality control","","Conference Paper","Final","","Scopus","2-s2.0-85047777699","Questioned Document","Questioned Document"
"Tornambé G.","57205638958;","The reform of the Chrism Mass (2): The work of the Consilium between 1966 and 1969 [La réforme de la Messe Chrismale (2) L'Œuvre du Consilium entre 1966 et 1969]",2017,"Ecclesia Orans","34","1","","191","263",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060947090&partnerID=40&md5=6589f66f280cd782bbf6d67a9cd3fa69","Université de Fribourg, Fribourg, Switzerland","Tornambé, G., Université de Fribourg, Fribourg, Switzerland","","","Tornambé, G.; Université de FribourgSwitzerland","Article","Final","","Scopus","2-s2.0-85060947090","Questioned Document","Questioned Document"
"Dantas C.R.S., Massoni N.T., dos Santos F.M.R.","57194194847;24367334500;57194193315;","Evaluation in natural science teaching, official documents, and academic literature: A theme with many open questions [A avaliação no Ensino de Ciências Naturais nos documentos oficiais e na literatura acadêmica: Uma temática com muitas questões em aberto]",2017,"Ensaio","25","95","","440","482",NA,1,"10.1590/S0104-40362017002500807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019053805&doi=10.1590%2fS0104-40362017002500807&partnerID=40&md5=8bd50194426463f28d1a8435c58bfa58","Universidade Regional do Cariri (URCA), Juazeiro do Norte, Ceará, Brazil; Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de Física, Porto Alegre, Rio Grande do Sul, Brazil; Universidade Federal do Rio Grande do Sul (UFRGS), Faculdade de Educação, Porto Alegre, Rio Grande do Sul, Brazil","Dantas, C.R.S., Universidade Regional do Cariri (URCA), Juazeiro do Norte, Ceará, Brazil; Massoni, N.T., Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de Física, Porto Alegre, Rio Grande do Sul, Brazil; dos Santos, F.M.R., Universidade Federal do Rio Grande do Sul (UFRGS), Faculdade de Educação, Porto Alegre, Rio Grande do Sul, Brazil","Educational system evaluation; Learning assessment; Science education","","","Article","Final","Open Access","Scopus","2-s2.0-85019053805","Questioned Document","Questioned Document"
