"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Maciejewska A., Wlodarczyk R., Pawlowski R.","57201787090;57045720500;7005480123;","The influence of high temperature on the possibility of DNA typing in various human tissues",2015,"Folia Histochemica et Cytobiologica","53","4","","322","332",NA,6,"10.5603/FHC.a2015.0029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953885935&doi=10.5603%2fFHC.a2015.0029&partnerID=40&md5=c4ffad0ed3a4b2770df19b25c8a6944c","Institute of Forensic Medicine, Medical University of Gdansk, Gdansk, Poland; Police Academy in Szczytno, Szczytno, Poland","Maciejewska, A., Institute of Forensic Medicine, Medical University of Gdansk, Gdansk, Poland; Wlodarczyk, R., Police Academy in Szczytno, Szczytno, Poland; Pawlowski, R., Institute of Forensic Medicine, Medical University of Gdansk, Gdansk, Poland","DNA identification; DNA stability; High temperatures; Human tissues; MtDNA; STR; WGA","mitochondrial DNA; DNA; adipose tissue; Article; bone; controlled study; DNA fingerprinting; DNA isolation; DNA sequence; forensic identification; gene amplification; genome; hair; heart; high temperature; human; human tissue; liver; nail; normal human; short tandem repeat; thigh; tooth; volunteer; antibody specificity; heat; human genome; polymerase chain reaction; procedures; sensitivity and specificity; standards; DNA; DNA Fingerprinting; Genome, Human; Hot Temperature; Humans; Organ Specificity; Polymerase Chain Reaction; Sensitivity and Specificity","Pawlowski, R.; Institute of Forensic Medicine, Medical University of Gdansk, Debowa 23, Poland; email: richard@gumed.edu.pl","Article","Final","Open Access","Scopus","2-s2.0-84953885935","Fire Investigation","Fire Investigation"
"Mahé V.","6603680178;","A descriptive study on 180 mentally disordered offenders [Auteurs d'infractions dont le discernement était altéré ou aboli au sens de l'article 122-1 du Code pénal: Étude descriptive sur 180 sujets]",2015,"Revue de Medecine Legale","6","2","","70","77",NA,4,"10.1016/j.medleg.2015.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939264973&doi=10.1016%2fj.medleg.2015.04.001&partnerID=40&md5=88673a32ca6a8e160d6d2b48795fc8e8","CHG de Meaux, 6-8, rue Saint-Fiacre, Meaux, 77100, France","Mahé, V., CHG de Meaux, 6-8, rue Saint-Fiacre, Meaux, 77100, France","Abolished; Discernment; Discernment; Forensic; Infractions; Mental deficiency; Penal responsibility; Schizophrenia; Violence","armed robbery; Article; controlled study; death; death threat; decision making; delusional disorder; descriptive research; discernment; family violence; fire; human; major clinical study; mental deficiency; mental disease; mental health; mood disorder; offender; organic cerebral disorder; outcome assessment; psychologic assessment; relative violence; remission; repartition; retrospective study; schizophrenia; sexual crime","Mahé, V.; CHG de Meaux, 6-8, rue Saint-Fiacre, France","Article","Final","","Scopus","2-s2.0-84939264973","Fire Investigation","Fire Investigation"
"Fahmy K.","57206527810;","Dissecting the Modern Egyptian State",2015,"International Journal of Middle East Studies","47","3","","559","562",NA,2,"10.1017/S0020743815000550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938318346&doi=10.1017%2fS0020743815000550&partnerID=40&md5=36ef78398af30fa7cde4d96c931a7805","Department of History, American University in Cairo, Cairo, Egypt","Fahmy, K., Department of History, American University in Cairo, Cairo, Egypt","","crime; media role; police force; Egypt","Fahmy, K.; Department of History, American University in CairoEgypt","Article","Final","","Scopus","2-s2.0-84938318346","Fire Investigation","Fire Investigation"
"Martín-Alberca C., García-Ruiz C., Delémont O.","55345515200;35271820400;16052038000;","Study of chemical modifications in acidified ignitable liquids analysed by GC-MS",2015,"Science and Justice","55","6","","446","455",NA,10,"10.1016/j.scijus.2015.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932112572&doi=10.1016%2fj.scijus.2015.06.006&partnerID=40&md5=68b9ae92ed5b8d82b815077c82fd3ae0","Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Alcalá de Henares, Madrid, 28871, Spain; University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Alcalá de Henares, Madrid, 28871, Spain; Ecole des Sciences Criminelles, University of Lausanne, Lausanne-Dorigny, 1015, Switzerland","Martín-Alberca, C., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Alcalá de Henares, Madrid, 28871, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Alcalá de Henares, Madrid, 28871, Spain; García-Ruiz, C., Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Alcalá de Henares, Madrid, 28871, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Alcalá de Henares, Madrid, 28871, Spain; Delémont, O., Ecole des Sciences Criminelles, University of Lausanne, Lausanne-Dorigny, 1015, Switzerland","Acidified ignitable liquid; Diesel fuel; Fire investigation; Gasoline; Improvised incendiary device; Molotov cocktail","aromatic compound; diesel fuel; gasoline; sulfuric acid; tert butyl methyl ether; Article; chemical modification; gas chromatography; hydrolysis; mass spectrometry","García-Ruiz, C.; Department of Analytical Chemistry, Physical Chemistry and Chemical Engineering, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km 33.6, Spain; email: carmen.gruiz@uah.es","Article","Final","","Scopus","2-s2.0-84932112572","Fire Investigation","Fire Investigation"
"Burgan B., Mendes R.F.","6603541094;55027798300;","Buncefield accident and gains to consequence assessment",2015,"Rio Pipeline Conference and Exposition, Technical Papers","2015-September","","","","",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044669187&partnerID=40&md5=4ea096805cba051e20b67fb79893ea2d","Steel Construction Institute, United Kingdom; PETROBRAS/ ETM-CORP, Brazil","Burgan, B., Steel Construction Institute, United Kingdom; Mendes, R.F., PETROBRAS/ ETM-CORP, Brazil","","","","Conference Paper","Final","","Scopus","2-s2.0-85044669187","Fire Investigation","Fire Investigation"
"Ravi N., V Y., Jatti V.B., Kamaradgi P.N.","56179909100;56678653500;36981595500;56678639300;","Evaluation of deaths due to burns in a tertiary care hospital at Mysore - A retrospective study",2015,"Indian Journal of Forensic Medicine and Toxicology","9","1","","135","139",NA,1,"10.5958/0973-9130.2015.00032.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930857381&doi=10.5958%2f0973-9130.2015.00032.8&partnerID=40&md5=05d15723b3d4fd4695d62bd0c154aade","Department of Forensic Medicine, Mysore Medical College and Research Institute, Mysore, Karnataka, India; Department of Forensic Medicine, VIMS, Bellary, India; Department of Forensic Medicine, SSIMS and RC, Davangere, Karnataka, India","Ravi, N., Department of Forensic Medicine, Mysore Medical College and Research Institute, Mysore, Karnataka, India; V, Y., Department of Forensic Medicine, VIMS, Bellary, India; Jatti, V.B., Department of Forensic Medicine, SSIMS and RC, Davangere, Karnataka, India; Kamaradgi, P.N., Department of Forensic Medicine, SSIMS and RC, Davangere, Karnataka, India","Burns; Mortality; Scalds; Septicemia and TBSA","adolescent; adult; age; aged; Article; autopsy; body surface; burn; cause of death; chemical burn; child; electric burn; female; gender; homicide; human; incidence; India; infant; male; middle aged; newborn; retrospective study; scald; septicemia; suicide; tertiary care center","Ravi, N.; Department of Forensic Medicine, Mysore Medical College and Research InstituteIndia","Article","Final","","Scopus","2-s2.0-84930857381","Fire Investigation","Fire Investigation"
"Talmatchi G., Sova C.","55774604100;56263788600;","Observatii privind casa urbana Romana târzie (Domus) din provincia scythia si alte descoperiri arheologice din sectorul sud-ci de la Tropaeum Traiani",2015,"Peuce","","13","","137","192",NA,2,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988014701&partnerID=40&md5=fc1fbc2b01f0d9e54403ee41d5eb5cd5","Muzeul de Istorie Nationala si Arheologie Constanta, Romania","Talmatchi, G., Muzeul de Istorie Nationala si Arheologie Constanta, Romania; Sova, C., Muzeul de Istorie Nationala si Arheologie Constanta, Romania","4th-6th c. AD; 9th-11th c. AD; Cardo maximus; Domus; Scythia; South district; Tropaeum Traiani","","","Article","Final","","Scopus","2-s2.0-84988014701","Fire Investigation","Fire Investigation"
"Alunni V., Grevin G., Buchet L., Gaillard Y., Quatrehomme G.","8734186500;6506228134;26653408900;7003554180;7003553882;","An amazing case of fatal self-immolation",2014,"Forensic Science International","244","","","e30","e33",NA,5,"10.1016/j.forsciint.2014.08.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911165039&doi=10.1016%2fj.forsciint.2014.08.030&partnerID=40&md5=f313215355c6f111495ddbeea499cd1a","Laboratoire de Médecine Légale et d'Anthropologie médico-légale, Université de Nice Sophia Antipolis, Faculté de Médecine, 28 Avenue de Valombrose, Nice Cedex 2, 06107, France; CEPAM (Cultures et Environnements, Préhistoire, Antiquité, Moyen Âge), UMR7264-CNRS Université Nice Sophia Antipolis, Campus Saint-Jean d'Angely 3, 24, avenue des Diables Bleus, Nice Cedex 4, 06357, France; Laboratory of Analytical Toxicology LAT LUMTOX, 800 avenue marie Curie, La Voulte sur RhÔne, France","Alunni, V., Laboratoire de Médecine Légale et d'Anthropologie médico-légale, Université de Nice Sophia Antipolis, Faculté de Médecine, 28 Avenue de Valombrose, Nice Cedex 2, 06107, France; Grevin, G., CEPAM (Cultures et Environnements, Préhistoire, Antiquité, Moyen Âge), UMR7264-CNRS Université Nice Sophia Antipolis, Campus Saint-Jean d'Angely 3, 24, avenue des Diables Bleus, Nice Cedex 4, 06357, France; Buchet, L., CEPAM (Cultures et Environnements, Préhistoire, Antiquité, Moyen Âge), UMR7264-CNRS Université Nice Sophia Antipolis, Campus Saint-Jean d'Angely 3, 24, avenue des Diables Bleus, Nice Cedex 4, 06357, France; Gaillard, Y., Laboratory of Analytical Toxicology LAT LUMTOX, 800 avenue marie Curie, La Voulte sur RhÔne, France; Quatrehomme, G., Laboratoire de Médecine Légale et d'Anthropologie médico-légale, Université de Nice Sophia Antipolis, Faculté de Médecine, 28 Avenue de Valombrose, Nice Cedex 2, 06107, France","Accelerant; Death; Forensic medicine; Gasoline; Self-immolation; Suicide","carboxyhemoglobin; cyanide; tosylchloramide sodium; gasoline; Article; autopsy; burn; camera; carbonylation; case report; cause of death; desquamation; forensic identification; forensic pathology; human; human tissue; lung parenchyma; male; mass fragmentography; self immolation; skin; spectrophotometry; suicidal behavior; suicide; videorecording; fire; pathology; Burns; Fires; Gasoline; Humans; Male; Suicide; Videotape Recording","Alunni, V.; Laboratoire de Médecine Légale et d'Anthropologie médico-légale, Université de Nice Sophia Antipolis, Faculté de Médecine, 28 Avenue de Valombrose, France","Article","Final","","Scopus","2-s2.0-84911165039","Fire Investigation","Fire Investigation"
"Baerncopf J., Hutches K.","35306629100;23024459700;","A review of modern challenges in fire debris analysis",2014,"Forensic Science International","244","","","e12","e20",NA,14,"10.1016/j.forsciint.2014.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027944276&doi=10.1016%2fj.forsciint.2014.08.006&partnerID=40&md5=b6833e8cb7cb7d141f934947f65cf079","Bureau of Alcohol, Tobacco, Firearms and Explosives, Forensic Science Laboratory, 355 North Wiget Lane, Walnut Creek, CA  94598, United States","Baerncopf, J., Bureau of Alcohol, Tobacco, Firearms and Explosives, Forensic Science Laboratory, 355 North Wiget Lane, Walnut Creek, CA  94598, United States; Hutches, K., Bureau of Alcohol, Tobacco, Firearms and Explosives, Forensic Science Laboratory, 355 North Wiget Lane, Walnut Creek, CA  94598, United States","Fire debris; Forensic science; Gas chromatography-mass spectrometry; Ignitable liquid; Incendiary device","carbon disulfide; gasoline; Article; fire; fire debris analysis; fire protection; forensic science; human; mass spectrometer; vegetable","Baerncopf, J.; Bureau of Alcohol, Tobacco, Firearms and Explosives, Forensic Science Laboratory-San Francisco, 355 North Wiget Lane, United States","Article","Final","","Scopus","2-s2.0-85027944276","Fire Investigation","Fire Investigation"
"Clemente K., Hesla E.","44861053900;6602618210;","Two electrical forensic engineering case studies",2014,"IEEE Transactions on Industry Applications","50","6","6874557","4197","4201",NA,1,"10.1109/TIA.2014.2346706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84913551499&doi=10.1109%2fTIA.2014.2346706&partnerID=40&md5=ae18f082de59089b43cf114be8556b7a","Clark Nexsen Architecture and Engineering, Norfolk, VA  23502, United States; Hesla and Assoc., Camano Island, WA  98282, United States","Clemente, K., Clark Nexsen Architecture and Engineering, Norfolk, VA  23502, United States; Hesla, E., Hesla and Assoc., Camano Island, WA  98282, United States","","Crime; Insurance; Safety engineering; Construction plan; Electrical heater; Engineering investigations; Failure events; Insurance companies; Operational safety; Safety features; Utility power; Forensic engineering","","Article","Final","","Scopus","2-s2.0-84913551499","Fire Investigation","Fire Investigation"
"Ishikawa T., Inamori-Kawamoto O., Quan L., Michiue T., Chen J.-H., Wang Q., Zhu B.-L., Maeda H.","7404714481;56326778300;7103077281;10040115500;56327329800;57183222500;7401683108;57125360400;","Postmortem urinary catecholamine levels with regard to the cause of death",2014,"Legal Medicine","16","6","","344","349",NA,17,"10.1016/j.legalmed.2014.07.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907991819&doi=10.1016%2fj.legalmed.2014.07.006&partnerID=40&md5=bf2bd7eb5ce780179d2099198bd7309c","Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan; Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan; Department of Forensic Pathology, Sun Yat-Sen University Zhongshan School of Medicine, No. 74, Zhongshan II Road, Guangzhou, Guangdong, 510080, China; Department of Forensic Pathology, China Medical University School of Forensic Medicine, No. 92, Beier Road, Heping District, Shenyang, Liaoning Province, 110001, China; Division of Legal Medicine, Faculty of Medicine, Tottori University, 86 Nishi-cho, Yonago, Tottori, 683-8503, Japan","Ishikawa, T., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Division of Legal Medicine, Faculty of Medicine, Tottori University, 86 Nishi-cho, Yonago, Tottori, 683-8503, Japan; Inamori-Kawamoto, O., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan; Quan, L., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Department of Forensic Pathology, Sun Yat-Sen University Zhongshan School of Medicine, No. 74, Zhongshan II Road, Guangzhou, Guangdong, 510080, China; Michiue, T., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan; Chen, J.-H., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan; Wang, Q., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan; Zhu, B.-L., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Department of Forensic Pathology, China Medical University School of Forensic Medicine, No. 92, Beier Road, Heping District, Shenyang, Liaoning Province, 110001, China; Maeda, H., Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan, Forensic Autopsy Section, Medico-legal Consultation and Postmortem Investigation Support Center, C/o Department of Legal Medicine, Osaka City University Medical School, Asahi-machi 1-4-3, Abeno, Osaka, 545-8585, Japan","Catecholamine; Forensic pathophysiology; Physical stress; Postmortem biochemistry; Urine","adrenalin; alcohol; carbon monoxide; dopamine; hypnotic sedative agent; methamphetamine; noradrenalin; catecholamine; adrenalin urine level; alcohol intoxication; Article; asphyxia; autopsy; blunt trauma; carbon monoxide intoxication; cause of death; cold exposure; controlled study; dopamine urine level; drowning; fatality; female; forensic pathology; hanging; head injury; heat stroke; human; hyperthermia; hypothermia; male; medical care; methamphetamine dependence; noradrenalin urine level; reference value; strangulation; suffocation; adolescent; adult; aged; autopsy; child; forensic pathology; middle aged; urine; very elderly; Adolescent; Adult; Aged; Aged, 80 and over; Autopsy; Catecholamines; Cause of Death; Child; Female; Forensic Pathology; Humans; Male; Middle Aged","Ishikawa, T.; Division of Legal Medicine, Faculty of Medicine, Tottori University, 86 Nishi-cho, Japan","Article","Final","","Scopus","2-s2.0-84907991819","Fire Investigation","Fire Investigation"
"Alqassim M.A., Daeid N.N.","56586015700;23066390300;","Fires and related incidents in Dubai, United Arab Emirates (2006-2013)",2014,"Case Studies in Fire Safety","2","","","28","36",NA,8,"10.1016/j.csfs.2014.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926659073&doi=10.1016%2fj.csfs.2014.10.001&partnerID=40&md5=5cc764e7ff71ff474dd77a9faf5ffda6","CAHID, University of Dundee, Dow Street, Dundee, Scotland, DD15EH, United Kingdom","Alqassim, M.A., CAHID, University of Dundee, Dow Street, Dundee, Scotland, DD15EH, United Kingdom; Daeid, N.N., CAHID, University of Dundee, Dow Street, Dundee, Scotland, DD15EH, United Kingdom","Deliberate; Dubai; Fire; Forensic investigation; Incident","","Alqassim, M.A.; CAHID, University of Dundee, Dow Street, United Kingdom","Article","Final","Open Access","Scopus","2-s2.0-84926659073","Fire Investigation","Fire Investigation"
"Margiotta G., Gabbrielli M., Carnevali E., Alberti T., Carlini L., Lancia M., Bacci M.","13003712100;7003508893;15124004400;57195453840;8106800800;13003625500;7006406878;","Genetic identification by using short tandem repeats analysis in a case of suicide by self-incineration: a case report",2014,"The American journal of forensic medicine and pathology","35","3","","172","175",NA,1,"10.1097/PAF.0000000000000101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028207437&doi=10.1097%2fPAF.0000000000000101&partnerID=40&md5=925619d42236e1a09e7e7a733ae47397","From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy","Margiotta, G., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy; Gabbrielli, M., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy; Carnevali, E., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy; Alberti, T., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy; Carlini, L., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy; Lancia, M., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy; Bacci, M., From the *Section of Legal Medicine-University of Siena; †Section of Legal Medicine - University of Perugia, Perugia, Italy","","microsatellite DNA; burn; case report; DNA fingerprinting; fire; human; male; middle aged; pathology; real time polymerase chain reaction; suicide; Burns; DNA Fingerprinting; Fires; Humans; Male; Microsatellite Repeats; Middle Aged; Real-Time Polymerase Chain Reaction; Suicide","","Article","Final","","Scopus","2-s2.0-85028207437","Fire Investigation","Fire Investigation"
"Xu C., Wang J., Gao W.","57190809221;57190811990;37661299400;","Forensic analysis of the fire-death and non-fire-death in the fire scene",2014,"Chinese Journal of Forensic Medicine","29","4","","349","351",NA,NA,"10.13618/j.issn.1001-5728.2014.04.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983350529&doi=10.13618%2fj.issn.1001-5728.2014.04.016&partnerID=40&md5=e7f45fa64262ed425a3be1ef72880921","Taicang Public Security Bureau, Jiangsu Taicang, 215400, China; Pingyao Public Security Bureau, Shanxi Pingyao, 031100, China","Xu, C., Taicang Public Security Bureau, Jiangsu Taicang, 215400, China; Wang, J., Pingyao Public Security Bureau, Shanxi Pingyao, 031100, China; Gao, W., Taicang Public Security Bureau, Jiangsu Taicang, 215400, China","COHb; Death from burning; Forensic pathology; Review","Article; death; fire; forensic science; human","","Article","Final","","Scopus","2-s2.0-84983350529","Fire Investigation","Fire Investigation"
"Bernitz H., Solomon C.","6603222151;57045516800;","Forensic dentistry case book 2: Dental identification of severely carbonised remains",2014,"SADJ : journal of the South African Dental Association = tydskrif van die Suid-Afrikaanse Tandheelkundige Vereniging","69","7","","326","327",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953860676&partnerID=40&md5=ce4616b1b0e0be8c478816dea161be42","","Bernitz, H.; Solomon, C.","","case report; dentistry; fire; human; male; medical record; panoramic radiography; physical anthropology; young adult; Dental Records; Fires; Forensic Anthropology; Forensic Dentistry; Humans; Male; Radiography, Panoramic; Young Adult","","Article","Final","","Scopus","2-s2.0-84953860676","Fire Investigation","Fire Investigation"
"Anderson B.R., Gunawidjaja R., Gese N., Markevicius G., Diez-y-Riega H., Eilers H.","55449304000;14832449600;56227526400;6506469050;6506998432;7003545875;","Structural fire forensics: Using optically active nanoparticles to determine a fire's thermal impulse",2014,"Optics InfoBase Conference Papers","","","","","",2,NA,"10.1364/FIO.2016.FF5B.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019533984&doi=10.1364%2fFIO.2016.FF5B.4&partnerID=40&md5=b1a7f344856fdbdb915e585f2247c118","Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States","Anderson, B.R., Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States; Gunawidjaja, R., Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States; Gese, N., Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States; Markevicius, G., Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States; Diez-y-Riega, H., Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States; Eilers, H., Applied Sciences Laboratory, Institute for Shock Physics, Washington State University, Spokane, WA  99210-1495, United States","","Nanoparticles; Optically Active; Spectral properties; Structural fires; Thermal impulse; Fires","","Conference Paper","Final","","Scopus","2-s2.0-85019533984","Fire Investigation","Fire Investigation"
"Naji S., de Becdeliévre C., Djouad S., Duday H., André A., Rottier S.","14040461700;56493169300;57199333707;23105307000;55671378600;26033800000;","Recovery Methods for Cremated Commingled Remains: Analysis and Interpretation of Small Fragments Using a Bioarchaeological Approach",2014,"Commingled Human Remains: Methods in Recovery, Analysis, and Identification","","","","33","56",NA,5,"10.1016/B978-0-12-405889-7.00003-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942589228&doi=10.1016%2fB978-0-12-405889-7.00003-4&partnerID=40&md5=af9f47f0ad560ab34a3b1af402af541c","Université de Bordeaux, UMR PACEA, France; University of Belgrade, Department of Archaeology, Laboratory for Bioarchaeology, Belgrade, Serbia; Hadès-Bureau d'investigations archéologiques, France; Service Archéologique de la Ville de Lyon, France","Naji, S., Université de Bordeaux, UMR PACEA, France; de Becdeliévre, C., University of Belgrade, Department of Archaeology, Laboratory for Bioarchaeology, Belgrade, Serbia; Djouad, S., Hadès-Bureau d'investigations archéologiques, France; Duday, H., Université de Bordeaux, UMR PACEA, France; André, A., Université de Bordeaux, UMR PACEA, France, Service Archéologique de la Ville de Lyon, France; Rottier, S., Université de Bordeaux, UMR PACEA, France","Bioarchaeology; Commingled; Cremains; Cremation; GIS","","Naji, S.; Université de Bordeaux, UMR PACEAFrance","Book Chapter","Final","","Scopus","2-s2.0-84942589228","Fire Investigation","Fire Investigation"
"Steadman D.W., Dirkmaat D.C., LeVaughn M.M., Miller R.G., Regan L.A., Vertes D.","7005337404;6505515849;57213699851;55574193687;56878533300;56878866900;","Recovery and Identification of Victims of the Colgan Air Flight 3407 Crash",2014,"Commingled Human Remains: Methods in Recovery, Analysis, and Identification","","","","389","406",NA,1,"10.1016/B978-0-12-405889-7.00018-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942693970&doi=10.1016%2fB978-0-12-405889-7.00018-6&partnerID=40&md5=6e947e5a8bd3e819c3a8051061dda7ef","University of Tennessee, United States; Mercyhurst University, Erie, PA, United States; University of Mississippi, School of Medicine, United States; Department of Oral Diagnostic Sciences, University at Buffalo School of Dental Medicine, New York, United States; Department of Biology, United States Air Force Academy, Colorado, United States; Forensic Anthropology Center, United States","Steadman, D.W., University of Tennessee, United States, Forensic Anthropology Center, United States; Dirkmaat, D.C., Mercyhurst University, Erie, PA, United States; LeVaughn, M.M., University of Mississippi, School of Medicine, United States; Miller, R.G., Department of Oral Diagnostic Sciences, University at Buffalo School of Dental Medicine, New York, United States; Regan, L.A., Department of Biology, United States Air Force Academy, Colorado, United States; Vertes, D., Forensic Anthropology Center, United States","Anthropology; Colgan Air Flight 3407; Disaster Mortuary Operational Response Team; DNA; Identification process; National Disaster Medical System; National Transportation and Safety Board; Odontology; Pathology; Quality control; Radiology; Recovery; Standard operating procedure","","Steadman, D.W.; Forensic Anthropology Center, Department of Anthropology, University of Tennessee","Book Chapter","Final","","Scopus","2-s2.0-84942693970","Fire Investigation","Fire Investigation"
"Tinsley A.T., Burdette E.G., Icove D.J.","36461798800;7006521751;6507154722;","Structural deformations as an indicator of fire origin",2014,"Journal of Performance of Constructed Facilities","28","3","","440","449",NA,1,"10.1061/(ASCE)CF.1943-5509.0000447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901009558&doi=10.1061%2f%28ASCE%29CF.1943-5509.0000447&partnerID=40&md5=0973ea0963777e540011e54c8f145308","Fire Protection and Safety Engineering Technology, Eastern Kentucky Univ., Richmond, KY 40475, United States; Dept. of Civil and Environmental Engineering, Univ. of Tennessee, Knoxville, TN 37996-2010, United States; Dept. of Electrical Engineering and Computer Science, Univ. of Tennessee, Knoxville, TN 37996-2250, United States","Tinsley, A.T., Fire Protection and Safety Engineering Technology, Eastern Kentucky Univ., Richmond, KY 40475, United States; Burdette, E.G., Dept. of Civil and Environmental Engineering, Univ. of Tennessee, Knoxville, TN 37996-2010, United States; Icove, D.J., Dept. of Electrical Engineering and Computer Science, Univ. of Tennessee, Knoxville, TN 37996-2250, United States","Deflection; Deformation; Fires; Forensic engineering; Heat transfer","Deflection (structures); Deformation; Forensic engineering; Heat transfer; Fire investigation; Fire origin; Steel buildings; Structural deformation; Fires","Tinsley, A.T.; Fire Protection and Safety Engineering Technology, Eastern Kentucky Univ., Richmond, KY 40475, United States; email: andrew.tinsley@eku.edu","Article","Final","","Scopus","2-s2.0-84901009558","Fire Investigation","Fire Investigation"
